question,answer,chain_q,chain_a
"Sirs,  I was working with an MNC as Administrative Assistant since last 22 years till 30th April'19.  Consequent to business transition, I have been forced to join the company which took over the business from  the previous co. with same salary from 1st May'19.  The condition is that if transitted employee work with new co. for atleast 4 months he/she would get 3 months salary as retention bonus, and if anyone leave before that period, no benefit.  But I am not comfirtable with the work environment at new co.  In this case is there any possibility to get me long service compensation from old company if I go to labour court?  and if I go to labourt court at this point of time, will it adversly affect the company's transition process and hence compel the MNC to come for a negotiation and solution?   Kindly advise.( Ahmedabad, Gujarat )","Dear Sir,You may approach Labor Court if you found yourself with in the definition of ""Workman"". Otherwise you have to get issue a legal notice and pursue the matter in a Civil Court.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""PSI_23"", ""IRC_66"", ""IRC_31"", ""DPDP_5""]"
"As a employee how to cancel my ESI facility. Because I am getting the other medical benifit, which is from My father benificary.( Kolkata, West Bengal )",You can approach the ESI office and seek their guidance on how to get it cancelled. As per my understanding if you are not claiming for the benefits then it stands infructuous for you and you don't need to do anything. If you wish it to be documented that you are not taking medical benefits then approach them.,"[""ESI_2"", ""ESI_2A"", ""ESI_10"", ""ESI_20""]","[""ESI_46"", ""esi"", ""EC_RULES_66"", ""ESI_65""]"
"My employer is not giving me projects. I have been sitting on bench since past 6 months. Now my employer is forcing me to resign and leave the firm. I have multiple times asked to allocate me a project but haven't been so.( Gurgaon, Haryana )","Dear Client,Resignation applying the force of threat may be termed as illegal termination and amount to unfair labour practice on the part of the Employer. Without complying with the mandatory provision of Sec.25-N of I D Act, 1947, and Rules 76, and 76-A of ID(Central) Rules, 1957 and in the absence of permission of the Appropriate Authority, No employer can retrench his employee which amounted to victimization and unfair labour practice. So reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for arbitrary and illegal retrenchment from employment without following the mandatory provisions of I D Act failing which you can also raise an industrial dispute before the concerned Labour Commissioner and I D u/s.2A of I D Act directly before the Central Govt. Industrial Tribunal or State Industrial Tribunal depending upon the class of establishment you belong claiming reinstatement in service with back wages. Apart you can also file an application u/s.33C(2) of the I D Act before the concerned Labour Court claiming dues from your employer In case you need any assistance in the matter of drafting the complaint or for raising a dispute under I D Act before the Industrial Tribunal you may contact our legal team with the relevant papers.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""IRC_44"", ""IRC_84"", ""BONUS_RULES_3"", ""IRC_46""]"
"I was given a offer letter to join by Reliance HQ. However, since receiving the offer letter, no communication was put forth by RIL. I have tried reaching out to them but no one responded. Nearly a year passed, and there was a new link on RIL website to check offer letters, and the offer letter was mentioned as AUTHENTIC. I also received a reply from the authenticator that I may receive a call back but none received to date. Can I file a suit?( Mumbai, Maharashtra )","Dear Client,First of all let me know the cause of action that provokes you to litigate the matter because, in the absence of any cause of action, you can neither litigate the matter nor, claim relief from the Court. On receipt of an offer letter from a brand MNC like RIL when you failed to reach out to them despite multiple attempts and received no further communication from them, you being a candidate need to visit the office of RIL personally to verify the matter but instead of resuming your job or place of reporting for your assignment you keep yourself waiting for further communication from the company that neither makes any sense nor a cause of action for the purpose of litigation before the Court. In the given situation, even if you go for litigation, that may not yield any desired relief to you. It may be noted that recruitment, selection, appointment, promotion etc are governed by well established policy of an establishment and considered prerogatives of the management and cannot be claimed as a matter of right.","[""relieving_letter"", ""PROC_WRONGFUL_TERMINATION"", ""MEPS_26"", ""SPE_5""]","[""EC_RULES_66"", ""EC_RULES_67"", ""EPF_AT_6"", ""ISM_32""]"
"Hi

I have joined a new organization (PVT. LTD.) in Faridabad, Haryana.  They are providing only 12 years in a year, one leave per month (not bifurcating or mentioning Sick or Casual Leave.) 

What are the rules as per Govt. (State Govt) for minimum sick and casual leaves to be provided to an employee which an establishment has to offer. 

Also, they are not providing any Privilege Leaves, please advise on the same too.

Thanks( Faridabad, Haryana )","Basic conditions of employment applicable only to employers and workers in the private security sectorNumber of Leave DaysWorkers must get annual leave of at least â21 consecutive days, or1 day for every 17 worked, or1 hour for every 17 worked.Timing of LeaveBoth the employer and worker must agree to the timing of leave.  If they cannot agree, the employer makes the final decision.Leave must be granted not later than 6 months after the end of the annual leave cycle (12 month periods from date of employment).Payment for Annual LeaveEmployers must pay workers for annual leave their normal wage rate. This is to be paid to the worker before annual leave is taken.Pay Instead of Annual LeaveEmployers cannot pay workers instead of granting leave, except on termination of employment.Annual Leave and Public HolidaysA public holiday cannot be counted as annual leave.Hope this helpedShreyash MohtaIf you lik","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""FA_79"", ""MTW_27"", ""leave"", ""DSEA_22""]"
"Case Title
Experiance letter Issueing
Description
Subject: Request for Guidance on Experience Letter Dear Sir, I have two months of experience working in a BPO (call center) from August to September 2019. After that, I transitioned into the IT field, where I have been continuously working for the past six years. However, I do not have an experience letter from the BPO due to health issues that prevented me from continuing my employment there. I verbally informed the HR department about my resignation at that time. Although a Provident Fund (PF) account was created for that period of employment, I am now facing challenges in joining an MNC because of the absence of the experience letter. I have previously requested that the company provide me with the experience letter and expressed my willingness to pay for the notice period, but they have denied my request. Could you please advise me on whether I can send a legal notice to that company to obtain my experience letter? Thank you for your assistance. Best regards, Vishnu T( Malappuram, Kerala )","Dear Client,Until and unless an employee in terms of the appointment/offer letter tenders his or her resignation, the employer for breach of contract withheld the employee's experience/relieving letter and F &F settlement dues and can legal action too. However, the actions of the management can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment to facilitate the filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/management can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter. When you are an employee of the IT Company then be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947.","[""ICA_73"", ""ICA_74"", ""SRA_14"", ""SRA_16""]","[""Indian Contract Act 1872"", ""Industrial Disputes Act 1947"", ""DSEA_147"", ""EC_RULES_66""]"
"I have 3 months notice period in my organisation and I want early reliving so in that case Company ask me to Pay my 3 months salary to the organisation, please help me what I can do in this situation( Gurgaon, Haryana )","Dear Client,When your terms of employment ask you to serve 3 months notice period before tendering resignation, you have to comply with the said terms. Service of notice by an employee at the time of tendering his resignation from the employment of the employer comes under the purview of the exit policy of the employer and it varies normally from 15 days to 90 days depending on the nature of the employment and establishments.. In the absence of certified Standing orders in an establishment, model standing orders are followed. As per Clause 13(1) of the model standing orders as laid down in Schedule-I of the Industrial Employment(Standing Orders) Central Rules, 1946, for terminating the employment of a permanent workman, notice in writing shall be given either by the employer or the workman- one month's notice in case of the monthly rated workman and two weeks notice in the case of other workmen and one month or two weeks pay as the case may be, may be paid in lieu of notice. As per Clause 13(2) of model Standing orders, subject to the provision of I D Act, 1947, NO temporary workman or probationer or workman engaged for fixed-term employment as a result of non-renewal of the contract of employment or on its expiry, shall be entitled to any notice or pay in lieu of notice thereof. Further, in the absence of a flexible buyback policy in the exit policy of the Company, the terms of employment got ineffectual and in that case following the provision of model standing orders as stated above, you may serve a one-month notice to the Company at the time of tendering your resignation. Let the Company decide whether your resignation is acceptable to them or not. In case of express denial of acceptance of your resignation and non-issue of relieving letter and non-disbursement of F & F Settlement Dues,  before going into litigation you need to serve a legal notice to the Company with a mandate of 10 days to respond failing which you need to visit the Office of the concerned Labour Commissioner with a complaint for non-issue of relieving letter on cessation of employment and non-settlement of your dues by the Company on submission of your resignation along with your offer letter and letter of resignation and other correspondences to resolve your grievance failing which you may file an Application u/s.33C(2) of I D Act to the Labour Court in prescribed form claiming dues from your employer. For any kind of assistance you need for the drafting of a complaint or application before the authority or Labour Court, you may contact our legal team for the purpose along with your all relevant papers","[""MEPS_26"", ""MEPS_40"", ""PGA_7"", ""EPF_7D""]","[""IRC_29"", ""MEPS_40"", ""IDA_STANDING_ORDERS"", ""relieving_letter""]"
"A.P. Tribunal gave Judgement to sanction me Notional Seniority with  less meritorious candidates in District Selection Committee merit list.   I lost promotion due to this.  How can I get justice( Prakasam, Andhra Pradesh )","Dear client,If you are not satisfied with the judgement of tribunal, you better go for an appeal in the High Court within the limitation period. You might be awarded some compensation.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""GST_117"", ""COMP_242"", ""ESI_81"", ""MHA_69""]"
"my employer has stopped my salary for 6 months for no reason and whenever I asked why my salary was not paid to me on time. they replied that I was not performing but  the truth i am performing and attending office also( Hyderabad, Telangana )","Dear Client,Your query requires more details to respond suitably and properly. However, it may be informed that if as per your contract of employment, your employment is performance-based or target-based, then for not meeting the standard of performance or target, the employer/company can withhold your salary on a pro-rata basis, i.e, on the ratio of your deficiency serving a warning letter for such deficiency in performance, but cannot withhold your entire salary for long 6 months.  If you're put on a PIP(performance improvement plan) and you fail to improve your performance,  then, termination by an employer for unsatisfactory performance of the employee in the absence of terms in the contract of employment may qualify as retrenchment â i.e., the termination of an employee/ worker for any reason other than by way of disciplinary action, then the employee is to be given 3 months prior notice and payment in lieu of notice of termination in compliance with the Sec.25N(1) of Industrial Dispute Act, 1947 provided the employee is a workman as defined under Sec.2(s) of the Act who can raise an industrial dispute before the Concerned Labour Commissioner. Or else an employee belongs to the level of manager/supervisory category, then he has to pursue a civil suit before a Civil Court for redressal of his grievance. Reach out to an Advocate handling labour or employment matters for serving legal notice to the Company for unethical and unfair trade practices and for further guidance and steps in the matter.","[""IDA_25F"", ""IDA_25H"", ""IDA_25N"", ""IRC_64""]","[""DSEA_147"", ""KSEA_18"", ""MEPS_40"", ""IDA_2A""]"
"If a employee resigning due to medical problems, can the employee refuse to work on notice period? And also can resign smoothly from company?","Dear Sir,What ever the grounds may be you must take your employer into your confidence to avoid unnecessary troubles in your future career.","[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""EC_RULES_66"", ""IEA_57"", ""EC_RULES_67"", ""SRA_32""]"
"Required a verified copy of Andaman Nicobar gazette notification no 82 dated 7 may 2015( South Andaman, Andaman and Nicobar )","Dear Client,Visit the E-gazette website. egazette.nic.in. Go to the option 'Search Gazette'. After this, select the option âSearch ExtraOrdinary/Weekly Gazetteâ. You will be redirected to another page where you have to choose a category. Click on 'Weekly Gazette' from the drop-down. You will be able to see the option 'Part and Section'. Click on it and select 'Part IV'.Hit on 'Standard Report'. You will be able to generate the gazette issues. All the information will be available in pdf format. There will be an option to download the pdf. Tap on the option to check out the gazette name in pdf. Visit the official administration website of Andaman and Nicobar. If the notification is not available online, you can contact the Gazette Office directly. You can visit to the administration office and ask for a verified copy of the notification. We hope that our response is helpful to you.","[""CCS_FS_10"", ""COMP_MA_13"", ""PSI_10"", ""FIN_A_104""]","[""FIN_A_43D"", ""FIN_A_119"", ""BTC_367"", ""FIN_A_132A""]"
In December I joined one company (india). At joining time they asked me that you have to work 3 months without payroll after that we will gonna appoint you as a employee. I agreed that condition and joined that company. So for first three months they assign me some dummy works which is not used in any company projects. After three months(in March) I asked them for my payroll but they said you have to work one more month as you have to learn more things. Again I trusted them(that's my mistake) in last week of March they involved me in one project and asked me to sign NDA so I did that one ( The only document I signed in that company) in April I again asked for my offer letter so they said me you didn't complete your 90 working days(at joining time they said 3 months) at this point I felt they are cheating with me and after this project they no longer need me. So I quit that company before quitting I deleted that dummy projects(I didn't delete any other document) and those files are easily recoverable. But last night I received one mail from company that we reviewed your account and you deleted some files. We have all proof and you signed nda so we are going to file police complaint against you. I didn't disclose anything related with any project. And these files are created before agreement. What should I do I am worried about my career. Please help  (P.S. These files are created using pirated software and I asked them for license copy but they didn't provide) ?,"If they file a complaint against you, it is them to prove whether you violated the NDA Clause moreover it is also impossible for us to comment without looking in the NDA Agreement. If you haven't disclosed any secretive information to anyone outside, there is nothing to get tensed about.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""IEA_52"", ""PROC_ESI_CLAIM"", ""EC_RULES_66"", ""FIN_A_39""]"
"Sir  I was appointed in BSF in 2008. After that in year 2014 I applied state government university on same grade pay with the condition of pay protection. I selected and relived with two years Lien period on technical resignation. After two years my basic pay was reduced and pay protection benifts cancelled due to non availability of pay protection rules in Raj State govt. Subsequently I applied one more year lien period in bsf with request at University to not confirmed me as my lien Extension case was pending at parent department, but university confirmed my services and bsf ignore to extend lien period. Case was pending from 2016 and lien required to be extended upto July 2017.

Request advice me which relief can be given through court( Jodhpur, Rajasthan )","Hi,What protection yo have taken when they have refused to extend the lien period, as per the rules after confirmation the BSF can not extend lien periods.","[""RPSR_38"", ""LIM_5"", ""RPSR_156B"", ""RPSR_39""]","[""GST_168A"", ""IEA_143"", ""IEA_142"", ""SRA_41""]"
"I had been working for the company last 16 years and due to my personal growth I left that company four months back I had served 2 month's notice period as per the company policy and did properly done my handover process.
Now I didn't receive my reliving letter and final settlement (Last month salary, Leave surrender, and Last two month Travel expenses etc.. even send many follow-up emails but I didn't receive and response yet. Kindly suggest me how to take it forward now.( Bangalore, Karnataka )","A.Dear Sir,Please approach the following authority or similar authority in a stateThe Office Commissioner of LabourSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","[""MEPS_26"", ""MEPS_40"", ""MBA_10"", ""FA_79""]","[""PGA_7"", ""IDA_12"", ""IRC_43"", ""FIN_A_63""]"
"My salary is above 50 thousand and work to make correspondence with customer for updating their orders. Correspondence is only through email. What can I do so that my complaint can be lodge in labour commissioner office against my employer. As I don't want to go civil court.( Moradabad, Uttar Pradesh )","Dear Sir,You may lodge complaint with labor commissioner and it will be disposed as per Section 12 of Industrial Disputes Act.Thanks.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""Industrial Disputes Act 1947"", ""FIN_A_2008"", ""IRC_42"", ""EC_RULES_66""]"
"A company offered me a contractual job for two months when I was unemployed. They confirmed via email that it was a contractual position  and that I could leave if I found another job. They did not send a hard copy of the offer letter, only an online acceptance. I questioned them about joining another company immediately since the offer contained many guidelines, and they replied that it was just a formality and not an issue. However, when I received a permanent job offer, they told me I had to continue working for another month or face legal action. As a result, I joined Company B and continued working there for the next month. Now, I'm facing issues because my PF contributions overlapped. I am worried because this issue is affecting my job prospects. What should I do? Please help.( East Delhi, Delhi )","Dear Sir,PF  PROVIDENT FUNDHow to solve the two UAN problem?Note that each person should have only one UAN number (like PAN), hence if you have multiple UAN, itâs not allowed and creates problem in the EPF system, because is no proper track. Hence, as soon as you come to know that there are multiple UAN assigned to you, you should cancel one of the UAN (mostly the old UAN) or should try to deactivate one of themProcess to deactivate old UANStep #1 â The first step if that you should start the EPF transfer for all the EPFâs which are not under the latest UAN generated. This can be done using the OTCP portal of EPFO . I am not going in details here, but first you need to make sure all the old EPFâs are transferred and linked to the new UAN.Step #2 â In the next step, the EPFO system will automatically identify those UAN for which the EPF transfers have happened and completed. Once they find the idle UAN, they will automatically deactivate that UAN. You donât have to do anything here. This deactivation process will take place from time to time as per decision taken by EPFO. Once the deactivation happens, your old member id (your old EPF accounts) will be linked to new UAN.If you are already sure that your past UAN does not have the EPF linked to them, then you can mail your old UAN number along with recent UAN to your employer and to[emailÂ protected]. They will verify your UANâs status and deactivate the old UAN.How To Merge Two Uan EPF AccountsWhat is UAN?Universal Account Number (UAN) is a unique 12-digit number that is given to each member of the Employeesâ Provident Fund Organisation (EPFO). With the help of the UAN, PF members can easily manage their accounts. The Ministry of Employment and Labour under the guidance of the Government of India issues UAN to PF members. Irrespective of the organisation they work in, all Provided Fund (PF) information can be accessed in one place by PF members with the help of UAN.In earlier days, whenever an individual would join a new organization, he would be given a new PF account number. This made it difficult to keep a check on the updated PF balance. It was also difficult to track activities related to pay change and employees would find it challenging to check PF contribution against the updated pay. To tackle such issues, the UAN was introduced.UAN is a universal number that helps members to gather all the PF accounts linked to multiple IDs of various organizations in one place. By using UAN, the employee can withdraw and also transfer funds in the PF account.More Information on UANâ¢	The UAN is a unique number provided to all employees enrolled for PF benefit. This number is independent of employers and hence does not change even if an employee changes job.â¢	The employer can validate an employee by using his UAN in case KYC documents have been verified.â¢	Since the UAN facility is available online for all employees, no employer can deduct or hold off an employeeâs PF.â¢	An employee can validate the PF deposit made by the employer every month. He/she has to register as an EPF Member on the Portal by using the UAN provided.â¢	EPF passbook access is available through SMS. One can send EPFOHO UAN ENG to 7738299899 from the mobile number that has been registered with the EPFO.How to register the UAN?Here are a few easy steps to be followed for registering the UAN:â¢	Go to the EPF Member Portal.â¢	Click on âActivate UANââ¢	Enter all the information around UAN, such as member id, mobile number, Aadhaar, PAN, name, date of birth and e-mail idâ¢	Select âGet Authorization PINâ to fetch the PIN on the registered mobile numberâ¢	Provide this PIN for verifying the request.â¢	Set up a username and password on the UAN portal for future use.Common Reasons for Allotment of Two UANsIf an employee changes his job, a new EPF account is set up by the new organisation. All existing EPF accounts are auto-linked with the UAN of the employee. Hence, there are high chances that a new UAN is allotted to the employee at the time of moving between jobs. There could be multiple reasons for allotment of new UAN. Listed here are some of the common reasons:â¢	In case an employee has not disclosed his previous UAN â In case an employee changes his job, he must make sure to disclose his existing UAN and EPF account number (Member ID) to the new employer. In absence of disclosure of this information, the employer may open a fresh PF account along with a new UAN.â¢	Non-disclosure of âDate of Exitâ by the previous employer â During the process of EPF transfer to the new employer, the old employer must mention the date of exit in the ECR (Electronic Challan and Return). In case of the absence of this information promptly, the new organisation may allot a new UAN to the employee.Consequences of Holding Two UANsTwo active UANs is not permitted by law and is against the rules. A member must have only one UAN with all the EPF accounts linked to it. EPF accounts cannot be transferred among employees. However, an employee who has two UANs can request for his EPF account to be transferred from one UAN to another and ask his previous UAN to be closed. Thus, an EPF account linked with one UAN will have to be compulsorily transferred to another EPF account linked with a separate UAN.What Should an Employee Do?In recent years, there have been multiple cases of employees assigning different UANs (Universal Account Number) to employees. According to EPF rules, an individual should have only one UAN at any given point of time. The employeeâs EPF account must be linked to his UAN. In case he/she has been assigned two UANs, the previous one must be deactivated at the earliest.Two Methods to Merge Two UAN EPF AccountsEmployees who have been incorrectly allotted two UANs must get one of them deactivated (normally, the previous one). There are two ways of getting the UAN deactivated and the EPF account transferred to the correct and active UAN. Mentioned below are the two commonly used methods:Method 1â¢	Reach out to your employer or EPFO and report the issue at the earliestâ¢	You can write an email to[emailÂ protected]stating about your current and previous UANâ¢	EPFO will begin verification on the issue once it gets notified about the issueâ¢	Your previous UAN is then blocked and the existing UAN remains activeâ¢	After this, you have to submit a claim for transferring the EPF account (linked with the blocked UAN) to the new active account.This process can be time-consuming and the general resolution rate is said to be very low. Thus, EPFO has set up a new procedure which is expected to make things easier for a member. It will especially be helpful while merging two UANs and transferring EPF easily. Here is the new method which can be used by an employee with two UANs:Method 2â¢	After thorough identification, old UAN will be deactivated by EPFO once the transfer of the EPF to the new UAN is completeâ¢	Thus, the old UANs will be blocked automatically and an employeeâs previous member ID will be linked to the new or existing UANâ¢	SMS notification is sent for the deactivation to the employeeâs registered mobile numberâ¢	If the employee has been unable to activate his new UAN, he will be notified to activate it at the earliest to receive the status update of the accountâ¢	There could be instances where the employee gets PF arrears from the previous employer. In such situations, the arrear is credited to the new PF account which is linked with the new UAN.Advantages of UAN for EmployeesMinimum Employer Involvement in PF withdrawals:  With the presence of UAN, the employer involvement is significantly reduced since the PF accumulation from the old organization is auto-transferred to the new PF account after completion of KYC verification.No Need for Fund Transfer: An employee must furnish his UAN details and KYC to the new employer for transferring the old PF balance to the new PF account post verification.Manage via SMS Alerts: Employees will receive SMS as soon as a contribution is made by the employer towards PF. This is provided, the employee has registered on the UAN portal.How to use UAN for PF Transfer?The Employeesâ Provident Fund Organisation (EPFO) constantly takes several measures to make the operation of EPF accounts easier for both the employer and employees. To keep up with the technological advancements, EPFO is constantly striving towards streamlining of processes about online EPF. This is especially applicable to PF transfer and withdrawal of PF which are considered to be tedious and time-consuming processes.EPFO introduced Universal Account Number (UAN), which is the blanket number for multiple Member Ids given to an individual by various employers. UAN allows the linking of multiple EPF Accounts (Member Id) provided to a single EPF member. It offers a range of services such as dynamically updated UAN card, updated PF passbook including all transfer-in details, facility to link previous membersâ ID with present ID, monthly SMS regarding credit of contribution in PF account and facility for auto-triggering transfer request on change of employment.Till recently, PF transfer could be done online by going to the âOnline Transfer Claim Portalâ. However, with the introduction of UAN, the transfer process has been revised and shifted under the âunified portalâ. For online PF transfer, here are some of the important points to note:â¢	An EPF member must have activated his UAN on the UAN portal and the registered mobile number used for activation should be in an active state.â¢	The Bank account number and IFSC code of the employee's bank account must be updated against the UAN. Updated Aadhar number and PAN is not mandatory for PF transfer requests.â¢	The employer must approve the e-KYC for transfer to be executed.â¢	The previous/current employer must have digitally registered authorized signatories on EPFO portal.â¢	PF account number related to previous and current employment of an employee should be updated in EPFO database.â¢	Single transfer requests per member ID can be accepted.FAQs1. What if I have two UAN numbers? Does it impact my EPF balance or transfer in any way?Two different UAN numbers for one employee is not accepted and is against the rules. If you happen to change jobs and move between organizations, you must request for transfer of PF account at the earliest.2. What is the expected timeline for merging two EPF accounts?It normally takes around 20 days from the date of the request to transfer one EPF account to the other.3. Is Form 13 a prerequisite for UAN transfer?Employees working in the corporate sector are required to submit Form 13 for EPF transfer to their new PF account at the time of job change.4. How is Form 13 used?Form 13 is primarily used for the transfer of Provident Fund from one account to another. Employees have to submit this form to their employers, upon which, the latter have to verify and approve the details furnished.","[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""EPFO_CIRCULAR_2020"", ""COMP_MA_20"", ""MEPS_41"", ""FIN_A_140A""]"
"What to do if presiding officer is favouring Other side?in the case of oral arguments, orders are reflecting as such other side has only argued and my side stood idle.Also,it is practically impossible to file everything as written arguments.( Chennai, Tamil Nadu )","Hi,What is he the presiding officer of? We will need more details to better answer your query. Favoring one party over the other amounts to conflict of interest, such a case can be dismissed.If you found this helpful, please rate us.","[""PSI_18"", ""IEA_92"", ""EPF_AT_14"", ""M_C_MEHTA_CHILD_LABOUR_1996""]","[""GST_49"", ""EPF_AT_27"", ""EC_RULES_66"", ""FIN_A_178""]"
"My married brother, Age 38 years died with pancreatic cancer recently. He wrote his nominee as my mother.May be around 6 months back he kept his mother as his enominee. Earlier he didn't put any nominee.My parents are very old they brought so many loans from outside for his treatment and also there is around 80L loan on his house. Now my brother office is telling that the deafault naminee is his wife, they want to send all his FFS,EPS,EPF,EDLI amount will send to his wife.please tell me the legal advice to whom it will go?( Warangal, Telangana )","Dear Client,If a member has a family at the time of making a nomination, it must be in favour of one or more members of his family for EPF/EPS/EDLI Schemes. If a member does not have a family at the time of nomination, the nomination may be in favour of any person or persons; but, if the member later develops a family, the nomination is deemed INVALID and the member must submit a new nomination. Under the EPF Act - (i) in the case of a male member ââfamilyâ means his wife, his children (whether married or unmarried), his dependent parents and his deceased sonâs widow and children, and filing of nominations form by members is mandatory as per para 33, 34 and 61 of EPF Scheme,1952.  Being a Class - 1 heir under the Hindu Succession Act, 1956, the widow of the deceased member can claim the benefits available under social security laws like, EPF/FPS/EPS/EDLI  etc as a legal heir by following that procedure, instead of as a nominee. The dependent mother of the deceased employee, being a Class 1 heir can also claim the share of the benefits available under social security laws by approaching the P F Tribunal and/or a Civil Court. Reach out to an Advocate practicing the social security laws for guidance and steps.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""EPF_AT"", ""ESI_45"", ""RPSR_156B"", ""COMP_MA_3""]"
"I am 3 months pregnant and has been advised (written) by my doctor Not to travel till the delivery because of corona and my pre-pregancy hormonal issues, from last 3 months, we have been working from home due to lockdowns but now my employer wants me to work from office. They are not allowing me to work from home. They are asking for some bonds to sign now when I asked for work from home. or they are pressuring me to resign (indirectly). 
I dont want to resign and I am ready to work regularly for 8-9 hours everyday from home. I dont want to travel through cabs or auto as I canât risk my and my babyâs health.

is there any legal advice for me? Can I continue with work from home? plz help( Bangalore, Karnataka )","They should take special consideration. What is the status of your maternity leave?They cannot force you to travel in this condition. No one can be forced to work in their pregnancy and they cannot be terminated on this ground.You complain to the HR through legal notice, then the authority under Maternity Benefits Act, then the Labour Commissioner.RegardsAdv Shreesh Chadha","[""CCS_ME"", ""DSEA_14"", ""IEA_143"", ""IEA_142""]","[""maternity"", ""PROC_MATERNITY_CLAIM"", ""forced_labour"", ""ESI_50""]"
"company recieve a legal notice from emloyee and there are two addressee one is company and the other is operation head of company . He said that adressee no.1 has fraudulently block his offical email id with pending liability.After bad behaviour from office staff/ management staff of addressee no.1.that my client get frustrated and and resign through email to addressee no.2 which is accepted by addressee 2. He said that you deducted tds from my salary . this shows a breach of responsibility to deposit the same and tds certificate . Employee treated most illegal and unlawful mannner and mental harassment and mischievous attitude by you addressee.Now i want to ask you sir/ mdm that how much addressee no.2 is liable in this case.( Ghaziabad, Uttar Pradesh )","Dear Client,It is very difficult to say how much adressee no 2 is liable unless and untill i go through the entire legal notice.Thanks.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""IEA_27"", ""IEA_38"", ""DPDP_5"", ""LIM_6""]"
