question,answer,chain_q,chain_a
"I worked as a sales manager in a company for 3.10 years and we had an arrangement that if I close a new deal, they had to pay me incentives which were 12% for a product and 5% for a service. These were the incentives I earned for year 2022 and the employer kept delaying. After following up multiple times CEO is saying he can pay only 4% since it was not a product sale, but as per the contract issues with the client it is product sale. He is refusing to pay the amount. Also, employer has failed to pay my PF since June'22 and I haven't received salary from month of March. Can I file a complaint against the employer? How do I get my hard earned money back?( Nagpur, Maharashtra )","Dear client,The best way to deal with is file a case in the court based on documented proof that your arrangement stipulated the incentives you are claiming","[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""EC_RULES_66"", ""EC_RULES_67"", ""SRA_9"", ""LIM_64""]"
"An employee who was working on site hurt himself on head on site while working and died company had also admitted him in a very good hospital later the company received a legal notice of paying a  compensation of around Rs. 23 lakhs with 12% interest what is the minimum and maximum compensation company can give to the employees family and any other advice which will be beneficial in the above matter please suggest( Thane, Maharashtra )","Hi client,It will be a little difficult to advise completely on the said matter without knowing the entire details. Please contact an advocate narrate the entire scenario, for your defense steps to be taken.","[""ESI_51"", ""ESI_2"", ""ESI_2A"", ""ESI_10""]","[""RPSR_1"", ""BTC_359"", ""EC_RULES_71"", ""SCST_A_17""]"
"I have for company A 1.5years and leave it on Mar 19,2022 and joined company B on Mar21,2022 now my doe of previous company is overlapping on doj my current company by approx 3months.
Now what I'm suppose do do to transfer my epf balance?( Jamshedpur, Jharkhand )","Dear Client,Before joining another Company, you are required to tender your resignation and to obtain a relieving letter from the earlier company serving the notice period as per the terms of employment that eventually caused the overlapping of service. The overlapping in service concerning previous and present establishments and any anomaly or discrepancy in EPF records of any registered member may be grounds for future disputes. When your EPF record shows an anomaly in the joining and exit date in both the previous and present Company, which is contradictory, then until and unless those anomalies are rectified by the concerned employers, PF records will show overlapping or dual employment. A joint declaration form is used to correct Provident Fund (PF) member details. It is a combined form that the employee and employer sign and submit to the regional PF commissioner to update the wrong information entered in the employeesâ PF accounts. An employee cannot update the service history. Only an employer can rectify the error in the employment record of the EPFO. So if an employee finds an error in the database, he should contact their present or previous employers and get it corrected. In the given situation, to resolve the issue of dual employment/overlapping in the P F records of both employers, you need to approach the office of the Regional P F Commissioner who is the competent authority to resolve any anomaly/discrepancy arising out of date of appointment and date of exit of an employee in EPF records. For lack of cooperation from the employers who are duty-bound to correct the records of member employees in EPF records, an individual can file a complaint using the EPF i-Grievance Management System (https://epfigms.gov.in/) or file a complaint offline in the office of the Regional PF Commissioner concerned. If the complaint is not resolved even on receipt of JDF, you can approach the Employeesâ Provident Funds Appellate Tribunal (EPFAT) which was constituted under the provisions of the Section 7 D of the EPF and M P Act 1952, Now, as per the Finance Act 2017, the Employees' Provident Fund Appellate Tribunal has been merged with Central Government Industrial Tribunal w.e.f. 26.05.2017. So, if no relief is yielded from the office of the PF Commissioner, you may approach the Central Government Industrial Tribunal for appropriate relief. However, recently, EPFO has taken a resolution to waive the consent of an ex-employer for transferring a member's EPF Account to a new employer, which is yet to be notified.","[""MEPS_26"", ""MEPS_40"", ""MBA_10"", ""FA_79""]","[""EPF_7D"", ""dual_employment"", ""FIN_A_158"", ""PROC_PF_COMPLAINT""]"
"I resigned from my job before 1month and my Notice Period is 90days. Bt due to some personal problem Now, i want to cancel my resignation. Is it possible?( Mumbai, Maharashtra )",Dear ClientWhether you will be able to cancel your resignation or not depends upon company's policies and the terms of the employment agreement or contract. I will advise you to talk with your HR or Manager or Employer for the same and try to convince them to cancel your resignation.,"[""MEPS_26"", ""MEPS_40""]","[""MHA_36"", ""MHA_48"", ""EC_RULES_66"", ""EC_RULES_67""]"
"I work in a MNC - our usual work timing is 8hrs . But we are forced to work for 12hr - in this pandemic we arr been working 12hrs everyday for 5 working days ! In our company if we work extra hrs those will be calculated and given as comp off (leave) since from past 9month we have been working overtime the como off days is almost 50days and when we brought up to the management they said they can't give all the leaves to us ! So we feel that we have been working for free so many days in the company 
What should we do now need help ?( Bangalore, Karnataka )","best of luck.you will not do anything.Hope this clarifies,Advocate Ankur Goel (Complete Law Shield) (mymutualdivorce.online)#YourLifeYourChoice","[""MWA_14"", ""FA_59"", ""MTW_26"", ""MTW_40""]","[""MHA_7"", ""EC_RULES_66"", ""EC_RULES_67"", ""EC_RULES_20""]"
"Last year, I worked with 2 companies parallelly on a full time role for around 45 days and there is an overlap entry in my pf portal for that duration. I want to know if it will impact my pf withdrawal in future.( Bangalore, Karnataka )","Dear client,If you have more than one pf account, please ensure you only have one UAN. You may face troubles with the withdrawal of pf amount deposited. You can however merge the pf accounts in the portal. The steps are :1. Visit the EPFO website and fill in the necessary login credentials.2. Fill in your UAN, Phone no etc.3. In the online services tab, you may find provisions for merging the accounts.You can also ask for a merger through emailing to[emailÂ protected]Thank you","[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""PROC_PF_COMPLAINT"", ""ESI_33"", ""EC_RULES_66"", ""EPFO_CIRCULAR_2020""]"
"I have worked from 03.01.2019 to 28.05.2019 in organisation A and from 29.05.2019 to 15.02.2024 in organisation B due to organisation A was takenover by organisation B. Is i am eligible for gratuity?( Chennai, Tamil Nadu )","Dear Client,Yes, you are eligible for payment of gratuity from your employer. The Payment of Gratuity Act, 1972, mandates the payment of gratuity by employers in certain establishments. According to Section 4(1) of the Act, an employee is entitled to receive gratuity upon cessation of employment after completing five years or more of continuous service. The Act specifies the rates at which gratuity should be paid for each completed year of service or part thereof in excess of six months.To claim your gratuity, you need to follow the process outlined in the Act. Rule 7(1) of the Payment of Gratuity Rules, 1972, requires the employee or an authorized representative to apply in Form 'I' to the employer within thirty days from the date the gratuity becomes payable. The employer is obligated to disburse the gratuity within 30 days of the cessation of your employment or the receipt of your claim.If the employer denies or delays the payment of gratuity, you have the right to apply to the Controlling Authority under the Payment of Gratuity Act, which is often the Assistant Labour Commissioner. They can assist you in claiming your gratuity from the employer, including any accrued interest for the delay in payment.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""PROC_GRATUITY_CLAIM"", ""gratuity"", ""PGA_7""]"
"I wanted to know the charges to send legal notice to the employer who failed to pay the salary after I left the organisation.( Mumbai, Maharashtra )","Dear Client,In case you left the Company following the terms and conditions of the contract of employment then in that case, you may like to frustrate the remedies available dispute redressal mechanism set up by the Govt under the relevant laws where an aggrieved employee/workman can represent his case at his own without hiring a professional, So in the prevailing situation, it may be suggested that if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then for such an arbitrary action and unfair labour practice, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for redressal of your grievance failing which you may file an application u/s.33C(2) of the I D Act before the concerned Labour Court claiming dues from your employer. Otherwise, you have to file a civil suit before the Civil Court for appropriate relief in the matter serving a legal notice to the employer.  In case you need any legal assistance in this regard, you may contact our legal team for the purpose with relevant papers.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""labour_court"", ""EC_RULES_66"", ""EC_RULES_67"", ""DSEA_43""]"
"I accepted an offer starting I will have to pay the damages if I don't join them as per the joining date. I am not joining them because of another opportunity. Can I company go legally against me?( Chandigarh, Chandigarh )","Hello,As you accepted the offer it becomes your obligation to fulfil it, and if you cannot join them, you must convey it to them and must try to solve the matter mutually.","[""CCS_FS_7"", ""CCS_FS_4"", ""IEA_29"", ""EC_RULES_74""]","[""GST_150"", ""EC_RULES_66"", ""EC_RULES_67"", ""IEA_21""]"
"Inspite of Calcutta High Court Order to dispose of my appeal against dismissal of service within 15 days of communication of order, Appellate Authority of United Bank of India has failed to dispose of my appeal even after 2 months because UBI don't have any authenticated evidences in support of charges mentioned in chargesheet. 3 reminders have already been send to them.

Now I want to file contempt petition against Appellate Authority of United Bank of India with appeal to Honourable Justice to quash my dismissal order and reinstate me into my regular service with protection of my seniority level and promotion as per my batchmates including payment of full salary for this period. Can I do this? Plz guide me in this regarding.( Kolkata, West Bengal )","Dear Sir,Yes, you can file contempt petition and it will get some result in your pending appeal.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""WAGE_C_49"", ""SEEDS_11"", ""ESI_82"", ""ESI_83""]"
"1.	 I joined central school for Tibetans, chandragiri, gajapati, Orissa as primary teacher on 17 march, 1993. Direct recruit under temporary service cca/ccs rules.
2.	As per the appointment order I have completed 6 months provisional period on 16 September 1993 and 2 years of probation on 16 march 1995.  I have not being given any written confirmation.
3.	As the Orissa bar association is on strike on 24/10/2019 I personally appeared for submission before the the honorable chief justice and justice K.R.Mohapatra for submission of my case they say they stick to the judgment of the CAT and I have no merit. They have suggested to go for adjournment so that my lawyer can argue, again they said whatever I do my case has no merit.
4.	MY QUESTIONS: a. Do you think so that my case has no merit? If it has merit HOW?  If not WHY?                                 
B.  Can I go to Supreme Court?    C. was it not obligatory on the part of the authority to pay on month salary in case of termination forthwith.  When I claim before the court that till date I have not been paid any salary nor served any notice both the judges said that can be directed to do now.  I repeated my question that at the lapse of 25 years the chief justice replied why not! And as because I was on temporary and not being confirmed so I have no claim before the court. Do you think so, please give authentic message which could be used in the court.    D. My lawyer having the same doubt : if the court which very negative directs to pay the one month salary now then it is of no use to file the case for so long no of years.   E. as per the appointment order the tenure of my service will be over by 16 April 2020 because my D.O.B. is 18 APRIL 1962. So if at all any court I get the verdict in favor of me will it be acceptable?

I HAVE ATTHACED: (I) JUDGEMENT OF THE CAT, (ii) APPOINTMENT TERMS (III) RELIEVE ORDER, (Iv) THE DEPARTMENT FULLY FINANCED BY GOVT. OF INDIA (V) ORDER OF TERMINATION (VI) LETTER OF THE NEXT PRINCIPAL HAVING THE DIRCTION TO COLLECT THE ONE MONTH SALARY.( Cuttack, Orissa )","Dear Sir,You have to visit the office of local advocate who is expert in Service Matters and get appropriate legal advise.","[""CCS_FS_5"", ""KSEA_5C"", ""SCST_A_19"", ""RPSR_2""]","[""ESI_5"", ""BTC_356"", ""ESI_9"", ""LIM_6""]"
"HR not allowing to leave company even after the acceptance of my resignation from my Seniors
the HR are asking to serve notice period of 30 days while I have serve notice period of 60 days
they are extending my last working days even after the acceptance of resignation( Mumbai, Maharashtra )","Hello Client,In such circumstances, you must send a legal notice to your HR and the company stating the same with the assistance of an advocate.Thanks & Regards","[""MEPS_26"", ""MEPS_40"", ""MBA_10"", ""FA_79""]","[""DPDP_5"", ""IEA_66"", ""GST_46"", ""EC_RULES_66""]"
"Incase I don't serve the notice period mentioned can I still get only the Experience letter( Mumbai, Maharashtra )","Hello Sir,If the notice period is not served, it would be difficult to get the experience letter. However, it is advisable that you contact the concerned authority in this regard.","[""MEPS_26"", ""MEPS_40""]","[""notice_period"", ""DPDP_5"", ""EC_RULES_67"", ""EC_RULES_66""]"
"Can someone tell me if the daughter in law can be given employment under the R&amp;R policy 2012 of the coal india( Chandrapur, Maharashtra )","Dear Client,The main purpose of the Rehabilitation and Resettlement Policy of Coal India Ltd is to provide adequate compensation to the people/families whose land was acquired for mining projects. Clause 11 of the R & R Policy defines Project Affected Family (PAF). âAffected familyâ and âFamilyâ that include a person, his or her spouse, minor sons, unmarried daughters, minor brothers, unmarried sisters, father, mother and other relatives residing with him or her and dependent on him or her for their livelihood; and includes ânuclear familyâ consisting of a person, his or her spouse and minor children.  This benefit shall accrue only to the Entitled Project Affected Person. Entitled Project Affected Person shall be one of the following categories. (i) Persons from whom land is acquired including tribals cultivating land under traditional rights. (ii) Persons whose homestead is acquired (iii), Sharecroppers, land lessees, tenants & day laborers. (iv) Tribal dependent on forest produce. All landowners with titles will receive monetary compensation for the land acquired from them. The value of the land is determined based on prevailing legal norms. Subject to suitability and availability of vacancies and further subject to the approval of the Board of Directors of the subsidiary company concerned, coal companies shall offer employment at the rate of one employment for every two acres of land acquired. Actual land losers or their dependants as prescribed in the R.R.Policy notified by the Ministry of Rural Development (MORD)shall either take employment or cash compensation as prescribed. In case there is no policy of the State Government for monetary compensation/financial package in lieu of employment against the land, the monetary compensation shall be paid on the following basis: i) Rs.200000/-(two lakhs) only for the first acre of land, on pro-rata basis subject to a minimum Rs.50000/-only. ii) Rs.150000/- (One and a half lakhs) only on a pro-rata basis for 2nd and 3rd acre of land. iii) Rs.100000/- (one lakh) only on a pro-rata basis for land beyond 3 acres. A person receiving a job forgoes all claims to the abovecompensation and a person receiving the above compensation forgoes all claims to employment. Special attempts are made to ensure that women will be given adequate access to income-generating opportunities offered under this policy. Clause 27 of the Policy laid down the Mechanism for dealing with disputes. According to this clause, a committee comprising nominee(s) of the State Government, nominee(s) of the project general manager of the subsidiaries, a representative of the Project Affected Person (PAP) and an independent party, such as a respected community leader, a retired judge or principal of a reputed local institution of higher education, will be constituted to examine the grievances of the PAP and propose corrective actions as required. So, you can seek the desired information from the said committee or and escalate your grievance before the said Committee for redressal of your grievance.","[""HAMA_19"", ""CCS_ME"", ""IEA_38"", ""RPWD_21""]","[""RPSR_156B"", ""BTC_345"", ""RPSR_6"", ""FIN_A_22""]"
"1)Can an administrative department be shut down temporarily by labour court?
2) Is it possible through standing orders? Or standing orders are ok only for workmen ?
3)Is there any way possible in law?
Any separate section for the same?( Chennai, Tamil Nadu )","Dear Sir,You may approach High Court to get stay order on such action initiated by Labor Court.Rate me Five Star*","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""COMM_C_18"", ""GST_117"", ""ESI_81"", ""MHA_69""]"
"I was acquitted from 307 and 25/27 in 2016....there is no mentioned that I was given benefit of doubt ....now i m preparing for police service.....can I get it or may have some problem.....because of some recent guidelines of SC clearly mentioned that equittal should be on the basis of merits........but in recent case in mp ....due to a criminal case .....his petition accpted( Datia, Madhya Pradesh )","Dear Sir,You may apply for the post and if rejected for any reason then approach High Court saying that you have been acquitted on merits and given clean chit.","[""RPSR_19"", ""SOC_REG_4B"", ""RPSR_34"", ""LIM_37""]","[""GST_117"", ""ESI_81"", ""EC_RULES_66"", ""EC_RULES_67""]"
"I've recently joined a company, about to complete 2 months in the company. Before joining this company I had two past employers. I've submitted all the required documents for the proof of previous employment. My first employer was a startup and was paying salaries in cash with the salary slips to all the employees. I was there from 2018 to 2021. Now my current company is asking me for salary proofs from that company. I've submitted my experience letter, salary slips and salary certificate (stating salary in cash proof on company's letter head). But still my new employer is not accepting it as a complete proof and asking me for bank statement transactions for salary, which I can't provide as it was all in cash. What should I do now, please advice.( Ghaziabad, Uttar Pradesh )","You should always taken salary through some recorded manner, a=or else such issues are evident to be called upon. At present, what exactly are the new company people asking for?","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""INC_T_192"", ""BTC_150"", ""IEA_7"", ""EC_RULES_28""]"
"Dear Sir,

I am working in the small finance bank in Baroda Location. I have put officially resignation on 5th July 2022, Now 30th Sept 2022 is my last working day and still my boss is not accepting my resignation even last working day and he threat me to abscond from company.( Vadodara, Gujarat )","Dear Client,On the cessation of a relationship between an employee or employer either for resignation or for other reasons, the employer is duty-bound to issue a relieving letter and F & F dues once the employee serves the notice period in terms of the contract of employment. Denial of such a document may be termed as unfair labour practices if the matter is litigated before the appropriate authority i.e, before the concerned Labour Commissioner. In the prevailing situation, you need to serve a legal notice and file a complaint before the concerned Labour Commissioner for redressal of your grievance.","[""MEPS_26"", ""MEPS_40""]","[""relieving_letter"", ""notice_period"", ""IRC_83"", ""PROC_WRONGFUL_TERMINATION""]"
"Hi sir, my company not realise my 2 months salary because my adhar issue. Date of birth problem in my adhar. And last 5 months so many time my adhar updation cancel. But my company not understand my adhar problem. So i have question is adhar is mandatory for realising salary( South Delhi, Delhi )","not at all, claim your salary by sending them a legal notice and if not make payment file case before labour officer","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""INC_T_192"", ""DPDP_5"", ""EC_RULES_18"", ""PROC_WRONGFUL_TERMINATION""]"
"Hello I'm an employee in Malaysia.. i want to ask in Malaysia if someone steal money from a car and the owner of the money demands you to pay the loss and does not gives you your passport and give threats to your family that pay all money otherwise he'll do something ... And there were to person in car they stop car for lunch when money is stolen.
Now we don't have Enough money to give him . Guide me what to do???( Jammu, Jammu and Kashmir )","A.Hi client,In that case you will be guided by the laws in Malaysia. Please, contact an advocate from therein to safeguard yourself. For now, you can take precautions, by keeping all the records, documents , evidences you have in your favour.Thanks and Regards","[""GST_1"", ""EC_RULES_66"", ""BTC_27B"", ""ISM_33""]","[""EC_RULES_66"", ""BTC_246"", ""EC_RULES_67"", ""DSEA_33""]"
"I had paid money for securing government job, a total of 20 Lakhs. But the person who took the money is absconding. What should I do. I don't know where he is gone.( East Sikkim, Sikkim )","Dear Client,Bribery is illegal. You may file a suit for recovery if you have enough evidence.","[""ATA_19""]","[""IDRA_24C"", ""WAGE_C_23"", ""WAGE_C_24"", ""SRA_24""]"
"I got appointed by an erection contractor firm and deputed at a site in Karnataka, the employer got ram away a night without any information and blocked my number too so that I can't contact him. After appointment, till today I received only 1 month salary and now facing great financial problems, please advise how to file a case against him in labour court??( Ghaziabad, Uttar Pradesh )","Hello Client,Kindly contact and advocate and file a suit against him explaining all the problems and the situation you are in right now. Hope this helps.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""EC_RULES_66"", ""IEA_26"", ""EC_RULES_67"", ""CCS_FS_1""]"
"My previous employer threatening me using social media post that they will block me they showing using their post that they have network and connection to all company they will tell all company to not to hire me my picture and post, can they block me if yes what is the legal remedy ?( Mumbai, Maharashtra )",Dear SirYou may get issue a legal notice and threaten them so that the employer may not black mail you.Please give me RANK FIVE (5) if my answer satisfies you.,"[""CCS_ME"", ""BTC_133"", ""BTC_298"", ""BTC_150""]","[""DPDP_5"", ""EC_RULES_66"", ""CCS_ME"", ""EC_RULES_67""]"
"Hello sir,
            my name is hemant mehra i have worked for c-net infotech pvt.ltd bhopal ,my sitting in jaipur but company situated in bhopal the company continiously deducting pf amount 2160 rupee every month from 4th of july 2017 to 16 jan 2018 almost 18 months they provide me UAN and PF no. but when i check with epfo site it always show passbook is not available till date i didnt get my pf amount so plz suggest me what should i do",Kindly give more details,"[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""SEEDS_23"", ""ISM_33"", ""BDRA_22"", ""MTW_39""]"
"My employment offer mentions that if I leave the service of my current organisation I have to serve 30 days notice period or 1 month salary in lieu of that. I have resigned recently and given a notice of 14 days but my organisation says that they will not accept my resignation. I am afraid that they will not give me any release letter I request to inform the legal context in this matter( Kolkata, West Bengal )","Dear Client,The terms of your offer letter are very clear in the matter of cessation of employment either by resignation or otherwise. In the given scenario, either you serve a notice period for one month or pay one month's salary in lieu of notice to the company to get the relieving letter which is a very crucial and important document for job seekers of their onward employment.","[""MEPS_26"", ""MEPS_40"", ""MBA_10"", ""FA_79""]","[""relieving_letter"", ""notice_period"", ""MEPS_40"", ""ESI_12""]"
"Interstate labor dispute: How to take legal action from Odisha for unpaid salary in Bangalore?( Bangalore, Karnataka )","Dear Client,Regardless of reasons, on cessation of employment, an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. It also has facilities for filing claim cases by workers under the Payment of Gratuity Act, 1972, the Minimum Wages Act, 1948, the Payment of Wages Act, 1936, the Equal Remuneration Act, 1976 & the Maternity Benefit Act, 1961. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/stakeholders can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. The purpose of the Portal is also to minimize the confusion of workers under the applicability of labour laws, to eliminate the delay caused due to offline communication at various levels & to facilitate the workmen/unions/stakeholders in tracking their matters online and for centralized monitoring by the Ministry to bring transparency and efficiency. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""Industrial Disputes Act 1947"", ""Minimum Wages Act 1948"", ""Payment of Gratuity Act 1972"", ""DSEA_147""]"
"My company is forcing me to travel to the office just to sign a document for the exit formality. They haven't paid me salary for the last month of the notice period. While they can easily send across the documents to sign they are misusing their power to harass and trouble us by calling us to the office. I have completed my notice period. What should I do ?( Bangalore, Karnataka )","they cannot hold salary and it has to be paid.they can not call also to office for signing documents if you were not working from office.you can send legal notice for both.Hope this clarifies,Advocate Ankur Goel","[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""INC_T_192"", ""DPDP_5"", ""BTC_133"", ""BTC_135""]"
"can i re-join my job after maternity leave (approx one year leave).i sent the letter to the department after one year of maternity leave dt.20/03/2017 but till date they have not given any approval to join( Jamshedpur, Jharkhand )","Dear Client,If you are facing issues rejoining your job after maternity leave and the department has not provided approval for your return, there are a few important legal and procedural steps you can take to address this situation. Here's a breakdown of your rights and the steps you should follow:Under the Maternity Benefit Act, 1961, every woman is entitled to 26 weeks of maternity leave (increased from 12 weeks as of 2017).You are legally allowed to rejoin your job after your maternity leave.If you have taken an extended leave beyond the statutory period (such as one year), this could fall under either earned leave, unpaid leave, or medical leave, depending on your organizationâs policies.Review your organization's leave policy. If you have taken an extended period of leave beyond the statutory maternity leave (like an additional 6 months or more), it is important to check whether this was approved or whether it was unpaid leave or medical leave.If the leave was properly communicated and accepted by the employer, they should allow you to rejoin.Since you have already sent a letter requesting rejoining (dated 20/03/2017), you should send a follow-up letter or email to the department, seeking a written response regarding the delay in allowing you to rejoin.Attach the previous letter you sent, and make sure to keep copies of all communication for record purposes.If there is no response from the department despite repeated follow-ups, you may need to send a formal legal notice through a lawyer, demanding approval for rejoining and clarification on why your request is being delayed.In the legal notice, mention the Maternity Benefit Act and your rights as an employee to return after maternity leave.If the immediate department is not responding, you can escalate the matter to higher authorities within your organization, such as the HR department, higher management, or even the Ministry of Labour, depending on whether you work for a public or private organization.If the department refuses to allow you to rejoin or if you are being denied your rights under the Maternity Benefit Act, you can file a complaint with the Labour Court or the Labour Commissioner in your area.They will look into your case and can intervene to ensure that your rights as a returning mother are upheld.If your employer fails to reinstate you after your approved leave or does not respond for an extended period, you may be entitled to claim back wages for the period after your maternity leave, especially if you were willing to rejoin but were denied.It might be beneficial to consult an Advocate who can assist you in drafting the necessary legal notice or filing a complaint in the labour court.Regards","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""Maternity Benefit Act 1961"", ""PROC_MATERNITY_CLAIM"", ""ESI_50"", ""MBA_5""]"
"My mother gets a family pension (my father passed away while in service) of more than 8 lakhs am I still eligible for OBC Non Creamy Layer Certificate?( Warangal, Telangana )","Dear Client,The eligibility for an OBC NCL certificate is determined based on the annual income of the applicant's parents if the income falls below Rs.8 lakh in a financial year. Regardless of sectors of employment either Public or Private, if the parent's income exceeds the threshold income limit, his son/daughter is not considered eligible for an OBC NCL Certificate. The wards of central Govt. Employees and the employees themselves are eligible for the OBC NCL certificate if they qualify the following criteria:- 1) Parents' income doesn't exceed Rs. 8 lakh per annum altogether. For the purpose of income, income from Salary and Agriculture should not be considered. 2) Group C and Group D employees even if their income exceeds 8 lakhs can apply for OBC NCL reservation because the salary and agriculture income is not counted as income. 3) If an employee becomes a Group A officer after his 40 years of age and income ( salary is not counted as income) below 8 lacks can also apply. 4) If the employee itself likes to apply for the higher post under OBC, Note only income of parents is counted for OBC status and not the applicants. As per the DOPT circular no. 36033/5/2004-EStt(Res) dated 14/10/2004, page 5, Clause 7, applicable to a government employee, it is clarified that if the father of sons or daughters is directly recruited in Class - III/Group C or Class - IV/Group D employees and he gets into Class - 1/Group -A at the age of 40 or earlier his sons or daughters shall not be treated to be falling in creamy layer category regardless of the income that exceeds the threshold limit of Rs.8 lakh p.a. The wards of Group C and Group D government employees, even if their income exceeds the threshold limit, can apply for OBC NCL Certificates because income from Salary and Agriculture is not counted as their income. So, if you meet the qualifying criteria, you can apply for an OBC NCL Certificate to the concerned authority.","[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""RPSR_237E"", ""FIN_A_189"", ""INC_T_192"", ""MEPS_34""]"
"Joined as a PGT permanent teacher in 2 years probation with level 8 pay matrix 7 in DAV public school Bistupur, jamshedpur, jharkhand, on the basis of provisional appointment letter given by ARO cum Principal Mrs. Pragya Singh, after working around 3 months no appointment letter was issued and salary was not given as per provisional appointment letter. While requesting all those, suddenly she became angry and said to go out of the school, without any notice or reason or letter. Next day was not allowed to enter into the school, what are the possible employment protection for this kind of unaided private school teacher given by government? The land of the school is taken on lease agreement from Tata Steel corporation and tata also got the land from jharkhand state in lease for long term. 
What necessary steps can be taken? What are the possible outcomes against the ARO cum Principal of such school under DAVCMC?( Jamshedpur, Jharkhand )","Dear Client,DAV Public Schools in India are governed by the Dayanand Anglo-Vedic College Trust & Management Society, registered under the Societies Registration Act, 1860 and are affiliated with the Central Board of Secondary Education (CBSE). DAV schools have a code of conduct for teachers and other employees, emphasizing maintaining vegetarianism on school premises and prohibiting certain behaviors like abusive language, insubordination, and involvement in political activities. State Governments also exercise administrative control over DAV schools, including matters related to recruitment, removal, and code of conduct for employees. Even on breach of any code of conduct by an employee of DAV School, management should issue a show cause or a charge sheet seeking an explanation from the employee and conduct a departmental inquiry before taking any disciplinary action against the delinquent employee based on the proven breach of the code of conduct. An employee cannot be stopped from entering the School or removed from the school without a reasoned order. Thus, from the contents of the query, it prima facie appears that the action of the management is unconstitutional and impermissible under the law that infringes the constitutional right of a person as enshrined under Article 21 of the Constitution is challengeable before the High Court, by moving a petition under Article 226 of the Constitution of India seeking appropriate relief in the matter. Since the State Governments also exercise administrative control over DAV schools, serving a legal notice to the Principal of the School, you can escalate your grievance before the District Inspector of Schools or the higher authorities of the State education department requesting them to intervene into the arbitrary and unjustified action of the Head of the concerned DAV School. So, it is suggested to consult with an experienced Advocate to navigate the matter correctly to secure the end of justice.","[""SCST_A_19"", ""RPSR_2"", ""RPSR_3"", ""RPSR_156B""]","[""MEPS_4"", ""MEPS_22"", ""MEPS_33"", ""MEPS_24""]"
"I have been issued a recovery notice under Section 45A, but i have failed to apply for appeal within 60 days, what should i do next to omit the recovery notice( Durgapur, West Bengal )",Dear ClientWhen you had received the recovery notice then you should have immediately challenged it or gone for appeal. You not doing it within the time line will create problem for you. Still you can go for appeal with an application for condonation of delay.,"[""IDRA_24C"", ""DPDP_5"", ""SEEDS_11"", ""WAGE_C_49""]","[""SEEDS_11"", ""ESI_82"", ""WAGE_C_49"", ""IDRA_24C""]"
