question,answer,chain_q,chain_a
"I was in relationship with one girl. She proposed for marriage and i accepted. We had intimacy. It was good. there were arguments and fights but we stayed together. Recently, with one fight she left. I have all the proofs that she promised to marry. And I invested my emotions and my energies. I used to help her also in career on belief that she would be my life partner.( Hyderabad, Telangana )","Dear Client,There can be no action for breach of promise unless a contract to marry has been made. There are no formal requirements regarding the contract. It need not to be evidenced by writing and the law prescribes no particular form of words. A promise by one person to marry another is not binding unless and until that other also promises to marry the first person. Mutual promises to marry may be implied from the conduct of the parties. A declaration of intention to marry another made to a third person will not constitute a promise unless communicated to the other person on the authority of the person making the declaration. While it is not necessary that the mutual promises should be concurrent, both should be made within a reasonable time of one another. An action for breach of promise to marry may be taken by a man as well as a woman. In modern times there have been instances of successful actions by men.Thank You","[""PC::Wife and Respondent Stayed Together at Hotel"", ""PC::Accused in Live-in Relationship with Victim's Mother"", ""PC::Petitioner in Live-in Relationship with Victim's Mother"", ""PC::Accused Refused to Marry Prosecutrix""]","[""PC::Accused Refused to Marry Prosecutrix"", ""PC::Claim for Breach of Contract Established"", ""PC::Claim for Damages for Breach of Contract"", ""PC::Claim for Damages for Breach of Contract Rejected""]"
"Hi, I am a 21-year-old girl. On July 14th, I left my home on my own free will after filing a NC stating the cause of this step was years continued domestic violence and attempt to forceful marriage by my parents. They have also denied giving me my earned money from last 2.5 years. While I moved out with the help of a friend, my parents went on to police and filed missing complaint. The police then started calling me repeatedly to visit the police station and give my statement. Also I had relocated to another city. I rather sent an affidavit, because I feared violence and detention if I visited police station. After receiving the affidavit, my parents managed to pressurize cops with a minister's letter stating to take action in this case. While I moved out with the help of a friend, my parents alleged that my friend and his family have killed and dumped me. These allegations were made to get hold of me. On the basis of these, police repeatedly contacted my friend and his family and landed up at my workplace to take my statement. I have given my statement to police in the police station, in front of my father. The police assured me verbally that they will not contact me henceforth and close the matter. I have explained to them that this causes me serious mental distress, taking a toll on my health and work. I have also mentioned that I am studying and it is affected as well. These allegations have also caused my friend and his family equal amount of stress and defamation since they only helped till I secured a job which was a month back after which I started living independently in a womenâs hostel.

While giving my statement, the cops have taken down my current details - workplace and the hostel I stay in. I fear this information will be passed on to my family and I will be harassed. I also fear threat to my accommodation and job along with life since I know my parents are extremely aggressive, violent and orthodox. I had requested the cops to not give this information, which they said they won't and to provide me my documents like marksheets, birth certificates, etc, which are necessary and I am legally entitled to have. The cops then told me to visit the police station in my hometown and speak with their senior, i.e., tell him the whole issue and request him for my documents. I doubt if this will safe for me. I requested cops to courier the documents, which they refused. Also, after giving my statement, my father supposedly went back with the team of cops from hometown. However, I saw him in the city, near the police station where I gave my statement a day after also. 

I need advice on how to go about it in order to get my documents. I wish to continue staying where I am but I fear threat to my safety here because of my family. What legal remedies am I entitled to for my safety and to ensure a hassle-free life here?( Mumbai City, Maharashtra )",By advocate Rameshwor dadhe dear mam you should approach directly commessioner office. In women cell . Otherwise file complaint against Ur parents. Or approach with your lawyer. In police station,"[""HKG::IPC_499"", ""HKG::IPC_500"", ""HKG::BNS_227"", ""HKG::DVA_12""]","[""PC::Complaint Against Respondent for Misconduct"", ""PC::Illiterate Parties Represented by Advocate"", ""PC::Different Versions in Police and Complaint Cases"", ""PC::Secretary of Market Committee Lacked Authority to File Complaint""]"
"My father want to gift a old house to me(daughter) as a gift.But he demolish old building and construct a new building and on some space of my brother. My father had sons and daughters. They give that building as gift for service to my parents. They didn't register only wrote on a 100rs stamp paper we will give as gift and whenever u required we will register on your name. Now my father was died but not registered . My brothers also not registering and they said not required please help me out of issue. We are at the house of my father and house tax was paying on my name only.( Guntur, Andhra Pradesh )","Hi,You will have to approach the Sub-Registrar's office for a mutation certificate, and also get the property registered there.If you found this helpful, please rate us.","[""PC::Wife Received Property as Gift for Maintenance"", ""PC::Widow Mortgaged Land and Gave House as Gift"", ""PC::Gift-tax Officer Assessed Transaction as Gift"", ""PC::Income from Building and Furniture Separated""]","[""PC::Sale Deed Registered with Sub-Registrar"", ""PC::Respondent-Society Owned the Property"", ""PC::Mutation of Property Recorded"", ""HKG::PROC_PARENTS_SENIOR_CITIZENS_MAINTENANCE""]"
"I took an education loan for my higher studies in abroad, with my father as a co-applicant. Over this last one year, my family has fell apart. We are going through some extreme times as we found that my father had an affair for many years. Now, he has confiscated all my documents and is threatening to kick my mom and brother out of our house. Due to this, Iâve stopped paying my loan instalments, as I want to go home and seek legal advice. Iâm worried that if I pay and clear the loan, heâll sell the house and my family wonât have anywhere else to go. He is harassing them everyday and now the bank is threatening to report me to the embassy. Iâve paid 6 lakhs until now and Iâve stopped paying few months ago. Please share some genuine advice that can save us. Thanks.( Nashik, Maharashtra )","Respected client,You might want to report abuse and harassment by your father. The loan issue will be subsequently taken under the family  court.","[""PC::Appellants Occupied Property for Many Years"", ""PC::Appellants Cultivated Land for Many Years"", ""HKG::CCS_54"", ""PC::Grounds for Detention Found Specific and Clear""]","[""PC::Appellants Claimed Harassment by Police"", ""PC::Petitioner Alleged Harassment by Judges"", ""PC::Possession Taken Under Requisition"", ""PC::Court Found No Action Taken Under Section 31""]"
"My mother in law harassing me a lot for last 7 years of my married life, i tolerated it a lot just to save my family reputation and to keep peace in family but i realized that its affected my health and mentally i am feeling stressed all the time, my husband himself trapped legally in property related matter with other relatives, and my mother in law supporting him financially, so my husband will not at all allow me to take legal action on my MIL, I cant go against my husband wish but also not capable to tolerate my MIL torturing I am totally confused please help and guide me what to do.( Mumbai suburban, Maharashtra )",dear client you need to seek better option to file complaint against your mother in law because if you file 498A or domestic violence complaint against your mother in law then indirectly all your in laws would be accused of such act. try to settle down your matter before women's counseling center at nearest police station.,"[""HKG::DVA_12"", ""HKG::DVA_17"", ""HKG::DVA_18"", ""HKG::DVA_23""]","[""PC::Mother-in-Law Filed Suit for Possession"", ""PC::Landlord's Mother-in-law and Wife Deceased"", ""HKG::PROC_DOMESTIC_VIOLENCE_COMPLAINT"", ""PC::Appellant and Mother in Possession""]"
"Assalaamu Alaikkum 
Please give me a share details 
Dad Share ( He is no more now) 
Wife , one Son, one daughter (She is no more) 

Son has 3 children (2 Sons and 1 Daughter)

Daughter (no more live) has 3 daughters.( Cuddalore, Tamil Nadu )","As according to your personal Muslim laws, the wife will get 1/8th of the share of the property. The remaining shares will be divided to son and daughter. The part of share of son will be divided among his children and the part of daughter to her children equally. As it is not mentioned that property is testamentary or non testamentary so in Non-testamentary succession, the Muslim Personal Law (Shariat) Application Act, 1937 gets applied. On the other hand, one who has created his will before death, the inheritance is governed through this will.","[""HKG::HSA_8"", ""HKG::HSA_10"", ""HKG::MWPSC_23"", ""HKG::ISA_37""]","[""PC::Joint Decree Cannot Be Divided"", ""HKG::ISA_37"", ""PC::Claims of Discrimination Against Muslim Personal Law"", ""PC::Section 6 of the Part-B States Laws Act, 1951""]"
"1) What is the process for court marriage

2) how much time it will takes

3) Fees for the whole process including court and advocate charges

4) Documents required

5) can we have the option to take dates

6) Can parents put an objection after the marriage if we are adults( East Delhi, Delhi )","Dear ClientCourt Marriage in one day1. Total cost Rs. 12500. no hiden cost. But if bride or groom has UP address then total cost Rs 90002. the age of boy should be 21+ and that of girl 18+.3. Total two witnesses who can be from any side and can be friends, parents, neighbours or relatives.4. The whole process will be done from NCR .5. The whole process takes 2-3 hours .5. Boy and girl should be Hindus, Sikhs, Budhists or Jains either by birth or converted .6. Choose any day from monday to friday provided no public holiday should be on that day.7. Boy , girl and witnesses can be from any where india or foreigners.8. In case of foreign national our fee extra.9. No notice or information is sent on boy's or girl's address.10. Arya Samaj and Court Marriage is done on the same day and is full proof of marriage world over and can not be challengedHope it helps.","[""PC::High Court Found Charges as Fees for Services Rendered"", ""PC::Respondents Failed to Take Delivery of Goods"", ""PC::Husband Offered to Take Back Wife"", ""PC::Government Power to Take Over Lands Limited""]","[""PC::Loss from Business Can Be Set Off Against Total Income"", ""PC::V.P. Latex Can Be Vulcanised"", ""PC::Executive Instructions Can Be Altered"", ""PC::Management of Schools Can Be Taken Over for Public Interest""]"
"If there is any law for equal share to give a lady who married before 70( Thanjavur, Tamil Nadu )","Dear Sir,Partition suit is to be filed within 12 years as follows as such she cannot claim a share at this time.==================================================================================LIMITATION 12 YEARS FOR FILING SUIT FOR PARTITIONARTICLE 110 OF LIMITATION ACTWhen suit for partition will become barred by limitation?Article 106   of   the   Limitation   Act   provides   for   period   of   12   years   limitation   for   a distributive   share   of   the   property   of   intestate   against   other   person   illegally charged with the duty of distributing the estate.  Time begins under Article 106 when the legacy and share becomes payable or deliverable.  Under Article 110 of scheduleÂ¬ I of the Limitation Act, suit has to be filed within 12 years by a person excluded   from   joint   family   property   to  enforce   a   right   therein   which   time commences when the exclusion becomes known to the plaintiff.  Even if it is the case of the plaintiff that he was deprived of property of the deceased father by first defendant is concerned,ArticleÂ¬106 of schedule Â¬I to the Limitation Act would be attracted.   Consent award was declared on 15th April 1986.  Decree interms of consent award was passed in 1991 whereas suit is filed on 6th  April 2011.  Prayer (b) thus in my view is on the face of it barred by law of limitation.IN THE HIGH COURT OF JUDICATURE AT BOMBAY ORDINARY ORIGINAL CIVIL JURISDICTIONSUIT NO. 808 OF 2011Naresh Lachmandas AswaniVs.Haridas alias Hardas LachmandasCORAM : R.D. DHANUKA, J.Dated: 18th OCTOBER, 2013Citation: 2016 (4) ALLMR 286By an order dated 26th  July, 2012 passed by this court, two issues were framed under section 9A of the Code of Civil Procedure, 1908 in Notice of Motion NO. 1157 of 2011.  In view of the issues framed under section  9A of the Code of Civil Procedure, 1908 to be tried as jurisdictional issue, both parties were given opportunity to lead oral evidence on the jurisdictional issues framed by this court. Learned counsel have addressed on those issues which are answered by this court in the later part of the judgment.ARTICLE 106 OF LIMITATION ACT MAY BE VIEWED online.","[""PC::Section 3(1) of the Tamil Nadu Act"", ""PC::Appellants Married Before 1989 Amendment"", ""PC::Equal Share in Property Established"", ""PC::District Magistrate Required to Give Opportunity to Tenant""]","[""PC::Section 9A of the Code of Civil Procedure"", ""PC::Section 110 of the Code of Civil Procedure"", ""PC::Section 3 of the Limitation Act"", ""PC::Section 7 of the Limitation Act""]"
"My sister in law requires her jewellery in her custody which is right now in our common family locker. We are ready to give her but wanted to know what evidence should we keep incase she lies that we haven't handed over jewellery to her. Pls advise( Mumbai suburban, Maharashtra )",Take written from her . Or with video recorder or photos,"[""HKG::HMA_26"", ""HKG::HAMA_20"", ""HKG::HMGA_6""]","[""PC::Respondents Failed to Take Delivery of Goods"", ""HKG::IPC_498A"", ""PC::Video Games Require Regulation"", ""HKG::BNS_140""]"
"In my family there are 5 members , me ,my mom dad ,and elder brother (7 years older than me ) and his wife . 

My elder brother is not satisfied as the land of our house is very long . So the rooms are small . 
He married in 2019 . So now i am extending my own room at the front portion of my home with my own money . But in this time my elder  brother  and his wife started chaos in the home and making my mom dad mentally sick . 
He want 25 lakhs  for the property of his father  .to swift to buy new land and home . But my father property valuation is 30 to 35  lakhs  maximum . We are 2 brothers.  So my father and me said we will give him 15 lakhs max Of the property .  But he and his wife is not accpting that and making my parents mentally sick . My parents are  father 59 and mother 51 . Both  suffering frm different body problems . 

I dont know what to do as being the smallest boy in the family .( Jalpaiguri, West Bengal )","Dear Client,Under Section 12 of the Protection of Women from Domestic Violence Act, 2005(PWDV), any woman who is, or has been in a domestic or family relationship with the person and who has been subjected to domestic violence, can lodge an FIR against him at the local police station for redressal of her grievance. Accordingly, in the given scenario, your mother can lodge a complaint under Sec.12 of the D V Act against her elder son and the daughter-in-law at the local police station. Under Section 12(1) of the Act, an aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may directly present an application to the Magistrate seeking one or more reliefs under this Act that include right to reside in a shared household, protection order and residence order provided that before passing any order on such application, the Magistrate shall take into consideration any domestic incident report received by him from the Protection Officer or the service provider. Apart from this, she can file a private complaint against those who forcefully harassed her, claiming a share of your parents' own house in the court of the Magistrate under Section 223 of BNSS, which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the magistrate. If the magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. If required, hire an Advocate to navigate the issue in the right way. If you are not financially sound enough to continue with litigation expenses, your mother can apply before the Member Secretary, State Legal Services Authority or Dist. Legal Services Authority seeking free legal services available to women under Sec.12(c) of the Legal Services Authority Act, 1987 to contest the cases in the Court for appropriate relief.","[""HKG::DVA_12"", ""HKG::DVA_17"", ""HKG::DVA_18"", ""HKG::DVA_23""]","[""HKG::PROC_DOMESTIC_VIOLENCE_COMPLAINT"", ""HKG::Protection of Women from Domestic Violence Act, 2005"", ""HKG::Legal Services Authority Act, 1987"", ""HKG::DP_3""]"
"Meri maa ke baap ko mare hue 12 saal se jyada ho chuke hai, uske pass ek ancestral property thi , kya ab meri maa us property ke partition ke liye case file kar sakti hai ? Kaise kare ? Baap ke marne ke kitne saal baad partition file kar sakte hai ?( Ambala, Haryana )","Dear Sir,If your grand father died after 2005 then your mother can file partition suit.============================================Please give me Rank  5 and Review  my  Resume  and   Follow Me.","[""PC::Partition of Ancestral Property Disputed"", ""PC::Claim of Ancestral Property"", ""PC::Partition Suit Filed for Ancestral Property"", ""PC::Suit Filed for Partition of Ancestral Property""]","[""PC::Father Died Intestate"", ""PC::Purchaser of Joint Family Property May File Partition Suit"", ""PC::Father Died During Proceedings"", ""PC::Father Died Leaving Will""]"
"I have tenant who is having a girl child of 7 years and 2 months pregnant   suddenly her husband started telling that child is not his and not giving any money for daily food. He sent his wife to her mother house and not allowing to enter into the house. She is struggling to buy tablet also( Cuddalore, Tamil Nadu )","Dear Client,In the given scenario, your tenant can take the following legal action against her errant and unruly husband to resolve the crisis. 1) she can file a complaint against your husband and his other family members who subjected her to domestic violence at the local police station under Sec.12 of the PWDV Act, 2005. Under Section 12(1) of the DV Act, an aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may present an application directly to the Magistrate seeking one or more reliefs under this Act that include the right to reside in the shared household, prohibitory order and residence order. 2) she may consider judicial separation or divorce on the grounds of mental cruelty to resolve the matter permanently. Either spouse can obtain a decree of divorce if one spouse has treated the other with cruelty. Section 13 (1) (ia) of the Hindu Marriage Act, 1955, allows either spouse to seek divorce on the grounds of cruelty. If there is no possibility and no scope of mutual consent divorce, she can file a one-sided/contested divorce petition before the Family Court/District Court where the couple last lived together, such as their marital home, where the marriage was solemnized, or where the wife currently resides praying for a decree of divorce and seeking maintenance or alimony from the husband. The party seeking divorce can submit audio, video or written evidence to prove his or her claim. As regards maintenance post-divorce, be informed that both under Section 25 of the Hindu Marriage Act, 1955 or under Section 125 Cr. PC(Section 144 of BNSS), any person having sufficient means is liable to support his wife, provided she is unable to maintain herself. Maintenance under Section 125 of Cr. PC is not restricted to the husband's income alone. The courts have held that the husband's income, as well as his assets and properties, can be taken into consideration while determining the maintenance amount. The courts have also held that maintenance can be granted to the wife even if she is living separately from her husband due to his ill-treatment or other reasons. To enforce maintenance orders court can issue various orders, including attachment of the salary or property of the husband, Non-compliance can also lead to imprisonment, as per Section 125(3) of Cr. PC. A contested divorce is more expensive and time-consuming than a mutual consent divorce. However, grounds for one-sided/contested divorce reflect the various challenges and complexities that may arise in the course of divorce proceedings. It is always recommended to consult an expert divorce lawyer to get the right legal advice before filing a contested divorce petition. 3) Apart from this, you can make a complaint online (https://nhrc.nic.in/complaints/complaints/how-to-file-a-complaints) to the Chairperson, the National Human Rights Commission, New Delhi and the State Human Rights Commission along with the Chairperson, National Commission for Women and State Commission for Women who are empowered to investigate complaints related to issues faced by women in distress by sending an email to[emailÂ protected]or filing an online complaint. Further, she can also approach the State Commission of Women situated in her state, and seek help from the NGOs who rendered dedicated service to the women in distress. If she is not financially sound enough to continue with litigation expenses, she can apply before the Member Secretary, State Legal Services Authority or Dist. Legal Services Authority seeking free legal services available to women under Sec.12(c) of the Legal Services Authority Act, 1987 to contest the cases in the Court for appropriate relief. Hope it may help.","[""HKG::IPC_498A"", ""HKG::BNS_217"", ""HKG::HMA_24"", ""HKG::HMA_25""]","[""HKG::PROC_CHILD_CUSTODY"", ""HKG::CCS_54"", ""PC::Section 12(1)(c) of the Hindu Marriage Act, 1955"", ""PC::Section 12 of the Hindu Marriage Act, 1955""]"
"Hi from last few years my parents are domestically violating me and also they mentally torture and they never understand me and they even fight everyday which is totally making me depressed for which they feel it a fun also when I tell them it's not good to fight daily sought out and finish off but too they fight and target me I am very mentally depressed by their word of action and fights as even they are not understanding parents too what should I do in this case I can't live with them anymore( Belgaum, Karnataka )",Dear ClientIf you are major (more than 18 years of age) then you can have your own separate place of residence given the fact that you can afford and if you are earning. You should also seek help of some counselling if required to set things right.,"[""HKG::CCS_54"", ""PC::Free Fight Between Parties"", ""PC::Sudden Fight Context Established"", ""HKG::SENIOR_CITIZENS_MAINTENANCE_RULES_2009""]","[""PC::Trial Court Found Accused Completed 18 Years of Age"", ""PC::Husband Earning More Than Wife"", ""PC::Court Found Age Above 18 Years"", ""PC::Right of Residence Granted to Wife""]"
"My sister is of mentally challenged since birth. I am the only family member alive and taking care of her. Wish to get a legal guardianship status for her. Please advise( Pune, Maharashtra )","Dear Client,You have to apply in Form A under the National Trust Rules for legal guardianship.The application is to be processed by a Local Level Committee (LLC). The Local Level Committee is responsible for appointing any person of their choice to act as a guardian for the person with a disability.Thankyou.","[""HKG::HMGA_6""]","[""PC::District Level Committee Failed to Comply with Supreme Court Directions"", ""PC::Father Acted as Guardian for Minor Son"", ""PC::Application for Legal Guardian Ordered"", ""PC::Regional Committee Responsible for Recognition""]"
"A Hindu married man not interested to live with his wife. They are just two months into their marriage. There is no physical contact between them, is there any ways for a man to dissolve his marriage?( Bangalore, Karnataka )","Hi,1) You cannot dissolve the marriage through annulment if all the essentials of marriage are completely fulfilled.2) You can dissolve this through divorce by mutual consent.If you like my answer, then please rate me.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""HKG::HMA_13B"", ""PC::Divorce by Mutual Consent Granted"", ""PC::Divorce by Mutual Consent Agreed"", ""PC::Parties Agreed to Dissolve Marriage by Mutual Consent""]"
"My wife has done 6 dowry prohibition act.  It recorded my wife's statement in section 200 and statement of my wife and father in law in section 202 and statement of my wife, mother in law and aunt of my wife in section 244.  But for some reason, he could not be cross-examined in Section 244, whose application was given in the court.  But the application was rejected in the court and said that you will get the opportunity of cross-examination in section 246.  But in section 246, only my wife's statements were recorded and she refused to produce other witnesses.  What we should do is call all the people or go to section 313.( Nawan Shehar, Punjab )","Hai,Yes you can proceed with section 313 of Cr.PC, as the presence of the accuser, is not necessary in the present case. Please rate us if you find this helpful.","[""PC::Landlord's Mother-in-law and Wife Deceased"", ""PC::Husband and Father-in-law to Pay Compensation"", ""PC::High Court Found Section 244 Unconstitutional"", ""PC::Murder of Wife and Son-in-law""]","[""PC::Section 313 of Cr.P.C."", ""PC::Section 313 of the Indian Penal Code"", ""PC::Section 313 of CrPC"", ""PC::Section 313 of the Code of Criminal Procedure""]"
"what to do if wife left matrimonial house 1 year ago with gold oranments worth 6 Lakh.we filed conjugal rights case in  family court.my wife also filed maintaince case in family court.Now atteding court hearings and paid Rs.8000/- maintaince per month as per court order.Since 4 months wehave not attended court hearings due to covid.Now case is showing as compromise.I mean they will come for final settlement? In final settlement if my wife refusing that she has not brought gold ornments but she brought it.Telling lie .In this case what to do against wife? i have all gold purchased receipts with me.whether i have to file case cheating case or file complaint in police station.( Bellary, Karnataka )",Your case is matrimonial matter so firs settle the case that way. Since the case is getting compromised so get it done if you are worried about the gold more than the marriage then tell accordingly to the court and avoid compromise.,"[""HKG::IPC_415"", ""HKG::IPC_420"", ""HKG::BNS_318""]","[""PC::High Court Failed to Consider Merits of the Case"", ""HKG::HSA_8"", ""PC::Husband Earning More Than Wife"", ""PC::Partnership Consisted of More Than Seven Members""]"
"In my absence someone does urinal in front of my 
both the doors (this was done for 3 months)and recently when my family was on vacation that time too for continuously 3 days  which was witnessed by my  maid n my brother in law. There are scratchestoo on my main door. And scratches on my vehicles too. Wantedly they trouble us by parking their vehicle in wrong direction so that we couldn't keep our 4 wheeler. Both husband n wife uses abusive language. I don't have any proof but my mother in law, elder brother in law has seen these things but even she doesn't have any proof",Install cctv camera's near the doors and parking space.,"[""PC::Mother-in-Law Filed Suit for Possession"", ""PC::Landlord's Mother-in-law and Wife Deceased"", ""PC::Purchase Application Filed by Son-in-Law and Brother"", ""PC::Definition of Family Excludes Son-in-law and Daughter-in-law""]","[""PC::Appellants Applied for Commercial Space"", ""PC::In-Camera Statements Used for Detention"", ""PC::Nagar Panchayat Imposed Parking Fee"", ""PC::Deceased Found Dead Near Well""]"
"I have been engaged to my boyfriend (whom I was dating since 2015) since Feb 2020, but due to some issues my in-laws are calling off the marriage, we have had physical intimacy and the guy promised me he would still convince his parents for the marriage, but they are not agreeing. 
What legal actions I can take against them?( Bareilly, Uttar Pradesh )","Hi,The marriage is between you and him, if you are both capable of supporting yourselves, you are free to disregard his parents' wishes and live away from them.No legal action can be taken against them, as this was an informal agreement to marry. However, if you have suffered injury due to their abuse, you can file a complaint under the Domestic Violence Act.","[""PC::Uttar Pradesh Civil Laws Amendment Act, 2015"", ""PC::High Court Held Exemption Should Have Been Granted"", ""HKG::BHAGAT_V_BHAGAT_1994"", ""HKG::PROC_DIVORCE_MUTUAL_CONSENT""]","[""PC::Deceased Suffered from Domestic Violence"", ""PC::Wife Suffered Domestic Violence"", ""PC::Father and Natural Born Sons Capable of Supporting Step-Mother"", ""PC::Management of Schools Can Be Taken Over for Public Interest""]"
"Dear Sir/Madam

We are three brothers and have three properties in the name of three brothers. We are staying  in separate properties of these mentioned properties. Our elder brother passed away 3 years before. Now we do not want any dispute between our children so we want to separate these properties in own names. My question is can we transfer the properties using release dead in our name so that we wouldn't bear the registration charges? Can we release the property of our brother to his wife or children?
I heard from someone that property can not be transferred to nephews or brothers wife after the death of brother. I dont know about this.

Please help me in this regard.

Regards
R K Mittal( Bharatpur, Rajasthan )","Dear ClientAs per your submissions, the properties are in your three brothers names, now one brother is passed away, you wish to transfer your brother share to his wife and children, then make a settlement deed among all the legal heirs of the said properties, else you two brothers gift the part to his wife and children.","[""PC::Properties Retained Character of Separate Properties"", ""PC::Wife Staying in Bokaro"", ""HKG::DP_3"", ""PC::Landed Properties and Cash to be Transferred to Appellant""]","[""PC::Wife and Children Entitled to Equal Share"", ""PC::Wife and Children Challenged Sale"", ""PC::Possession of Property by Wife and Children"", ""PC::Murder of Wife and Children Committed""]"
"How do we convert the property to the children's name( Bangalore, Karnataka )","Dear Client,Your query suffers from a lack of information. Your query does not disclose the category of property, whether it is self-acquired or ancestral, or whether the deceased owner left it intestate, i.e, without any will, the relationship or the status of the children to whom you want to transfer the share of the property. All this information is crucial to provide you a need need-based advice on the matter. However, be informed that in case the property left by the deceased owner is intestate, then all the surviving legal heirs, including children, are entitled to an equal share in the said property. It is settled law that until and unless an undivided property is partitioned through a decree of the Court, the legal heirs/coparceners cannot be considered as the owners of their share in the said property. Section 6 of the Hindu Minority and Guardianship Act, 1956 provides that the natural guardian of a Hindu minor boy or unmarried girl is the father, and only after him, the mother. If minor children receive property by inheritance or otherwise, according to the Hindu Minority and Guardianship Act of 1956, even the mother or father whose name appears in the property deed as the natural guardian, cannot alienate or sell that property. Section 8(2) of the Act states that minors' immovable property cannot be mortgaged, charged, or transferred by sale, gift, exchange, or in any other mode without the previous permission of the Court. In case of an urgent requirement for funds, the natural guardian of the minor children will have to make an application to the court praying for the transfer of that property. So, given the proposition of the relevant laws, in the absence of detailed information and transparency in the query, nothing can be suggested or opined as of now. Please revert to us with more details and clarifications as asked to address your query suitably.","[""HKG::HSA_8"", ""HKG::HSA_10"", ""HKG::MWPSC_23"", ""HKG::ISA_37""]","[""PC::Section 6 of the Hindu Minority And Guardianship Act, 1956"", ""PC::Section 8(3) of the Hindu Minority and Guardianship Act, 1956"", ""PC::Section 8 of the Hindu Minority And Guardianship Act, 1956"", ""PC::Section 4 of the Hindu Minority and Guardianship Act""]"
My wife is threatening me for even small things that she will sucide. I have developed phobia of sucide. I want to stay with her. What are the legal steps to be taken to resolve this. Issue,"Dear Client,There is a saying in English.""Barking dogs seldom bite"".â¢	When a girlfriend or wife threatens to commit suicide, in such cases, a case of Criminal Intimidation can be filed.â¢	If your partner leaves a suicide note, you could be booked by the Police under section 306 IPC for abetting her to commit suicideAccording to various case examinations, all girls who threaten their husband or boyfriend of suicide never commit it. It is advised to visit, police station and speak to the station officer or inspector about it.","[""HKG::IPC_506"", ""HKG::BNS_308"", ""HKG::BNS_351""]","[""HKG::BNS_351"", ""PC::Appellant Alleged Conspiracy to Commit Murder"", ""PC::Instigation to Commit Offence Established"", ""PC::Exclusive Opportunity to Commit Offense""]"
"Sir my wife is forcing me out of the property and the property is on her name.sir what can I do sir and what is the right things to do sir. Please help me out sir( South West Delhi, Delhi )","Hi,Although, the facts of the case stated by you are unclear.You can file a case for divorce.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""PC::Transfer Petition Filed for Divorce Case"", ""PC::High Court Failed to Consider Merits of the Case"", ""PC::Appellant Filed for Divorce"", ""PC::High Court Remanded Case for Findings""]"
"Can anyone tell me how can I legally seperate from my father and after seperating what to do if he is still interfaring in your life and making affecting your mental peace( Durg, Chhattisgarh )",Vaise to law me separate hone ka koi procedure nhi hai. But generally kuch steps liye jaate hai.Jaise ki aap apne guardian ko legal notice send kar sakte hai. News paper me published kara sakte hai or superior authority ko application move kar sakte hai.Ye sabhi documents apne pass rakhe.,"[""PC::Sale Deeds Executed by Father and Mother"", ""PC::Father and Son Own Lands in Joint Family"", ""PC::Court Found Joint Tenancy Between Father and Son"", ""PC::Patricide Case Involving Father and Two Sons""]","[""PC::Legal Notice Sent for Partition"", ""PC::Legal Notice Sent Prior to Suit"", ""PC::Evidence of Will Not Proved According to Law"", ""PC::Application for Legal Guardian Ordered""]"
"I lived for 4 years with him, and he raped, abused, tortured, deprived me and harassed me. one day he chooses to get rid of me and he left me alone with nothing in hand but shame. I cant afford a lawyer and i have no idea on how to initiate legal action on him. Please help i am a poor women.( Vijayawada, Andhra Pradesh )","There is no need of Advocate, just go to Police station narrate all your story and get register FIR and if Police avoid to register your FIR than  you can approach to SP of your area.","[""HKG::CRPC_154"", ""HKG::CRPC_482"", ""HKG::BNSS_528""]","[""HKG::LALITA_KUMARI_FIR_DIRECTIONS"", ""PC::Company Refused to Register Shares"", ""PC::Confession to Police Inadmissible"", ""PC::Husband Reported Incident to Police""]"
"My wife filed for maintenance u/s 125 CrPC without submitting the Enclosure No.I as per supreme court judgement Rajnesh v/s Neha.
The interim application for interim maintenance is also filed without the said enclosure and the judge has accepted the application and case is started against me in Family court.
Can I approach High court for the family court not following guidelines of the supreme court judgement( Uttara Kannada, Karnataka )","Dear Sir,Now it is premature. You can approach the Higher Court only when interim maintenance was allowed.","[""HKG::HMA_24"", ""HKG::HMA_25"", ""HKG::CRPC_125"", ""HKG::CRPC_128""]","[""PC::Interim Maintenance Granted"", ""PC::Interim Maintenance Ordered"", ""PC::Interim Maintenance Application Filed"", ""PC::Wife Claimed Interim Maintenance""]"
