question,answer
"I am purchased some stolen item from minor after that I returned that's item to owner. But now owner is blackmailing me minor give some other item but actually  I not received any other item from minor and he is saying if I am not returned other item he raised fir against me( North West Delhi, Delhi )",ask him to register FIR.if he doesnt file then you file FIR for blackmailing.
"In a crpc 200 it is neccessary to send legal notices to the criminals  ???( Gulbarga, Karnataka )","If it is a cognizable case, there is no such requirement and an FIR can directly be filed.However, considering that you are filing a complaint matter u/s 200, i believe the matter is not as grave, therefore, it would be wise to file a legal notice, to show that you have exhausted all your remedies before approaching the court and that it is only the court that can grant you relief."
"In 2016 I breakup with a person then I comes in relationship with a guy, but after sometime I get to know that he was talking to my x and collecting my vedios and pics after knowing it I do brkup with him also. Now the second guy is showing my personal chats, vedios, photos to my x bf and him also to my future in law's house. Is their any way to get rid of it( South West Delhi, Delhi )","Hi,You can register a complaint against him for stalking u/S 354D IPC and also for hurting your sentiments or downgrading your modesty u/S 509 of IPC. You can reach out to the women wing of your jurisdictional police station.If you find my answer helpful then kindly rate me."
"In such case, can accused file application in the same case under the same magistrate to initiate proceedings under relevant sections of ipc, and is notice supposed to be issued to the said witness? If any other method or process is applicable, kindly enlighten.( Bangalore, Karnataka )","Dear Client,If any witness fabricate the evidence then the accused can file a application/petition under section 340 of CrPc before the magistrate stating that the witness has fabricated evidence which constitutes an offence punishable under IPC .Thereafter the court may conduct a preliminary inquiry to determine whether there is sufficient ground to initiate proceedings against the witness if satisfied, the court may file a complaint under Section 195(1)(b) CrPC and refer the matter to the jurisdictional Magistrate to try the case for the offence."
"Ager bike ka bima na ho samne wale ka Per toot jae to Kya Karna Hai( Indore, Madhya Pradesh )","Dear Client,It is illegal to drive a two-wheeler without valid insurance in India. The Motor Vehicles Act, 2019, makes it mandatory to have at least third-party insurance. Failing to do so can result in fines (â¹2,000 for the first offense, and â¹4,000 for subsequent offenses) and even imprisonment for up to three months. In motor accident cases both the owner and driver of the vehicles are liable to face prosecution proceedings initiated before the Motor Accident Claim Tribunal once an FIR is lodged in the police station in hit and run case and the legal heirs of the deceased victim and the injured persons apply to the Tribunal under Section 166 of the Motor Vehicle Act, 1988 within six months of the occurrence of the accident. If the vehicles of both parties are insured, then who proven guilty of the accident, his or her Insurance Company, has to pay the compensation to the injured person if the cause of the accident meets the conditions of the Insurance policy. Section 164 of the Motor Vehicles Act, 1988 (as amended in 2019) states that the owner of the motor vehicle or the authorized insurer shall be liable to pay compensation of five lakh rupees in case of death or two and a half lakh rupees in case of grievous hurt to the legal heirs or the victim, as the case may be. So, in the absence of motor insurance, the owner of the bike shall be held liable if proven guilty of the accident to pay compensation to the injured person as may be ordered by the Motor Accident Claim Tribunal. If required, consult or hire an Advocate to navigate the issue in the right way."
"We have a registered partnership firm pf six partners.My partner is harassing me mentally by stopping the payments of vendors and contractors and also by not allowing filing of ITR and RERA forms..He do not come regularly for registration of deeds against booking of flats..This type of many harassment is going on since last 30 months..What is legal remedies.Pls.guide.( Valsad, Gujarat )","Dear Client,A dispute between traders or businessmen is considered a commercial dispute and the remedy lies with the Commercial Court constituted under the Commercial Court Act, 2015. A commercial dispute is a disagreement relating to trade or commerce between two or more stakeholders. These disputes generally arise in relation to contract terms and conditions, fiduciary duties, or intellectual property rights, and may be settled through court proceedings or alternative dispute resolution(ADR). So, considering the nature of the dispute, you can escalate your grievance before the Commercial Court for redressal. Reach out to an Advocate handling commercial disputes before the Commercial Court for guidance and steps."
"I want to file domestic violence case on in laws and husband.. Emotional and physical anf financial( Bagalkot, Karnataka )","Dear client,The victim of domestic violence or any witness of the offence, on her behalf, can file an FIR/complaint with the local police officer, or the protection officer, or service provider, or directly to the Magistrate. The basic question that comes in the mind of every person filing a case is that which court should he/her approach? A domestic violence case is heard by the judge of the court within whose local limit either the victim resides or the accused or where the action has been committed.1. The Magistrate shall upon receiving the complaint, commence the hearing of the case within 3 days of the complaint being filed.2. The Magistrate shall also give the notice of the date of hearing to the Protection officer who shall issue it to the accused.3. The court shall as far as possible dispose the case within a period of sixty days from the date of the first hearing.4.You can even request the Magistrate to conduct the proceeding in camera, i.e. you will not be required to be physically present for the hearing and the proceedings will be conducted via video conferencing.5. The court after conducting the hearings of the case, if satisfied that a genuine case of domestic violence was filed and the accused has actually committed the offence, can pass any of the following orders as it may consider necessary in the circumstances of the case (you can also request the court to pass any of these orders)-a. Protection orders: Wherein the court can further restrain the accused to commit the act of domestic violence on you or any of your family members or can even disallow him/her to enter your place of employment or residence. The protection order can be claimed by you as an interim relief, i.e. before the final judgement is passed.b. Residence orders: The court, if satisfied, that you have no other place to stay or for any other reason, then it can also prevent the accused from dispossessing you from your matrimonial home and can even disallow him to enter that area of the household in which you are residing.c. Monetary relief: You can even ask the court for monetary relief from the accused in order to incur your medical expenses any other loss that has occurred to you due to the offence being committed.d. Custody of the child: The court can also grant the temporary custody of the child/children to the person making the application.e. Compensation orders: In addition to above-mentioned reliefs, the Magistrate may also on an application being made by you, pass an order directing the accused to pay the compensation and damages for the injuries, including mental torture and emotional distress, caused by the acts of domestic violence.These orders will remain in force until the victim files an application in the court for its revocation.If the order of the court is not passed in your favour, you can also make an appeal against the order within thirty days from the date on which the order is passed."
"My ex girlfriend cheated on me.. robbed me of a lot of money..And cheated and left..Later Section 354B of IPC was implicated in a false case..Now I have come to know that the girl has looted money by cheating many people in the past also..The girl's family also helps in reducing this..What legal action can I take against the girl.. I have proof..( Chhindwara, Madhya Pradesh )","Dear Sir,Be aware that if you lodge any complaint against her before your case is finally decided by the Court then there is every apprehension that she may lodge more and more false complaints against you and be informed that Police and Courts always lean towards wordings of a girl."
"What can I do if my business partner has betrey me ,as I have no agreement at all( Baleswar, Orissa )","Dear Sir,With out agreement you cannot fight legally. Approach police or common friends."
"An unknown highly educated couple come in a white SUV with KA02 registration vehicle (could not note the remaining number)  and keep food for stray dogs next to my house compound and in the path of my vehicle garage. They are silently keeping food when everybody is asleep. Next day the place is littered and has to be cleaned as the stray dogs after eating the food after sometime pop nearby and the place is tidy and messed up. Whenever the stray dogs are not fed, they are very abusive and they attck passersby. My wife was recently attacked by one such stray dog and I raised 
a complaint with BBMP online, but BBMP can only advise in initial phase and they cannot take action on the stray dogs by checking if the ABC is administered. Please advise here.( Bangalore, Karnataka )","Dear Client,The right to keep a pet is outlined in Article 51 A(g) of the Constitution of India which grants every citizen of India the right to choose to live with or without a companion animal and makes it a fundamental duty of every Indian citizen to respect and have compassion for all forms of life. So, for infringement of the constitutional right, a pet owner/lover can complain about the persons who objected to feeding stray dogs or cate to the police station or file a civil suit before the Court for violation of the Wildlife Protection Act (1972) and the Prevention of Cruelty to Animals Act (1960). The Supreme Court has upheld the right of citizens to feed strays, and the Animal Welfare Board of India has guidelines stating that Builders/RWAs cannot deny feeding or designated feeding spots without the consent of the feeders and they can face legal action if they issue illegal orders or intimidate residents who feed stray cats or dogs in society. No laws exist to prohibit the keeping of pets or feeding of stray animals You can also seek help from NGO's who render dedicated service for animal welfare to resolve the issue."
"A complaint case taken cognisance by magistrate in UP, can a FIR also be registered on similar allegations at Uttrakhand by hiding the facts of complaint case of UP.

IF police registers the FIR, is it legal? What of police lays charge sheet u/s 420 467 468 571( Dehradun, Uttarakhand )","Dear client,You may file the same against , the same but with some essential changes of facts and timing and cause of actions , there may be risk also, it may turn against you. You may contact for legal consultancy on my given contact no.Thanks."
"Respected Sir/Madam, I like to know that to sell Cricket batting Astrological Prediction is legal in India ? Thanking You( Kolkata, West Bengal )","Astrological Prediction is legal.Cricket betting is illegal.Astrological Prediction for Cricket betting is illegal.Astrological Prediction for how many runs, wickets etc is legal if it is not done for betting.Advocate Ankur Goel(Complete Law Shield)  #YourLifeYourChoiceNote - This is just a small advice and final advice can be given only after going through your case in detail ."
"A lady sent a complaint letter to the police. The police did not act on it . She filed a complaint under sec 190 Crpc. On court's order police lodged an FIR. Then 164 was also undertaken. 
In all the three  complaints mentioned above different stories have been found mentioned . Based on this vast deviation of versions of the complaint,  what are the scope that the FIR can be demolished. A relevant judgment on this issue may please be considered for provision( West Delhi, Delhi )","Dear Sir,You may approach High Court under Section 482 of Criminal Procedure Code seeking stay on the investigation and quashing of entire criminal proceedings. If you succeed then file a defamation case against her.Rate me Five Star*"
"My friend participated in an auction....he was the highest bidder with amount 50 Lacs...the immediate next was 45lacs....but he could not meet the conditions ....so auction was cancelled....in the reauction the highest bid was for 48lacs....authorities filed criminal case against him sec420 for cheating...their charge is that they suffered a loss of2 Lacs in the second auction...actually without his bid,the highest bid was 45 in the first..in second they got48...so where is the loss?they    calculated taking his bid 50 it correct?will 420 stand?( Ernakulam, Kerala )","If a criminal case for cheating is filed, he can argue for dropping of section 420 IPC at the stage of plea, and framing of charges itself. if Court does not agree, go for quashing under Sec 482 in High Court."
"Dear Sir,
Accused on bail, his address changed, how informed the CJM court, which section application needs to be submitted, the court direct to accused to submit new address please advise - help thx Regards Sushil Mehta +919418621618",HelloContact your lawyer he will be look.
"I have filed complaint against some people in police station. I have received copy of FIR but yet I have not gone in court as courts are closed due to covid19. 

I received a call from police station, they are saying that the opposite party has got the bail. How is it possible? 
Please guide on the same( Kolhapur, Maharashtra )",Dear SirThe accused can get anticipatory bail on the registration of FIR and it being a State case on your behalf public prosecutor will represent in the Court .If my above answer is helpful to you then please give me RANK FIVE {5}
"Sir
Our kids play cricket on street in front of my house with some of neighbourhood kids. One of our neighbour who lives after two houses besides us. Whenever our kids play on street, he threatens them that he will complain to police and sometimes abuse. Once I asked him what is his problem, then he started abusing me also and told me that he will put me in deep trouble as he himself is a lawyer. What should I do?( Patna, Bihar )","Hi,You can file a compliant with the police against him for creating nuisance and abasing."
"Hi Sir, my wife has put 498a case against me.. I have already taken anticipatory bail.. I wanted to know how will I come to know about the first hearing date. Will court send me summon about my first date of hearing or issue a arrest warrant through police( Pune, Maharashtra )","Dear Client,Section 498A IPC prescribes a non-bailable offense, and upon receiving summons, appearing and obtaining anticipatory bail is necessary. Unless the Trial Officer exempts, the accused must be present at every court date. Failure to attend may lead to the issuance of a Non-Bailable Warrant by the Judge/Magistrate to ensure the accused's presence in the next hearing."
"Dear Sir, 
Pl. let me know the procedure in Pune for getting permission from duty magistrate to enable Police to proceed with formal investigation against an accused charged under section 504 & 506 of IPC which are Non cognizable offences in the state of Maharashtra. 
Thanks( Pune, Maharashtra )","Dear Sir,You have to file private complaint under Section 200 Cr.P.C and get it refund to the police under Section 156 (3) of Cr.P.C for investigation by police.Thanks."
"do you get criminal case in India for violation of court order for not being able to pay civil fine/compensation ordered by court?( Kolkata, West Bengal )","Hi,Under IPC section 64 imprisonment is provided in default of fine , therefore if you are unable to pay fine to the court, you will get imprisonment in lieu of fine.If you like my answer, please give a good review."
"A case has been registered against me under section 406 & 420 and police is asking me to come police station and record my statement.. what should I do? So the case scenario is my friend asked to do share trading in his demat account with 10 lakh in October.. then i started trading and made a profit of 1 lakh and made a loss of 4 lakh.. after that he told me not to do trade but again I did and made a loss of 5 lakh.. do total 8 lakh loss happened and i don't have money to pay him.( Pune, Maharashtra )","Dear Client,You may contact an advocate before going to the station and apply for anticipatory bail."
"à¤¸à¤° à¤®à¥à¤ à¤à¤ student à¤¹à¥à¤à¥¤ Government à¤à¥à¤¬ à¤à¥ à¤¤à¥à¤¯à¤¾à¤°à¥ à¤à¤°à¤¤à¤¾ à¤¹à¥à¤ à¤à¤° à¤®à¥à¤°à¥ à¤à¤ªà¤° à¤à¤à¤ªà¥à¤¸à¥ 315 à¤à¤¾ à¤à¥à¤¸ à¤à¤ à¤®à¤¹à¤¿à¤²à¤¾ à¤¦à¥à¤µà¤¾à¤°à¤¾ à¤à¥à¤ à¥ à¤¤à¤°à¥à¤à¥ à¤¸à¥ à¤²à¤à¤¾à¤¯à¤¾ à¤à¤¾ à¤°à¤¹à¤¾ à¤¹à¥, à¤à¤¿à¤¸à¤®à¥ à¤®à¥à¤ à¤à¤¿à¤¸ à¤¦à¤¿à¤¨ à¤à¤à¤¨à¤¾ à¤à¥ à¤²à¤¿à¤ à¤²à¤à¤¾ à¤°à¤¹à¥ à¤¹à¥ à¤à¤¸ à¤¦à¤¿à¤¨ à¤®à¥à¤ à¤¨à¤¹à¥à¤ à¤¥à¤¾, à¤à¤° à¤ªà¥à¥¤
à¤¸à¤° à¤®à¥à¤à¥ advise à¤à¤°à¤¿à¤ à¤®à¥à¤°à¥ à¤à¤°à¤¿à¤¯à¤° à¤à¤¾ à¤¸à¤µà¤¾à¤² à¤¹à¥à¥¤
à¤®à¥à¤ à¤¬à¤¹à¥à¤¤ à¤¡à¤°à¤¾ à¤¹à¥à¤ à¤¹à¥à¤à¥¤( Azamgarh, Uttar Pradesh )","Dear Client,You can file to quash the FIR under 482 CrPC before the concerned Hon'ble High Court. If the court is satisfied with the statements made by you and thinks that quashing the FIR will serve in the interest of justice then the court shall quash the FIR and you will be free from all charges alleged against you. But you will need strong evidence.Thank you"
"A PA of a political person, here my vehicle on rent, after work done he didn't pay me, when I asked for money he said he is busy don't call me he only call till that time don't call me he said, I wait ever week he keep sayin that, when I said I need my money he said that he forgot to mention my vehicle rent in bill so government didn't gave me my money, he said wait for 5 year's again election will come when they win that time they add my vehicle rent on any other bill then I get my money, I said I can't wait give me my money, he abuse me for not listening to him, I said just give me my money I need it, he said if I ask money again he and his political party people will come and kill me, so what can I do in this situation, I'm alone my father is dead, I got that vehicle on loan, there is no one to help me, I can't fight with so many people to get my money( Tumkur, Karnataka )","Hi,Since you are unable to get your money back, you can file a recovery suit for the same, and first you can send him a legal notice demanding the payment, moreover, if he threatening you, you can also file a complaint in the nearest police station.If you find this answer helpful, please rate us."
"I complained against a man who had caused injury on my forehead by means of a brick under IPC 324. Now the trial is going on in the court. can I withdraw my case from court? If I don't withdraw the case will it create any problem in my police verification for any government job?( Kolkata, West Bengal )",Dear SirIt seems you are the complainant as such no problem will be created to get government job. If you withdraw then you will file defamation case.Please give me RANK FIVE (5) if my answer satisfies you.
"My wife filed 498a against me, my 76yrs old mother, and my sister who is staying far away from me and didn't come in my house for last 3yrs. It become more than 1year police didn't submit charge sheet in court. In the meantime my wife also filed 125crpc.what to do. Can I apply for quashing of 498a, as it become more than 1year.( Siliguri, West Bengal )","helloIf it is more than one year police didn't submit the charge sheet then for sure you can apply for quashing of criminal complaint and FIR before the High court. and get it quashed.Thanks.if you find this advice helpful, please rate."
"Is compromise possible in 147,149,323,341,506IPC in haryana ?( Jhajjar, Haryana )","Dear Client,Compromise is not possible under criminal allegations. There are some cases where not only the victim but the rights of other people are also encroached, so only the victim cannot compromise."
"Sir my husband accidentally hit a old lady who had her shop near the parking area.. while taking the car from parking.. police filed 279,338 and 308...he admitted the old lady in hospital and taken care of her hospital bills...but police remanded my husband under 308.. kindly help me on the issue and pls help( Chennai, Tamil Nadu )","Dear Client,Section 308 IPC deals with the serious offense of ""attempt to commit culpable homicide"" and is considered a non-bailable offense. The time for taking default bail/compulsive bail/statutory bail is only 60 days. If the investigating agency fails to file a chargesheet within 60 days from the date of the first remand, then the accused is entitled to get default bail. If the investigating agency files a chargesheet within the said stipulated time, then only regular bail may be sought which depends on the discretion of the court, unlike default bail. Section 482 Cr. P.C. provides inherent power to the High Court to interfere with proceedings of the subordinate court and quash an FIR lodged under Sec.308 IPC to secure the end of justice. The relief under this section can be invoked when there exists no other provision of law by which the party aggrieved could have sought relief, or there may be no other provision left for the party to seek relief. So, in the given situation, a petition under Sec.482 of Cr. PC may be filed before the High Court praying for the quashing of proceedings of the trial court initiated under Sec.308 IPC against the accused. Reach out to an Advocate experienced in criminal cases for guidance and steps."
"My son is 14 years and 8 months old.

Two years ago, my son was mentally harassed by my wife and nephew (age 33) which led to him developing a severe mental illness called  apsamaar according to Ayurveda. I got he is currently under treatment and medication treated for it. After his mental condition improved, my son told me some things that revealed my wife and nephew's involvement in adultery.

I now want to take legal action against my wife and nephew. For this, I want to know if the prescription of the Ayurvedic doctor who initially treated my son can be presented as evidence of his illness? He is a retired government doctor and has a registration number.

In addition, I am also getting him treated by a neuropsychiatrist and a psychologist. The neuropsychiatrist and psychologist say that

Their prescription is valid in legal proceedings, but they told me that they are private practitioners. They cannot be called privately in court.

They advised me to get my son checked at a government mental health institute (like RIMS/CIP in Ranchi). I am going to get that done. But the Ayurvedic prescription cannot be arranged from  a government doctor, and that too is from two years ago.

Can an Ayurvedic doctor who does private practice present his prescription as proof of illness? His registration number is also there,
this query is very important for me.( Ranchi, Jharkhand )","Dear Client,Yes, the prescription from the Ayurvedic doctor who initially treated your son can be presented as evidence in court, even if the doctor is a retired government professional or currently engaged in private practice. Since the doctor holds a valid registration number, his prescription carries evidentiary value under section 45 and  32(2) of Indian evidence Act.Basically your matter involves allegations of harassment, adultery, and mental health concerns, professional legal guidance will help you present the evidence effectively.Therefore consultant and Advocate who can guide you through next process."
"I recently relocated my household from Gurgaon to Bangalore. After my goods were picked up, the movers suddenly started demanding an additional â¹30,000. Since I was also traveling to Bangalore with my family at the time, I had no choice but to pay the extra amount.

However, when our belongings arrived, most of them were damaged. I later found out that after collecting the goods, the movers had changed the vehicle and shifted everything into a shared transport, which likely caused the damage.

When I tried to contact them, they stopped responding. I checked their billing address and filed a complaint with the local police in Chandigarh. The police took prompt action, and soon after, the movers began contacting me for a settlement.

After two weeks and numerous calls from both the police and the fraudulent movers, we settled on a refund of â¹30,000. They transferred â¹20,000 initially and promised to send the remaining â¹10,000, but have since stopped responding again.

I reached out to the police once more, but now theyâre advising me to either go to court or visit the Chandigarh police station in person.

At this point, Iâm not sure what to do next( Bangalore, Karnataka )","Dear Client,As they have  not delivered what they promised its tends to deficiency in service so for that you can firstly Send a Legal Notice consult an advocate and send  a legal notice asking immediate refund of the remaining Rs. 10,000/- with an compensation for damages you can also ask for the legal charges you will incurred.Secondly if they does not give suitable reply within the stipulated time then you can file a case in consumer forum on the ground of unfair trade practices, deficiency in service and damage of property.Youâll need a lawyer to pursue this. But since youâve already filed a police complaint and got part of the refund, this strengthens your case."
"An FIR registered three yrs back on an accused sumoto. But so far not intimated accused or Inquired. Now only came to know there pending FIR.  That too unofficially.  Is there timeframe to to file charges sheet.  Or will it lapse automatically( Erode, Tamil Nadu )","No , it will not lapse automatically and some times police keeps it pending citing some reasons . you have not written section under which FIR has been lodged. section of IPC or any other Act you   should write then only a proper suggestion can be given. contact local lawyer ."
"I have been summoned by CMM Court for duty evade case as accused along with my company, I am employee of MNC firm as purchase engineer, I am not clear why they have included me and what are possible reasons and outcomes( Vadodara, Gujarat )","Dear Sir,You may go to High Court and get it quashed otherwise ask your company to engage lawyer for you and first Accused must be your company which is liable to pay such fines etc."
"hello sir,i want to know my tenant didn't pay rent since 8 months.we have a filled eviction suite now she is claiming that she has cleared all the arrears and rent she has given us liquid cash to hand without any proof .she asked judge time may be she will get one false fake evidence my question is can we file a criminal case on her she damaging our reputation time and money with false allegations can we file criminal case against her please tell me.",Yes you can. Moreover if she has stated that she doesn't have proof in that case your case gets more strong even if she files a fake evidence. If the evidence is a document go for foreign seek test by taking the leave of the court. If the evidence is a witness then such person can be broken in the cross examination.
"Meri girlfriend ke sath force Marriage ke liye torcher kiya ja raha, jaan se marne ki dhamki di ja rahi uske Ghar walo ke taraf se( Dhanbad, Jharkhand )","Dear Sir,You are in danger situation as she may go to any extent. Better to find out a groom for her and see that she is married off."
"Dear sir 
 Some people has registered false criminal complaint against me. For that police continuously vigilance me from 9 months wherever I go. I visited local police station but they hiding that complaint. 

What can I do for knowing that complaint from which I can fight in judiciary against that false complaints. Please tell me that what are steps are need take know about complaint. Thank you sir.( Bellary, Karnataka )","Dear client,I'm sorry you're going through this Dealing with a false criminal complaint can be very exasperating.  You can file an RTI application with the police department requesting details of any complaints filed against you. Ensure you provide all necessary details and ask specifically for the complaint information. Also you can file a writ petition (such as a Writ of Mandamus) in the High Court. The petition can request the court to direct the police to disclose the information about the complaint or FIR.Thank you"
"Me and my girlfriend were in love relationship for the past 7 years ....now she is being engaged to different person ....when I asked her she said that I don't have own house however we have started our own house project on Jan 26, 2023. I never said that we won't build a house .....asked some time to arrange finance which is now ready but she is gone ...I am unable to accept her decision( Cuddalore, Tamil Nadu )","Dear Sir,You cannot file any case against her. If you propose to file then she may lodge false complaints against you then you will be in danger situation."
"How can I get chargesheet   chargesheet can filed after above450 days. Accident date 13/01/2022. Fir date 25/01/2022 chargesheet filed date approx 15/05/2023( Tiruppur, Tamil Nadu )","As per Sec.167(2) of Cr PC time limit for filing Chargesheet post  FIR by police is 90 days. In case police fails to submit a charge sheet with in this time limit,, accused is entitled to bail as a matter of right, from the magistrate court itself even in sessions casesReach out to an Advocate for guidance and steps."
"I had borrowed a sum of 1lakh from Khan @10% per month, I have been paying him the interest of Rs. 10000/- per month from more than 1.5yrs. But due to some problems this time Iâm unable to pay him the interest from last two months, for which Iâm asking him few more days.. but he is making issues and been torturing and insulting me every morning in front of my door. I need suggestions how to deal with this situation. I canât give the proof of my payments because they deal only in cash and donât give receipts of any payments or they donât accept online transactions. Please help( Siliguri, West Bengal )","Dear Client,As per your statement you are facing financial harassment from one person namely Khan, who has been charging you an illegal interest rate of 10% per month on a Rs. 1   lakh loan and has already recovered over Rs. 1.8 lakhs from you over 1.5 years.His behavior insulting and torturing you at your doorstep is not only unethical but also a criminal offense under sections like 504 (intentional insult), 506 (criminal intimidation), and 441 (trespass) of the IPC. Since he deals only in cash and avoids receipts, it's crucial that you start collecting evidence such as video or audio recordings, written logs, or witness accounts.You should file a police complaint against his harassment and also send him a legal notice through a lawyer. Additionally, consider approaching your stateâs moneylending authority to report his illegal lending practices. You may also seek help from the District Legal Services Authority (DLSA) for free legal aid."
"My sister's boyfriend is pressuring her to marry..the character of the boy is not good..so we also don't want my sister to marry that boy..the boy has threatened that if I marry our sister I will not do it, I will commit suicide..my father and I angrily abused the boy and threatened to kill him. But he has threatened to commit suicide and we came to know that he tried to commit suicide once but his family members saved him..that boy is also some private pictures of my sister..what legal help can we get Yes..what should we do..( Chhindwara, Madhya Pradesh )","Hi client,Your sister and your family must not worry for such threats .No one can threat your sister to get married to her without her will and consent.Inform the local police station immediately in writing about the same.Thanks and RegardsSimi Paul"
"My friend got served a notice from his local thana asking him to visit the Police Station relating to a fight that took place between him & his friend a couple of days back in drunk state. The other friend registered a case against my friend since he got hurt and had a few stiches in the head area. I want to know if a bail can be taken before going to the police station or is it safe for him to go to police station and get a bail afterwards. I also need to know about the possibility of my friend being arrested if he goes to the police station as per what is mentioned in the notice received.( Kolkata, West Bengal )",Dear Clientsince Sections 325 and 341 are cognizable the police CAN arrest him when he goes there and it is up to the police discretion to do so or not. If the police arrests him then he will made to appear in front of the magistrate and there he can apply for bail.Also he can apply for anticipatory bail before going to the police and get the bail.
"I had a meeting with a girl at my home. She has contacted me on bumble application for friendship and for to explore the city. She stays for 2 day. From the beginning she was asking the money for traveling cost which is something 7K. initially I declined her proposal because of 7K. After sometime she told me that she will going to manage the travel expenses and she wants to see the city. After one day she has demanded to order certain things such as clothes and food. I ordered food and clothes with my own expenses.. there was nothing in between us. I was treating her like a guest. After 1 day I realised that her character is not good. So i told her to leave the house. Even I booked tickets for her.. I also decided to refuse to give gifts at the time of leaving which is one piece of cloth and footwear.  Once I not allowed to take any gifts. she becomes angry and she has demanded the money and blackmailing me. She told me that she is going to destroy my Image with false rape case by calling to cop, shouting and inviting people. She told me that people will only trust on her if she is saying anything to them. I am living in a rent apartment and I was deeply scared. I realised that she was a psycho and making money from such things are normal for her. That time I was totally hopeless and I sent few messages to my friends for help. They took time to come to my location but she was not ready to wait more than 10 minutes. So I took her to ATM.. I give her money in front of ATM Camera.. the amount was not big for me.. but I am suffering from mental trauma.. this was first bad incident of my life and I was wrong to trust any random person. I was respecting her during entire time but what I got in return a anxiety and financial loss. She has removed me from the bumble application so I have lost all the messages proff. But I have written a complaint to company and informed this incident. Meanwhile I have her Adhar card number which I took for tickets booking. Now she knows my address and I am scared what to do.( Bangalore, Karnataka )","Dear Client,Blackmailing, which involves monetary demands is a serious offence under Section 384 of IPC. Further, threatens to injure the person or his reputation is a punishable offence under Section 503 of IPC. You can file a compliant against the girl to the local police for blackmail and threatens. Also, providing her ID proof will be helpful to track her down and take further actions. If blackmailing has been done online through social media platforms, then you can consider filing a cyber complaint to your nearest cyber cell.Hope it helps.Thank you."
"Sir,I am mentally disabled person,my sister is hiv patient and my mother is senior citizen 70 years.as my health was not good and with her behavior I had some misunderstandings with my wife.she went out my house and sent notice of DVC to us.at the same time in 2019 one person got in touch with my sister and made her trusted.he said to my sister that ur brother's wife would take away ur property,ur property should not be in ur names.my sister blindly believed him and said the same matter with my mother.as my health was not good he said not to say to me.i was unaware of that.he has made them to transfer all the property  on his and his nearest persons.he said he would return the property after DVC case and divorce.after DVC and divorce he returned small amt properties and sold out huge amt properties.i came to know about the above said after 5years in 2024.how and in wat way to get justice.whom to approach based on our health issues.( Hyderabad, Telangana )","Dear Client,You have a strong case to reclaim your property, as it appears to involve fraud, misrepresentation, and undue influence. Since your mother is a senior citizen and your sister has a health condition, you can explore legal options under property laws, criminal laws, and senior citizen protections.  Since the person misled your mother and sister and took advantage of their trust, you can file a police complaint. Visit your local police station and file an FIR against the person and his associates. If the police refuse, approach the Magistrate Court under Section 156(3) CrPC for directions to register an FIR.As the property was fraudulently transferred, you can file a civil suit for cancellation of sale deed and recovery of property.You will need a civil lawyer (property law) and criminal lawyer (fraud case) so hire an Advocate  and file a Suit for Declaration & Cancellation of Sale Deed in the civil court as well an criminal case against the said person."
"I was working in a company that committed fraud while taking money from various banks and ran away while a non bailable warrant issued against me as I was working there . Please advise the remedy to get out of the cases( New Delhi, Delhi )","First of all, please file an applicatiom for cancellation of the Non Bailable warrant  which will safeguard you from arrest.Also file a seperate complaint against the owner on the grounds of criminal breach of trust which will act as a cushion to discharge you from further charges."
"im a doctor , a police constable has assulted me at library where I study incident is captured in CCTV , i had complained to city  commissioner of police  but nothing was done about it since 3 month   he's threatening me of i file a fir against him  he will file fake cases against me  what do i do??( Gulbarga, Karnataka )","Dear Sir,You have to personally go to the office of Higher Police Officers in the rank of IPS and see that the said constable is suspended since he may commit any offence against you and get register false case. First collect all the legal advise like footage of CCTV etc."
"This is bring to kind notice that CRPC SECTION 211 DETAILS OF THE SECTION( West Godavari, Andhra Pradesh )","Dear Client,Your situation lacks sufficient detail to provide specific legal advice. Without a clear cause of action, it's challenging to suggest appropriate legal remedies. Please provide more information and specify the issue requiring legal assistance."
"I filed police complaint in January 2021. After no action, I approach SSP in May 2021. Still no action, so I filed 156.3 before CJM in August 2021. 5 dates have passed seeking ATR from police. Next date in November to seek ATR. 11 months have passed but not even FIR is being filed. How to get the FIR registered? What should be the next step? Lawyers don't help much and are very lazy to help .( Dehradun, Uttarakhand )","A.Dear Sir,Normally, if your complaint referred to the concerned police station under Section 156(3) of Cr.P.C then the concerned police officer has to issue FIR immediately filing which you may report the matter to the registrar of High Court to initiate suo-motto contempt against such police officer for violating orders of the Magistrate."
