question,answer,chain_q,chain_a
"I am in a relationship with a boy for the last year and a half. He made promises of marriage to me and we had physical relations. In July, I came to know that I got pregnant, I asked him to marry me, but he started procrastination and started pressuring me for abortion but I did not get abortion done. Meanwhile, the relationship between us remained normal and we kept on meeting only he was not able to decide the marriage and kept on delaying for the marriage. I put a lot of pressure on him but he still did not agree. In October, I got married with another man and after that, that boy gave me a lot of calls and messages and he followed me like crazy and started pressuring me to leave everything and come to him else he would disclose my pregnancy to everyone. This time he promised to marry me and forced me to leave everything and come to him. In December, I left my  in-laws' house and came to stay with him and now for the past one month I am staying with him only at his place. Now his attitude has changed again, he has again refused to marry. Because of him, I spoiled my marriage, left my family and got divorced from my husband and now I am pregnant for 7 months and he do not care. He does not even talk to me in the manner and threatens to kill me and my child. Sometimes he beats me. I do not understand what I should do because I have left everything to him and now I have no one left in my life to discuss my issue. Please help me and tell me what is my legal rights and how the law can help me in this matter?( East Delhi, Delhi )",Go to the nearest police station and file complaint against them immediately. Or file maintenance petition under section 125 of crpc,"[""PC::Promise to Marry Alleged by Victim"", ""HKG::DSEA_147"", ""HKG::CCS_ME"", ""PC::State Agreed to Amend Law but Did Not Materialize""]","[""PC::Section 125(1) of the Customs Act"", ""PC::Section 125 of the Customs Act"", ""PC::Section 125 of the Code of Criminal Procedure, 1973"", ""PC::Section 125 of the Electricity Act, 2003""]"
Is a Xerox paper accepted as a proof,xerox can only be used as secondary evidence,"[""PC::Dying Declaration Accepted as Evidence"", ""PC::Dying Declarations Accepted as Evidence"", ""PC::Trial Court Marked Xerox Copies as Exhibits"", ""HKG::IEA_101""]","[""HKG::IEA_63"", ""HKG::IEA_65"", ""PC::Citric Acid Used as Intermediate for Drug"", ""PC::Trial Court Marked Xerox Copies as Exhibits""]"
"My mobile phone was confiscated by the police in a false case. The charge sheet is filed 6 months ago. The case is triable by sessions court. And the case is in compliance stage since 6 months in the lower court as no party is pursuing the case. Do I have to wait for the case to proceed to file for returning of my mobile phone?( Pune, Maharashtra )","Dear Client,Based on the limited facts that you have stated in your case,  the trial procedure has to be over thereafter if the mobile phone is not required as evidence in the case then the court can order for the release of the phone subsequently.Hope, it helps you.Thank You","[""PC::Sentence Imposed by Sessions Court"", ""PC::Charge-Sheet Filed by Police"", ""PC::Death Sentence Awarded by Sessions Court"", ""PC::Petitioner Claims False Case""]","[""HKG::EC_RULES_66"", ""HKG::EC_RULES_67"", ""PC::High Court Directed Case to be Stated"", ""HKG::IEA_160""]"
"i have filed a criminal case section 354d.506,509,446 in 2016. Now i want to withdraw it. Please advise the step. This lodged as STATE versus accused name in patiala house court.IF I AM ABSENT IN PROSECUTION EVIDNCE HEARING WHAT HAPPEN . DOES COURT WILL CLOSE THE CASE.( New Delhi, Delhi )",if the accused file a case then what happens,"[""PC::Appellant Filed Criminal Appeal"", ""PC::Appellant Acquitted in Criminal Case"", ""PC::Respondent Acquitted in Criminal Case"", ""PC::Arbitration Clause Absent in Original Agreement""]","[""HKG::SRA_32"", ""HKG::LIM_103"", ""PC::High Court Restored Suit to File"", ""PC::Authority to File Complaint Challenged""]"
"à¤à¤§à¤¿à¤à¤¾à¤°à¥ à¤¦à¥à¤µà¤¾à¤°à¤¾  à¤®à¥à¤à¥ à¤¨à¥à¤à¤°à¥ à¤¸à¥ à¤¬à¤¿à¤¨à¤¾ à¤¨à¥à¤à¤¿à¤¸ à¤¦à¤¿à¤ à¤¨à¤¿à¤à¤²à¥ à¤à¤¾à¤¨à¥ à¤à¥ à¤à¤¾à¤°à¤£ à¤®à¤¾à¤ à¤à¥ à¤¹à¥à¤¦à¤¯ à¤à¤¤à¤¿ à¤°à¥à¤à¤¨à¥ à¤¸à¥ à¤®à¥à¤¤ à¤¹à¥à¤ à¤¹à¥ à¤à¥à¤¯à¤¾ à¤à¤°à¤¨à¤¾ à¤à¤¾à¤¹à¤¿à¤( Dehradun, Uttarakhand )","Hi,You may contact the HR department. and send a legal notice to your employer but limited to the context of your employment termination and not on your mother's passing away since there seems to be no law regarding such incidents. You may go for arbitration with your employer or approach the labour commissioner and file your complaint in a labour court:if you find my answer helpful then kindly rate me.","[""HKG::RPSR_156B"", ""PC::Burden of Proof on Assessee for Charitable Purpose"", ""PC::Section 5(2)(A)(a)(ii) of the Orissa Sales Tax Act, 1947"", ""PC::State Legislature Has Power to Impose Tax on Sales""]","[""HKG::EC_RULES_66"", ""HKG::EC_RULES_67"", ""PC::Legal Notice for Arbitration Sent"", ""HKG::labour_court""]"
"mujhe character certificate banawana hai lekin fir hone ki wajah se application reject ho ja raha hai, jhagra or gali galauch ka dhara hai( Muzaffarpur, Bihar )","Dear Sir,You have only one option that is go to High court and get such FIR stayed or quashed. There after you will get character certificate.","[""HKG::PGA_4"", ""HKG::PGA_7"", ""HKG::CCS_ME_3"", ""HKG::MEPS_17""]","[""HKG::GST_117"", ""HKG::ESI_81"", ""PC::Only One Nomination Filed"", ""PC::Challenge to High Court Order""]"
"One criminal case is running against me since 2006. Police charge the following section against me. 114,380,411,454,457.  as I am not a main accused. Police suspect that I have taken theft item. since 2006 till date me or my lawyer going to court on each hearing but from last three hearing i notices that my case status is PROCESS TO ACCUSED DORMANT CASE. When I asked about this to my lawyer he say don't worry.  but i suspect that does court issue a arrest warrant against me? I don't know what to do.","Dear Sir,Please get verify the records and if there is any NBW is pending against you then get it record by advancing the case.","[""PC::Criminal Case Pending Against Appellant"", ""HKG::CCS_ME"", ""PC::Criminal Case Quashed by High Court"", ""PC::High Court Directed Recruitment Process to Continue""]","[""PC::Criminal Case Pending Against Appellant"", ""HKG::DSEA_33"", ""PC::Departmental Proceedings Pending Against Appellant"", ""PC::Criminal Charges Pending Against Appellant""]"
"NBW was issued for IPC 376, 316 etc

We went for AB in HC, process is on.

Meanwhile, Complainant has submitted for withdrawal of case in Police station (PS) and  now FR is in progress giving clean chit to accused.
What should be the further steps now from accused in Court and Police; to finish the case completely and should we stop the AB now or let it go on ?( Mysore, Karnataka )","let the AB matter go on, till the police submit cancellation report in your matter,","[""PC::Identification of Accused in Court"", ""PC::Bail Granted to Accused in Murder Case"", ""PC::Police Personnel Took Court Officers to Police Station"", ""PC::Request for Withdrawal of Contempt Petition""]","[""PC::Cancellation Report Submitted by Police"", ""PC::High Court Found Cancellation Report Submitted Improperly"", ""PC::Section 7 of the Police Act, 1861"", ""PC::Section 7 of the Police Act, 5 of 1861""]"
"In criminal appeal No 2025 of 2025 arising out of SLP(Crl) No 3154 of 2024
In Pradeep Nirankarnath Sharma V/S Enforcement Directorate, Honâble Supreme Court has rejected the bail application of Shri Pradeep Sharma w is charged for corrupt practices in allotment of land in Kutch District of Gujarat. 
In the meantime, The court of principal district and sessions judge KM Sojitra convicted him in a case registered by Anti Corruption Bureau (ACB) pertaining to the allotment of a piece of land to Welspun Group at a price that allegedly caused a loss of â¹1.2 crore to the government exchequer. This news is reported by The Hindu on 21st Jan 2025 which is available in the internet. 
Honâble Supreme court in the above referred Judgement and the Sessions court judgement have, in my opinion, indicted/implicated following in land deal:
a)	Saw Pipes Ltd for paying price of land which is much lower than the market price
b)	Value Packaging which is subsidiary of Welspun for giving partnership of 30% in the firm to the wife of Mr Pradeep Sharma without any investment and paying nearly Rs 30 lakhs to Mrs Sharma
c)	Welspun Corp for paying price of land which is much lower the market price and also paying mobile bill of Rs 2.24 for the period from 2004 to 2009
d)	Director of Welspun who handed over mobile sim card belonging to him to Mr Pradeep Sharma. 
Based on the decision of Honâble Supreme Court and Sessions court:
1)	 is it possible to take criminal action against Saw Pipes, Value Packaging, Welspun Corp Ltd and the Director of Welspun for cheating the Gujarat Govt.
2)	 Can Gujarat Govt recover the differential amount from Saw Pipes and Welspun Corp at Current market price alongwith interest and penalty.( Raigad, Maharashtra )","Dear Client,As regards your query no. 1) is it possible to take criminal action against Saw Pipes, Value Packaging, Welspun Corp Ltd and the Director of Welspun for cheating the Gujarat Govt? Response - If the prosecution proves the allegation of cheating against the accused, then the Gujrat Govt. can initiate criminal prosecution against Saw Pipes, Value Packaging, Welspun Corp Ltd and the Director of Welspun. As regards query no.2) Can the Gujarat Govt recover the differential amount from Saw Pipes and Welspun Corp at Current market price alongwith interest and penalty? Response - In case the prosecution succeed and appeals before the Court then based on the merit in the appeal and severity of the proven crime, the Court may pass an order to recover the differential amount from Saw Pipes and Welspun Corp at the Current market price, along with interest and penalty.","[""PC::Report Submitted by Additional District and Sessions Judge"", ""HKG::GST_118"", ""PC::Disputed Price of Goods"", ""PC::Sentence Imposed by Sessions Court""]","[""PC::Allegation of Cheating Made"", ""HKG::BNS_318"", ""HKG::IPC_415"", ""PC::Appellant Convicted for Cheating""]"
"Hi Sir,

I have a genuine question with me. My wife has put 100% wrong cases against me . One of the cases is DVC. In DVC she has put in the petition that she is not working. For that i had provided here employment offer as proof. After 1 year(2018 June the case was filed), now she has filed a memo stating that she is not working since begining and the judge said that since there is no sign on it, he wanted her experience letter. And has given some maintenance.  After 1 and half months now, i had for her employment. Now my question is :
Since she has mislead the court and it is very much evident, is there any law/case for her prosecution ?  Does the court really punishes a woman if she has mislead the court ?? I have heard people saying that the courts wont touch woman even if she does wrong. Please advise.( Hyderabad, Telangana )",ask your lawyer to file an application under section 340 CrPC,"[""HKG::IDA_17B"", ""HKG::EPF_12"", ""HKG::ESI_72"", ""HKG::ISM_12""]","[""PC::Application Under Section 340 CrPC Filed"", ""PC::Section 340 of CrPC"", ""PC::Application Under Section 13 Dismissed"", ""PC::Application Under Section 34 Dismissed""]"
"In 2018 when I was staying with my parents at jabalpur as my wife was pregnant one afternoon when I was coming back home a guy who was overspending started arguing with me saying I didn't give signal while turning when there was enough distance between my vehicle and his and then started abusing hearing the commotion my dad came out of the house and heard him abusing me so gently tapped his head and said not to abuse he immediately hit my dad with his helmet on his face so hard that he fell on the road and started bleeding in his mouth after which I caught him my dad also started pulling him in this milee he fell on the bricks kept beside road as a house was getting constructed opposite my house & got hurt on head the mistake that we did was that my parents didn't allow me to file a police complaint saying it's a small matter but two days later we were informed by the police that a case has been registered against us and refused to take counter complaint stating time has lapsed the case is in court now and in December I went back to Mumbai for my job. Now due to corona I was working from home and when situation started getting worst I came back to Jabalpur to spend my time here last Saturday when I was going to fetch milk in the evening I guy was standing in front of my gate and as soon as I came out of my house he clicked my picture and before I can understand ran away. Kindly guide what should I do.( Jabalpur, Madhya Pradesh )",You have to make it a big issue and fight.If my answer is helpful to you then please give my FIVE STAR,"[""HKG::BTC_369"", ""HKG::EC_RULES_63"", ""HKG::EC_RULES_68"", ""HKG::KSEA_18""]","[""HKG::DSEA_47"", ""HKG::IDRA_30"", ""HKG::DPDP_40"", ""HKG::BDRA_30""]"
"An alleged  complainant filed a Complaint against me that 100 sales tax paid certificates he produced n cheated tax amount 45 lakhs were got through me. IO recorded himself a statement that both the parties compromised  themselves n hence it is disposed. But I didn't know  all of this happened three years back.  Later I come to know.  When I asked in RTI police replied that my compromised statements not available in the file. Complainant  is a contractor trickly acted n created a record. Police illegally helped him for this.  Can I take action on the IO n contractor?  How?( Salem, Tamil Nadu )",You can file petition for quashing FIR under section 482 of crpc,"[""PC::Parties Compromised Disputes"", ""PC::Respondent Filed Complaint Against Appellants"", ""PC::Treatment Required Not Available in India"", ""PC::Claim for Revenue Expenditure on Know-How""]","[""PC::Appellants Filed for Quashing FIR"", ""PC::Section 482 of the Code of Criminal Procedure"", ""PC::Section 482 of the Criminal Procedure Code"", ""PC::High Court Dismissed Petition Under Section 482 CrPC""]"
"The dog belongs to the my Landlord and bit me on my face. I am living as tenant on top floor. I went through the plastic surgery in AIIMS, Delhi, for cut nose cartilage and lips. The dog has history of aggression and was open when he bit me inside their living room.  They always keep the dog open insipte of number of incident of him bitting . A very irresponsible and criminal behaviour of the dog owner as after my hospital discharge they were still not ready to keep him in lease or inside their house. I was in Trauma and could not open my door to go out.  Also I have lodged a FIR.  After my compalin to police they threw the dog out of the house on road (claiming that dog doesnt belong to them). But now they have taken him back in the house. Dog is a local breed and they do not have any licence too. Also, did not bear full medical expenses and moral support. I am a single lady living alone in house for past 1.5 years where Landlord/ his wife/ son/ dauter in law/ grand children live on ground and first floor.
Do I need to register a civil case for compensation or it can be done in this case only. I need to know the maximum compensation that can be awarded in this dog bite case.( Gurgaon, Haryana )","Dear Client,You have a strong case for claiming compensation due to the severe dog bite injury, negligence, and trauma caused by your landlord.Since you have made an FIR against such terrifying incident I think the FIR must be under section Section 289 IPC  and Under Section 337/338 IPC so at this point you can follow up with the police to ensure the investigation proceeds and if the landlord is found guilty, it strengthens your civil compensation claim.But, apart from the FIR you can separately file a civil suit for claiming Compensation for Medical and Emotional Trauma since the dog bite resulted in plastic surgery, pain, emotional trauma, and financial burden, you can file a civil suit for damages.So, you can file a Civil Suit for Damages considering plastic surgery, emotional trauma, and negligence, you can claim between Rs. 1lakhs to 10 lakhs as compensation.Moreover, as you said dog is a local breed and they do not have any licence too  in that case keeping a dog without a valid license violates local municipal laws. You can also report this to the Municipal Corporation .At this point You can do this things:1) Appoint an Advocate  and send a legal notice demanding compensation .2) File a civil suit for damages in the appropriate court  if no response is received.3) Continue to pursue the FIR and coordinate with the police to strengthen the criminal case.","[""PC::Need to Remand Case for Fresh Consideration"", ""HKG::IEA_109"", ""PC::Tribunal Awarded Compensation for Medical Expenses"", ""HKG::BTC_311""]","[""PC::Suit for Damages Filed"", ""PC::High Court Decreed Suit for Damages"", ""PC::Respondents Filed Suit for Damages"", ""PC::Appellant Worked in Plastic Surgery Department""]"
"A Nc report registered against me in2018 ,mumbai now can I get closer report( Mumbai, Maharashtra )","Dear Sir,You may share the contents of NC report and approach local lawyer.I could have explained more if background is known to me. If background is made known in full then legal experts will be in position to understand correctly. Moreso, the background must be in brief.Please give me FIVE STAR if satisfied by my answers.","[""HKG::IDA_2A"", ""HKG::ESI_73"", ""HKG::IDA_25F"", ""HKG::IDA_25H""]","[""PC::Community Background Considered in Sentencing"", ""PC::High Court Considered Respondent's Age and Background"", ""HKG::IEA_61"", ""HKG::EC_RULES_67""]"
"I want experience lawyer in handling lokayukta case( Mysore, Karnataka )","Dear Client,A complaint can be filed with Lokpal of India in terms of provisions under 2(e) of the Lokpal and Lokayuktas Act, 2013, for the offenses alleged to have been committed by a public servant under the Prevention of Corruption Act, 1988 such as Offence relating to public servant being bribed, taking undue advantage to influence public servant by corrupt or illegal means or by the exercise of personal influence, Offence relating to bribing of a public servant, Public servant obtaining (undue advantage), without consideration from person concerned in proceeding or business transacted by such public servant, Criminal misconduct by a public servant.  In terms of provisions under Section 53, of the Lokpal and Lokayuktas Act, 2013, a complaint should be made within seven years from the date on which the offense mentioned in the complaint is alleged to have been committed. A complaint is required to be filed in the prescribed form annexed with the Lokpal (Complaint) Rules, 2020. The complaint can be filed online through the Lokpal Online portal. A fillable complaint form is also available at (https://lokpal.gov.in/pdfs/complaint_form.docx). Hope it helps.","[""HKG::ATA_19""]","[""HKG::PCA_7"", ""HKG::GST_158"", ""PC::Section 2(c) of the Prevention of Corruption Act, 1988"", ""PC::Section 7 of the Prevention of Corruption Act, 1988""]"
"if a woman harassed a man by giving continious suicide threat what legal action can that man d
take?( South 24 Parganas, West Bengal )","Dear ClientIf a woman is harassing a man by giving continuous suicide threats, the man can report the matter to the police and file a complaint against her for mental harassment and emotional abuse.","[""PC::Section 2(d) of the West Bengal Sales Tax Act, 1954"", ""PC::Section 6(2) of the West Bengal Taxation Tribunal Act, 1987"", ""PC::Rule 34 b of the West Bengal Service Regulations Part I"", ""PC::Rule 3 66a of the West Bengal Sales Tax Rules, 1941""]","[""PC::Authority to File Complaint Challenged"", ""PC::Respondent Filed Complaint Against Appellants"", ""PC::Threats and Harassment Against Petitioner"", ""PC::High Court Remitted Matter to Tribunal""]"
"in a cheating criminal case under section 420, 406, 409, when court orders on hearing saying, charges framed and issue NBW, this NBW is issued from court to the police staion in how many days.( Mumbai, Maharashtra )","Dear client,In terms of Section 73 of Cr. P. C, the Magistrate has jurisdiction and power to issue warrant of arrest, which can be directed against any (i) escaped convict, (ii) proclaimed offender, or (iii) against any person who is an accused of a non-bailable offence and is evading arrestAfter recoding satisfaction, the Court should require the concerned person to appear at a specified place and at a specified time in not less than 30 days.","[""PC::Section 420 IPC"", ""PC::Appellant Convicted Under Section 420 IPC"", ""PC::Accused Convicted Under Section 420 IPC"", ""HKG::IPC_415""]","[""PC::Section 73 of the Evidence Act"", ""PC::Respondent Declared Proclaimed Offender"", ""HKG::IDRA_26"", ""PC::Section 73 of the Indian Contract Act, 1872""]"
"Sir/ Madam,
A case u/s 498a, 323, 504, 506 was filed against us. i am younger brother in law of complainant. Chargesheet was filed by police. yet only my brother(husband) has taken bail. Charges are not framed yet.
I,(Younger brother),  want to file discharge petition u/s 239 of Crpc.
So my question is that 
CAN I FILE DISCHARGE PETITION BEFORE MAGISTRATE WITHOUT TAKING BAIL. 
(My one lawyer has advised that I can file discharge petition other said first I have to take bail) please help.( Ghaziabad, Uttar Pradesh )",If allegations are wrong against you then you can file petition for quashing FIR,"[""PC::Cognizance Taken Under IPC Sections 323, 504, 506"", ""PC::Defendants Yet to File Written Statements"", ""PC::Death of Complainant"", ""PC::Charge-Sheet Filed by Police""]","[""PC::Appellants Filed for Quashing FIR"", ""PC::FIR Pending for Quashing"", ""PC::Application for Quashing Dismissed"", ""PC::Writ Petition Filed for Quashing Cancellation""]"
"Filed for a FIR quash back in Mar. only 1 hearing has been heard. Post summer vacation, the case hasnât been listed. 
1. How long does a Quash case take to be listed and how many hearings does it generally take ? 
2. Once the FIR is quashed, will the FIR show up in Police Clearance Certificate while processing immigration to US/Canada ? Will it leave a record ?( Chennai, Tamil Nadu )","Dear Client,it totally depends upon the number of cases court is dealing with before your case and number of cases pending before the court. after the FIR is quashed, it leaves no criminal record.","[""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55"", ""HKG::IRC_44""]","[""PC::High Court Set Aside Clubbing of Cases"", ""PC::Appellant Challenged Splitting of Cases"", ""PC::Suit Pending Before Court"", ""PC::Appeal Pending Before Supreme Court""]"
"Dear sir/madam 
i gave some money around 3.75lakhs to some partnership company for doing business with them like i have collect manufacturing material from them and sell to customers, but due to covid time i have lost my business so i asked them to return my money, this process has going last three years they have told me we are arranging money like that, till date outstanding is 2.6lakhs. i have gave them that money as i applied from bank for businee loan and that same DD what bank given to me that i have submitted to their bank account. now what action i have taken against them( Coimbatore, Tamil Nadu )","You can file a civil suit for recovering the money he owed through promissory note or loan agreement. You can do so under Order 37 of CPC which allows the lender to file a summary suit. You can file this suit in any high court, City Civil Court or, Magistrate Court.","[""PC::Loan Taken from Bank"", ""PC::Disciplinary Action Taken Against Respondent"", ""PC::Peeriakaruppan v. State of Tamil Nadu"", ""HKG::EC_RULES_74""]","[""PC::Order 37 of the Code of Civil Procedure"", ""PC::Order 37 of the Civil Procedure Code"", ""PC::High Court Restored Suit to File"", ""PC::Pending Proceedings in City Civil Court""]"
"One person cheated me.He told me told send some money as a model registration charge then he told it will be refunded later.After i send the money he will send some advance salary itseems.But instead of sending my salary he again and again told to send me more money with different excuses.When last time I didn't ready to send him more money then he started to give threat.When I told to police he told to go to cbi.When I called to one cbi number she told me we don't take this type of cases.Then I went to cbi office their also the didn't do anything.Then we went to bank,their also didn't get much response.Then i online registered a complaint on national cyber cell portal.But still no reply from their end also.Now what should I do i am not getting.The person has done similar fraud with so many people and i have evidence of that also but still nobody is ready to help( Bangalore, Karnataka )","Dear ClientYou may approach the police station with proofs and file a complaint for the same. You can also approach the court and file a case against the person. Threat is a kind of criminal intimidation, you can go the the police station and file a complaint for the same.ThanksRegards","[""PC::Investigation Ordered to CBI"", ""HKG::INC_T_192"", ""HKG::BTC_172"", ""HKG::BTC_237""]","[""HKG::IPC_503"", ""HKG::BNS_351"", ""PC::Authority to File Complaint Challenged"", ""PC::Police Personnel Took Court Officers to Police Station""]"
"This is related to 498a case. My wife filed 498a, 312, 354 and 420 case against me. She filed at the jurisdiction police station near her parents home in the month of September. After this I applied for anticipatory bail in Bangalore city sessions court. Anticipatory Bail got rejected. Then I again applied in High court and the anticipatory bail is granted. \n\nBut before the filing date of high court, FIR was transferred to the police station of my house jurisdiction and a new FIR number is registered and I got section 41a notice today.\n\nHigh court granted me anticipatory bail where the respondent being the initial police station where the FIR was initially lodged. Is my anticipatory bail still valid at the police station where the FIR got transferred ?( Bangalore, Karnataka )","Dear Client,Anticipatory bail once granted remains in effect till the final disposal of the case.Â The life or duration of an anticipatory bail order does not end normally at the time and stage when the accused is summoned by the court, or when charges are framed, butÂ can continue till the end of the trial.","[""HKG::ATA_19""]","[""PC::Anticipatory Bail Granted"", ""PC::High Court Granted Anticipatory Bail"", ""PC::Anticipatory Bail Granted by Trial Court"", ""PC::Appellant Denied Anticipatory Bail""]"
"As difference of opinion in interpreting official procedure persisting between officer and subordinate, the officer indulge in revenge activities. Officer has 4 years of experience whereas subordinate has 25 + years of experience. Subordinate has established good reputation with agents and clients of the company. Now the officer told the agent that the subordinate criticized the agent by abusive words. But the agent don't believe that statement of officer as subordinate never use such words in this 25 years of relationship. The officer trying to turn the agents against the subordinate which is of course totally not there. He trying to spoil the reputation of subordinate putting him under mental stress resulting in health and family issues. Officer indulge in damaging the image of subordinate and putting personal character under risk at public place. Can subordinate get remedy legally?( Namakkal, Tamil Nadu )","Hi,Anyone who creates or publishes any imputation about any person with the purpose to injure, or knowing or having grounds to believe that such imputation would harm, that person's reputation is said to defame that person, according to Section 499 of the Indian Penal Code (IPC). You can file a complaint under Section 504 of the Indian Penal Code, which states that ""intentional insult with the purpose to incite a disturbance of the peace"" is a crime. Make a police report at the nearby police station. Under the Indian Majority Act, you are an adult, and any form of abuse will not be tolerated.Thank you very much.","[""HKG::IEA_114B"", ""HKG::IDA_12"", ""HKG::IRC_41"", ""HKG::IRC_42""]","[""PC::Section 21 of the Indian Penal Code"", ""PC::Section 34 of the Indian Penal Code"", ""PC::Section 304 of the Indian Penal Code"", ""PC::Section 304(1) of the Indian Penal Code""]"
"Can I file a complaint or protest after chargsheet where pulice has reduced sec 307ipc in324ipc and not chargsheeted 2 accused out of 4.( Lucknow, Uttar Pradesh )","Dear Sir,No, you cannot file protest memo but you can challenge the same before the High Court and a direction may be given by the High Court to the police accordingly.","[""HKG::IDA_12"", ""HKG::IRC_41"", ""HKG::IRC_42"", ""HKG::IRC_43""]","[""PC::Section 4 of the High Court Judges Conditions of Service Act"", ""PC::Appellants Can Challenge Jurisdiction in Future Appeals"", ""PC::Challenge to High Court Order"", ""HKG::COMM_C_18""]"
"In my family  my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","Hi,If it is clearly established that your household is causing disturbance to your neighbors, they can file a suit for nuisance.The easiest thing to do at this stage is to apologize to them for the inconvenience so that they do not call the police, and assure them you will not repeat it.","[""HKG::IDA_12"", ""HKG::IRC_41"", ""HKG::IRC_42"", ""HKG::IRC_43""]","[""PC::Appellants Not Obliged to File Suit"", ""PC::Respondent Allowed to File Suit by Deadline"", ""HKG::BTC_133"", ""HKG::FIN_A_187""]"
"On meeting dated 11/12/2011, it was already decided that a caretaker person will be hired for building works (signed notice available), but recently when The Secretary of building intimated all members about hiring a person @ 700/-, one neighbor (who was old secretary) disagreed on WhatsApp group of Building. (WhastApp screenshot available for denied). They threatened the caretaker person not to enter the building caretaker work. She verbally threatened multiple times to harm my plants on rooftop, earlier tried to spray kerosene oil to damage them. Theft of flowers and produce like lemons and tomato from my plants on rooftop too. She is provoking other members to poke and irritate current maintenance handler and troubling us for most of the time to create beach of peace. Recently my children undergone Gall Stone operation due to which I am busy taking care of her but they are forcing me to operate the water pump again and again and causing breach of peace. They are not a good maintenance handler, when they handover maintenance handling work to me (current maintenance handler) the balance of account is Rs. 818/-, after them 9 years of handling maintenance. Current my accumulated balance of account is more than 80000/- . after 8 years , they want to utilise the money as per their needs. She is creating breach of peace various multiple ways to become building secretary again.

Please advise under which section can we file case against this neighbor? Can we file case u/s 107 of CRPC?( Kolkata, West Bengal )","Dear Client,Yes, you can consider filing a case under Section 107 of the CrPC (Code of Criminal Procedure) if you believe that your neighbor is likely to commit a breach of peace or disturb public tranquility. Section 107 CrPC allows the Executive Magistrate to take preventive action against a person who is likely to cause a disturbance.You can approach the local police or the Executive Magistrate and file a complaint stating that your neighbor is causing disturbances, threatening the caretaker, and provoking others. If financial matters of the building are being misused, take up the issue in a society meeting and escalate to the Cooperative Housing Society Registrar.Contact an Advocate for proper legal steps.","[""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55"", ""HKG::IRC_44""]","[""PC::Section 107 of the Code of Criminal Procedure"", ""PC::Section 107 of the Code of Civil Procedure"", ""PC::Section 107(2) of CPC"", ""HKG::SCST_A_10""]"
"Chargesheet is not filled yet. And i want to transfer my case from mumbai to lucknow..( Mumbai, Maharashtra )",You will need to approach court for it,"[""HKG::IDA_2A"", ""HKG::ESI_73"", ""HKG::IDA_25F"", ""HKG::IDA_25H""]","[""PC::Accused Entitled to Approach Court Under Article 32"", ""PC::Petitioner Directed to Approach High Court First"", ""PC::Appellants Failed to Approach Appropriate Authorities"", ""PC::Need to Remand Case for Fresh Consideration""]"
"Hi 
I need some advice regarding my case.
I have given 50,000/- to someone for job as he said he will conduct interview and provide me a job in company but now two month passed and he blocked my Nmbr. Now I want to file a FIR but I'm worried about that the police will help me out or not for this matter because I have given money to get a job and someone told me that this is an offence to give money for a job. So kindly advise what I can do for that and how will I get my money back. I have his account details in which I have transferred money and also I have his vehicle Nmbr.( New Delhi, Delhi )","Lodge a police complaint against him and thereafter sen him a legal notice.If he fails to comply to both, then, file a suit for recovery of money.Thanks","[""HKG::EC_RULES_68"", ""HKG::DSEA_147"", ""HKG::GST_19"", ""HKG::GST_143""]","[""PC::Appellant Filed Suit for Recovery"", ""PC::High Court Decreed Suit for Recovery"", ""PC::Suit Filed for Recovery of Charges"", ""PC::Suit Filed for Recovery of Loss""]"
"Hello Sir/Madam.
Actually I got into a relationship with a girl more than 1 year ago online through instagram. She was following my account from a year but I didn't know she used to like me. Then after I fell in love with her. I told her that for marriage I will contact parents after 3-4 years in between we won't talk. But she used to talk on a regular basis which I somewhat disliked it. Then just after 2-3 weeks of relationship thrts in 2023, I broke up with her. Even I didn't see her picture. By the talking she would say that she used to get a lot of marriage proposals but she rejected it and even the boys of her class used to like her. I thought she must be very beautiful but she wasn't. I broke up with her just after 2-3 weeks and told her that I cant love you 100% and I didn't want to waste her life so that its why I broke up now not after 3-4 years after. Its been more than a year I am scared that if she suicides will I be accused? After break up I didn't even talk to her, but in her profile picture she puts various quotes of being Patient. So that's my fault??( Kolkata, West Bengal )","Dear client,According to legal standpoint, you would not be liable for someone else's choice to harm themselves unless there was clear evidence of coercion or encouragement on your part, which does not appear to be relevant in your case. Hope  this answer will help you.","[""HKG::IEA_114B"", ""PC::Claim of Relationship Disputed"", ""HKG::BTC_133"", ""HKG::RPSR_26""]","[""HKG::JKRA_19"", ""HKG::EC_RULES_66"", ""PC::Appellant Did Not Raise Plea of Coercion"", ""PC::Respondents Did Not Appear""]"
