sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
94,"Hi Legal Advisers ,
Now big scams going on UAN ?As Scammers   calling people and give adds as if you have any issue in pf please reach out to us so we can solve and taking Uan Numbers and Adding fake Companies and black mailing for money .
if this people refuse to give money. The Scammers Closing UAN and marking reason as Death?
So please give us solution for this ?( Hyderabad, Telangana )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → gratuity → labour_court → EPF_AT,"I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","In my graduation 3rd year marksheet my date of birth 21-jun-1993, seen 21-jun-1983 from distance, but actual it 21-jun-1993 when seen by lens, in 1993 third digit 9 is likely shaped birthday candel 9, and shape is likely 9,. Qr code represent 21-jun-1993 also. 
Please suggest me that ...should I do apply reprint in University or not? Is there any problem in govt job?( Bundi, Rajasthan )","Dear Client,Your Universal Account Number (UAN) is confidential and should not be shared with anyone except your employer or when required for legitimate purposes like accessing your EPF account online. The Employees' Provident Fund Organisation (EPFO) strongly advises against sharing your UAN, password, OTP, or any other personal or financial details with anyone, including over the phone, social media, or email. EPFO is warning members via its website and social media handles regarding fake phone calls and is also advising them not to share personal details like PAN, Aadhaar, bank account, or EPF account details like Universal Account Number (UAN). Till now it was mainly banks and other financial institutions that were warning their customers not to share their OTP, card and other personal details with anyone to avoid falling prey to fraudsters posing as bank employees. However, now EPFO has also issued a similar warning to its members. However, even if you find yourself a victim of any such scam using your UAN by default,  you should immediately file an online complaint using the EPF i-Grievance Management System (www. https://epfigms.gov.in/). or filing a complaint offline in the office of the Regional PF Commissioner concerned and additionally report the matter online at https://www.cybercrime.gov.in/ to the National Cyber Crime Reporting Portal(NCCRP), an initiative of the Government of India to facilitate victims/ complainants to report cybercrime scams or complaints online. Once a cybercrime scam is reported online to NCCRP and EPF i-Grievance Management System, the investigating team starts the routine process of investigation immediately to reach out to scammers and restore the status of the EPF members post-investigation. The length of time it takes to investigate a cybercrime can vary greatly depending on the complexity of the case, the resources available to the investigators, and the cooperation of the victim. If required, you may consult with a cybercrime expert to navigate the issue in the right way.","The issue involves fraudulent activities related to the misuse of Universal Account Numbers (UAN) in the Employees' Provident Fund (EPF) system. Under the Indian Penal Code, such acts may constitute offenses of cheating (Section 420) and criminal intimidation (Section 503). Victims should immediately report the fraud to the Cyber Crime Cell and the Employees' Provident Fund Organization (EPFO). 

Do not share personal UAN details with unauthorized entities. As a next step, file a formal complaint with both the local police and EPFO, providing all evidence of the scam, such as call recordings or messages, to initiate an investigation.",20.3662,4.4379,18.1692,20.6204,84.4515
95,"I had worked in a firm in Bangalore for a period of 3.5 years, during the end of my notice period, I had taken a leave, for an induction of my next firm. My Management thought I am working at two firm side by side and to which they abruptly told me not to come to office anymore and fired me. I tried to explain my situation to management and they were not willing to hear me, I did not get my experience certificate nor my settlement, The HR / management was not responding to me. Fast-forward 5 years from then when I contacted them for letter of recommendation or Experience certificate, they denied saying I had absconded from there and following my commitments they had to undergo lots of consumer cases and they had lost lakhs of rupees they did not file an FIR against me or blacklist me because they were indebted to my career. When I asked them why wasn't I informed about all this when I tried to contact, they said it was just  so that they wish me good, they did not want to spoil my career. My 3 years of dedication to the firm my best job and I rank myself in my career as the best experience is what I got from this firm. I do not want my 3 years to go missing from my profile. How can I get back to them for my experience certificate? Yes the only thing I am asking is my experience certificate I do not want even my settlement to be provided, after that Covid did make my bankrupt.( Bangalore, Karnataka )",MEPS_26 → MEPS_40 → MBA_10 → FA_79,MEPS_26 → MEPS_40 → MBA_10 → FA_79 → Factories Act 1948 → MEPS → leave → notice_period,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Dear Client,In such a situation, it's unfortunate that your previous employer is withholding your experience certificate. To address this issue, you can consider sending a formal written request to the HR department or management, explaining your perspective and emphasizing the importance of the certificate for your career. Clearly state that you are not seeking any financial settlement but only the experience certificate. If they remain unresponsive, you may explore legal avenues, such as approaching the labor department or seeking advice from a legal professional, to assert your right to the experience certificate based on the employment you served. Having a legal professional involved can guide you on the most appropriate course of action to resolve the matter and retrieve your essential documentation.Thankyou","The primary legal issue is the denial of an experience certificate, which is vital for your career progression. Under Indian labor laws, particularly the Industrial Employment (Standing Orders) Act, 1946, employees are entitled to receive documentation of their employment tenure. You can send a formal legal notice to the company demanding the issuance of your experience certificate, citing your rights under this Act. If the company fails to comply, you may file a complaint with the labor commissioner or pursue a civil suit for specific performance to obtain the certificate. Collect any evidence of your employment and communications with the company to support your claim.",20.3662,4.4379,18.1692,20.6204,84.4515
96,"Recently my company  got to know about my side job that i do in free time and they are planning to terminate for that reason. Though there has been no conflict of interest or misuse of any information or resources but just because it was not informed they wanted to terminate. Can that be challenged( Bangalore, Karnataka )",MEPS_26 → MEPS_40,MEPS_26 → MEPS_40 → MEPS → notice_period → retrenchment → leave,"Dear Sir/Ma'am,
I was worked in pvt ltd. company for 32 days (21 days in January and 11 days in February) when i asked for salary via mail (there is no HR team) they reply to me we will pay salary in 60 days if you r comfortable then ok other wise we will terminate you, so that i resigned from my job, now they are not pay salary.( Hyderabad, Telangana )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I was sick with covid in the month of April. So I didnt work for April, May and June, but marked the attendance on the company portal. I recieved salary for all these months with salary slips. Now they mailed me not to mark attendance for july and saying they will adjust april, may and june salary when I start working again. Can they do that? Should I mark july's attendance? Can they take any legal action against me? I have marked the attendance on the portal, is anything wrong in that?( New Delhi, Delhi )","Dear client,In India, we donât have a blanket law covering âcan an individual works (freelance) while being employed full time with an organizationâ. There are lots of grey areas when it comes to multiple employment in India.Most organizations have their own rules n regulations regarding this. While some organizations do not allow this, some allow it under certain conditions like,The work should not be the same as what you are employed in or your primary skill- Cannot work for any competitor (direct or indirect)- Some might put a cap to the time and remuneration- Some might limit you from working in certain domain or using certain skill you acquired or are using for your primary employer.So the best thing to take care of the legal aspect is to speak to you manager and HR.Certain organizations have a binding contract an individual is supposed to sign before starting any freelance / additional job (for both time and self service). In that case, if you have agreed not to work or freelance anywhere else, then they can terminate you by providing a notice period with the valid reason.","The legal issue here is whether the termination for having a side job without prior disclosure is lawful. Under Indian employment law, particularly if the employment contract or company policy explicitly prohibits outside employment without disclosure, the company may have grounds for termination. However, if there is no such clause, the termination could be challenged as arbitrary.

You can review your employment contract and company policies to check for any clauses regarding outside employment. If such a clause does not exist, consider sending a formal written explanation to your employer clarifying the lack of conflict of interest. If the termination proceeds, you may challenge it by filing a complaint with the labor commissioner or pursuing legal action for wrongful termination.",20.3662,4.4379,18.1692,20.6204,84.4515
97,"In my previous company they'll hold my FnF amount, after 5 months from resignation they released my settlement amount, but they're not credited my salary for the notice period. What can I do?( Vijayawada, Andhra Pradesh )",MEPS_26 → MEPS_40 → PGA_7 → EPF_7D,MEPS_26 → MEPS_40 → PGA_7 → EPF_7D → labour_court → Payment of Gratuity Act 1972 → MEPS → gratuity,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Dear Client, If your previous company has not credited your salary for the notice period despite the lapse of time since your resignation, you have several options to address the issue:Review Your Employment Contract: Start by reviewing your employment contract or offer letter to understand the terms and conditions regarding notice period and salary payments. This will help you determine if your employer is legally obligated to pay you for the notice period.Contact HR or Payroll Department: Reach out to the HR or payroll department of your previous company to inquire about the status of your salary for the notice period. Provide them with any relevant documentation, such as your resignation letter and proof of employment, to support your claim.Send a Formal Notice: If contacting HR or payroll does not yield results, consider sending a formal notice to your previous employer requesting payment for the outstanding salary. Clearly outline the details of your resignation, the notice period served, and the amount owed to you.Seek Legal Advice: If your employer continues to withhold your salary despite your efforts to resolve the issue amicably, consider seeking legal advice. A lawyer specializing in employment law can help you understand your rights and options under Indian labor laws and may assist you in taking legal action if necessary.Approach Labor Authorities: As a last resort, you can file a complaint with the appropriate labor authorities or the labor court in your jurisdiction. Provide them with all relevant documentation and evidence to support your claim, and they can investigate the matter and facilitate the resolution.It's important to act promptly and assert your rights to ensure that you receive the salary rightfully owed to you for the notice period served.","The legal issue here is the non-payment of salary for the notice period, which may constitute a breach of contract under employment law. Under the Payment of Wages Act, 1936, employees are entitled to receive all earned wages, including those for the notice period, unless otherwise stipulated in the employment contract. You can send a formal legal notice to your previous employer demanding payment of the withheld salary for the notice period. If the employer fails to comply, you may file a complaint with the Labour Court in Andhra Pradesh for recovery of wages.",20.3662,4.4379,18.1692,20.6204,84.4515
98,"The order passed in 2014 has not been executed till now . I have filed an execution case also but there is no outcome( Jamshedpur, Jharkhand )",IEA_108 → BTC_240 → BTC_81 → EPF_AT_11,IEA_108 → BTC_240 → BTC_81 → EPF_AT_11 → labour_court → gratuity → IEA → EPF_AT,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I'm working in American MNC ( Concentrix Daksh services India Pvt Ltd) situated in Gurugram, haryana, India. The nature of company is service provider to top clients including global tech giants. And I'm working for one of the world's biggest tech giant (Google TVC ), by providing services in specific project on behalf of above mentioned company (CNX ). So, I came to know that we are offered very less salary as compared to average salary in other regions in world and no where near the average salary of Google. And recently it's highlighted by whistleblower that Google illegally underpaid thousands of workers in many countries breaching pay parity laws. So I need advice in context of that if pay parity laws says in US that Google TVCs ( temporary, vendors and contractual workers ) are entitled to equal compensation. So is it possible to highlight same issue in India as well, and if yes, how to do it and how to get success in receiving the entitled compensation from Google or main company ( cnx), ( which ever is culprit ). I'm adding few links for references and better understanding. https://amp.theguardian.com/technology/2021/sep/10/google-underpaid-workers-illegal-pay-disparity-documents https://payparity.org/( North Delhi, Delhi )","I resigned from the company and had cleared all the exit formalities also I have served the notice period, submitted all the assets and completed all the exit procedures. But during my Full and Final settlement company sent me recovery letter stating that I have to pay company dues for using the leaves benefit which the company has provided or else the legal action will be taken. Going through the company policy I found that there is no such line mentioned about leave recovery during the employee's exit. When I asked for clarification from the HR, there is no response from them regarding this. I have sent multiple reminders stating clarification but there is no response. What do I do in this case? How can I go legally in this matter since there is no reply from company's side?( Thane, Maharashtra )","Hi,You can file an exectution petition in the court. As per Rule 2 (e) of Civil Rules of Practice âExecution Petitionâ means a petition to the Court for the execution of any decree or order.If you like my answer, please give a good review","Under the Code of Civil Procedure, 1908, specifically Order XXI, execution of decrees is governed by detailed procedures. If an execution petition has been filed but remains pending without result, it is crucial to ensure that all procedural requirements have been met, such as proper service of notice to the judgment debtor. You can file an application under Section 151 of the CPC to expedite the execution process by requesting the court to prioritize your case. Additionally, consider filing a contempt petition if the judgment debtor is willfully disobeying the court's order. If there is undue delay by the court, you may also approach a higher court seeking a direction for expeditious disposal of the execution proceedings.",20.3662,4.4379,18.1692,20.6204,84.4515
99,"I was working in one pvt comany and salary date was 10th of every month on 12th got mail to director for 15 ppl that we are working in other company via mail and they hold salary for all which is not right we were not working with other company. So on the basis of non payment of wages i resigned on 15th nov due to non payment of wages and they hold salary and not reverting anything on mail or phone till date....my 45 days salary is pending so what kind of course of action is require...in my appointment letter no notice period is mentioned so i can leave company immediate basis..i am staying in Ahmedabad and i was working in ahmedabad office only and their head office is at delhi so where i can submit notice or legal action is require in ahmedbad or in delhi...in ahmedbad office all employee left and no one is working now( Ahmedabad, Gujarat )",MEPS_26 → MEPS_40 → MBA_10 → FA_79,MEPS_26 → MEPS_40 → MBA_10 → FA_79 → Factories Act 1948 → MEPS → notice_period → leave,"I applied 4 days leave in Feb 24 for last week of March and by mistake he sanctioned this Leave with remarks that he can't sanction at this moment. I did not see remarks and just sa leave approved and proceeded for home town but now after one-month he cancelled my leave and made me unauthorised and also for supporting he yesterday gave me a letter dated 5 days back.Ehat action can I take because every time he harrases me showing his boss attitude( Banaskantha, Gujarat )","Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","Dear Sir/Ma'am,
I was worked in pvt ltd. company for 32 days (21 days in January and 11 days in February) when i asked for salary via mail (there is no HR team) they reply to me we will pay salary in 60 days if you r comfortable then ok other wise we will terminate you, so that i resigned from my job, now they are not pay salary.( Hyderabad, Telangana )","Hello Client,You may send a legal notice to the company if they fail to comply with the legal notice then you may file a suit against them in labour court.Thanks & Regards","The primary legal issue is the non-payment of wages, which is a violation of the Payment of Wages Act, 1936. Since your employment was in Ahmedabad, you can initiate legal action in Ahmedabad itself. You can send a legal notice to the company demanding your unpaid salary. If there is no response, file a complaint with the local labor commissioner in Ahmedabad, who can investigate and order the payment of your dues. If the issue remains unresolved, consider filing a case in the labor court for recovery of your pending wages.",20.3662,4.4379,18.1692,20.6204,84.4515
100,"I had applied  for junior engineer (electrical) recruitment-2016 in PH quota,they have rejected in medical exam ,because they are considered only one leg disability candidate,so I put the w.p in high court they also rejected,I am not having money to go for supreme court, kindly help me to get the justice.( Bangalore, Karnataka )",GST_118 → GST_117 → ESI_81 → COMM_C_18,GST_118 → GST_117 → ESI_81 → COMM_C_18 → COMM_C → GST → Employees State Insurance Act 1948 → GST_26,"I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )",If you are facing financial constraints to appeal to the Hon'ble Supreme Court then you can approach the Legal Aid Services department of the Supreme Court and they shall provide you a suitable Advocate to fight your case. You can go to this site https://sclsc.nic.in/ and download the application to apply for the legal aid.,"The primary legal issue is discrimination in employment under the Rights of Persons with Disabilities Act, 2016. The Act mandates non-discrimination in employment and provides for reservation for persons with disabilities. Since the High Court has already rejected the writ petition, an appeal to the Supreme Court is the next legal recourse, though it requires financial resources.

If appealing to the Supreme Court is financially unfeasible, consider seeking assistance from legal aid services, which provide free legal services to those unable to afford them. Additionally, reaching out to NGOs that focus on disability rights may offer support or advocacy.",20.3662,4.4379,18.1692,20.6204,84.4515
101,"àª®àª¾àª°à« àªàª¿àª²à«àª²àª¾ àª«à«àª° àª¬àª¦àª²à« àªàª°à«àª¥à« àªà«àª¨à« àªàª°àªà« àª¹àª¤à« àªªàª°àªàª¤à« àªàª¾àª¤àª¾ àª¨àª¾ àªµàª¡àª¾àª àª®àª¾àª°àª¾ àª¬àª¾àª¦ àª¨à« àª¸à«àªµ àªµàª¿àª¨àªàª¤à« àª¨à« àªàª°àªà« àªàª¨à«àªµàª¯à« àª¬àª¦àª²à« àªàª°à« àªàªªà«àª² àªà« àª®àª¾àª°à« àª¹àªà« àªàª°à«àª² àª¨àª¥à« àª¤à« àª àª¬àª¾àª¬àª¤à« àª¶à«àª àªàª°à« àª¶àªàª¾àª¯( Jamnagar, Gujarat )",PGA_7 → EPF_7D → ESI_55 → IRC_44,PGA_7 → EPF_7D → ESI_55 → IRC_44 → labour_court → gratuity → PROC_GRATUITY_CLAIM → Payment of Gratuity Act 1972,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","Suggest me bihar govt rules though which i can claim Advance pay for marriage ceremony( Kishanganj, Bihar )","à®¨à®¾à®©à¯ à®à®°à¯ à®¨à¯à®°à®¤à¯à®¤à®¿à®²à¯ à®à®°à®£à¯à®à¯ à®à®®à¯à®ªà¯à®©à®¿ à®µà¯à®²à¯ à®ªà®¾à®°à¯à®¤à¯à®¤à¯à®©à¯. à®à®¤à®©à®¾à®²à¯ à®µà¯à®²à¯ à®ªà®¾à®°à¯à®¤à¯à®¤ à®à®®à¯à®ªà¯à®©à®¿à®¯à®¿à®²à¯ à®à®à®¿à®¤à®®à¯ à®µà®¾à®à¯à® à®µà¯à®£à¯à®à¯à®®à¯ à®à®©à¯à®±à¯ à®ªà®¿ à®ªà¯. à®à®¤à®¿à®à®¾à®°à®¿à®à®³à¯ à®à¯à®±à®¿à®©à®¾à®°à¯. à®à®¨à¯à®¤ à®à®à®¿à®¤à®®à¯ à®à®ªà¯à®ªà®à®¿ à®à®´à¯à®¤à¯à®µà®¤à¯( Madurai, Tamil Nadu )","Dear ClientYou must specify the facts and circumstances clearly to help you out in the present matter, however, if you feel any kind of injustice has happened with you, then take the advice of lawyer.ThanksRegards","The legal issue here pertains to the right to claim gratuity under the Payment of Gratuity Act, 1972. Under this Act, an employee who has completed five years of continuous service is entitled to gratuity upon termination of employment, whether due to resignation, retirement, or death. If gratuity has not been paid, the employee can file a claim with the Controlling Authority under the Act.

The user should gather all employment documents, including appointment letters, salary slips, and any correspondence related to termination. Submit a formal application for gratuity to the employer, and if unresolved, file a claim with the Labour Court or the appropriate authority under the Payment of Gratuity Act, 1972.",20.3662,4.4379,18.1692,20.6204,84.4515
102,"I am a Sri Lankan student studied in an NIT.
I got selected into a multinational tech company through campus placements.

I was supposed to join in june, but they delayed my joining saying that they'll get my employment Visa through the company. 

But now they are refusing to hire me saying that they cannot arrange Visa. 

I have informed them multiple times that I can arrange VISA if they send me necessary documents. They are refusing to send them.

They are not telling a clear reason when I ask why they can't hire me. 


What action can I take in this case.

Thank you( Bangalore, Karnataka )",CCS_ME → BTC_133 → EPF_AT_10 → EC_RULES_8,CCS_ME → BTC_133 → EPF_AT_10 → EC_RULES_8 → EC_RULES → BTC → EPF_AT → CCS_ME_5,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Dear client,As per Section 5 of the Indian Contract Act, 1872-""A proposal may be revoked at any time before the communication of its acceptance is complete as against the proposer, but not afterwards. âA proposal may be revoked at any time before the communication of its acceptance is complete as against the proposer, but not afterwards.""The job offer once accepted becomes a basic legal contract between you and your new employer and when your employer withdraws that offer then it falls under âBreach of Contractâ. Normally the contract once made cannot be unilaterally revoked. Only both parties can discharge each other from obligation by novation /accord and satisfaction.You can file a suit by consulting a lawyer and sue your employer","The primary legal issue here is breach of contract, as the company has reneged on their offer of employment. Under Indian Contract Act, 1872, specifically Section 73, you may claim compensation for any loss or damage caused by the breach. Since the company is not providing necessary documents for visa processing, it may be considered a failure to fulfill their contractual obligations. 

You can send a formal legal notice to the company demanding fulfillment of the employment contract or compensation for the breach. If they fail to respond or comply, consider filing a suit for breach of contract in a civil court. Collect all relevant communications and documents that demonstrate their commitment to hire and the subsequent breach.",20.3662,4.4379,18.1692,20.6204,84.4515
103,"I have 3 days overlap issue in my service now I am changing to MNC company they have asked me for any Mail confirmation from my previous companies as changing in dates, they are not accepting this I need suggestion for this( Warangal, Telangana )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → gratuity → labour_court → EPF_AT,"I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","Dear Client,In India, it is legal to hold multiple jobs without breaching the law. However, a person with a similar set of jobs may raise questions about a breach of confidence because many employers place such restrictions in their employment agreements in addition to rules barring holding down numerous jobs. Contact the HR departments of your previous companies and request for a formal clarification of the email or letter that acknowledges the overlap and provide the correct dates. If possible, write a self-declaration letter explaining the overlap, including the correct dates and write the reason for the overlap. Clearly communicate the problems you are facing in obtaining the required document. If the HR of your previous companies is uncooperative, escalate the matter to higher authority. We hope that our response is helpful to you.","The primary legal issue is the overlap in employment dates, which can affect the integrity of your employment records. Legally, you cannot alter employment dates without the consent of your previous employer as it constitutes falsification of records. Under the Indian Contract Act, 1872, any misrepresentation can have legal repercussions.

To resolve this, request a formal letter from your previous employer clarifying the exact dates of your employment. If they refuse, consider obtaining an affidavit stating the correct dates and explaining the overlap, which can be presented to the new employer.",20.3662,4.4379,18.1692,20.6204,84.4515
