question,answer,chain_q,chain_q_types,chain_q_edges,chain_q_len,chain_a,chain_a_types,chain_a_edges,chain_a_len
"Employer completed my joining process and given me the joining on 27th of January 2025 whereas my Background verification going on the background.
One day they called me and asked me to share my graduation document whereas I have clearly mentioned in my resume and also at the time of interview that I'm an undergraduate and currently pursuing my graduation then they checked all the things and send me an termination email that we accepted our mistake that we missed to check the graduation party whereas we cannot let you on the employment because of company policies.
When I raised my point that it's an illegal termination after joined a candidate and I will take the legal action against then they said that we'll give you 1 month pay as compensation. 
Please suggest me what best I can do in this case.( Noida, Uttar Pradesh )","Dear ClientIf you had already informed them and that communication is in writing then it is their mistake and not yours. If after having disclosed the actual facts by you to them, they have hired you then all the liability goes onto them and they should be penalized for the same and not you. You can take legal action against them. Send them a legal notice asking them to reinstate into the job else you can file a case against them.","[""Incomplete graduation status at the time of application"", ""Section 2 of the Rights of Persons with Disabilities Act, 2016""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Legal action against senior and company"", ""Humiliation and insult leading to forced resignation""]","[""fact"", ""fact""]","[""Complies With""]",2
"Sir mera kcc Buildcon Pvt Ltd company me salary hold kar diye, 35 days ka salary tha..( Allahabad, Uttar Pradesh )","Dear Client,An employer cannot withhold the salary or dues of any employee bereft of any reasonable ground. So, in the prevailing situation, if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the concerned Labour Court for filing an application under Sec.33(C)(@) of the I D Act claiming dues receivable from the Company.","[""Salary hold without reason"", ""Lack of response from employer regarding salary issue""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 33(c) of the Industrial Dispute Act, 1947"", ""Pending salary for the month worked after termination""]","[""rule"", ""fact""]","[""Violates""]",2
"I joined my company without an offer letter and worked for 15 months as a trainee after which I joined as a permanent employee. Now my company is completely refusing to give any document/proof of my training period. What shall I do?( Pune, Maharashtra )",You can ask for training certificate as well as experience letter.if they will reject it you can send them a legal notice/written application and after it you file case before company Board of that area/approach to court.Court will issue notice and help you.,"[""Notice period is 3 months as per offer letter""]","[""fact""]",[],1,"[""Eligibility for training certificate despite resignation during training"", ""Withholding of salary during probation period""]","[""fact"", ""fact""]","[""Depends On""]",2
"I was  terminated from a IT company due to absconding for few days due to my personal issue.
As Termination letter shared with reason as well employer has rejected my request to share experience and relieving letter.
Can i get my experience letter legally as i have served 4+ years there.( Tiruchirappalli, Tamil Nadu )","Dear client,It depends upon the company. However, some companies do issue the experience letter, but some prefer to acknowledge it as a service letter. Many companies do mention the termination word in the experience letter.","[""Withholding of experience letter and relieving letter by employer"", ""Labour Commissioner""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Entitlement to experience letter upon termination"", ""Termination of employment due to IT security breaches""]","[""fact"", ""fact""]","[""Depends On""]",2
"Sir, Someone Messaged a data entry job on WhatsApp & they asked me to upload a photo and signature. They gave me 1200 forms, which should be completed in 12 days. I didn't complete it due to medical problems like chicken pox. And now they are asking 1500 rs to fine and 3900 rs and extra more for not completing the work. They harassed me mentally I'm really scared about this. What should I do now?( Pudukkottai, Tamil Nadu )","Dear client,If you joined an online Work from Home Data Entry job work on receipt of any offer letter from the Company, then go through the terms and conditions of said letter that stipulate a condition of charging of fine in case of failure to complete the assignment you have to compensation or fine.  In case you find no terms as such in your offer letter then on receipt of such an arbitrary and illegal demand or any threat from the Company, make a complaint against the Company at the local police station and serve a legal notice enclosing a copy of the police complaint and informing them that you are contemplating filing a criminal suit against the Company for cheating and criminal intimidation u/s.415 and 503 of IPC. Reach out to an Advocate for guidance and steps.","[""Signed bond for data entry job"", ""Employer demanding payment as per bond for not completing tasks""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Willingness to file a lawsuit against the company"", ""Labour Commissioner""]","[""fact"", ""rule""]","[""Complies With""]",2
"Hi Sir 
i was terminated from my previous organisation, can i get experience certificate from them. to join net company( Solapur, Maharashtra )","Dear client,It is every employee's right to receive an experience certificate.No employer can deny the experience certificate to his employees. You can issue a legal notice to the employer.","[""Entitlement to experience certificate upon resignation"", ""Potential legal action for non-issuance of experience certificate""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Send a legal notice to the bank regarding the payment of your arrears"", ""Delayed payment of wage revision arrears for resigned employees""]","[""fact"", ""fact""]","[""Complies With""]",2
"My company currently has 90 days notice period, but I have a new job offer that requires me to cut my notice period by 1 week, i.e I can serve 83 days notice, so I'm ready to monetarily compensate for the 7 days. But my current company HR is not agreeing for it. Below is the notice period clause from my offer letter, can I do anything legally here?
TERMINATION Either party may terminate the appointment by giving the other  party three months notice in writing. Also, the company may terminate your services with immediate effect  by paying three month's salary and allowances, if any, in lieu of notice, even without assigning  any reason thereof. Waiver of notice period is at the sole discretion of the company.( Bangalore, Karnataka )","A.Dear Sir,Just resign and the corporates never go to Civil Courts for recovery and they may not disburse the amount with them belonging to you.","[""Entitlement to current month salary and salary in lieu of notice period"", ""Section 12 of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Pending recovery of gratuity amount through civil courts"", ""Section 4 of the Payment of Gratuity Act, 1972""]","[""fact"", ""rule""]","[""Complies With""]",2
"I was sent on Leave Without Pay since May.In January 2021 my manager called forcefully asking me to resign and thretening of termination in case I didnt resign.Now HR of the company has sent the mail mentioning discontinuing of job(effective within 2 days of that mail).I kept waiting since may to be called back and now the company is asking to exit at the basic salary of 1 month,as mentioned in appointment letter,whereas due to their LWP letter assuarances,I have lost my 9 months salary.Kindly help( Agra, Uttar Pradesh )",File a case in labour court.,"[""Leave without pay due to employer actions"", ""Labour Commissioner""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Desire to file a case in Labour Court for recovery of dues"", ""Section 2 of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Complies With""]",2
"I have paid for security guard job uniform but did not get a job( North Delhi, Delhi )","Hi,You should file a complaint stating all the facts.","[""Employer provided first aid but did not follow up on treatment"", ""Section 3 of the Employee Compensation Act, 1923""]","[""fact"", ""rule""]","[""Violates""]",2,"[""All dues received from the company""]","[""fact""]",[],1
"When asked for leaves for treatment  , I was forced to resign .. Can I file a case on wrong action , maligning my reputation and harassment( South Delhi, Delhi )","Dear Client,An employer cannot force an employee to resign or terminate or fire on whimsical grounds other than disciplinary action for proven misconduct and such an action is considered as illegal termination and unfair labour practice. So in the prevailing situation, it may be suggested that if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then for such an arbitrary and unfair labour practice, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for redressal of your grievance failing which you need to file an application u/s.33C(2) of the I D Act before the concerned Labour Court claiming final dues from your employer. Otherwise, you have to file a civil suit before the Civil Court for appropriate relief in the matter. In case you need any legal assistance in this regard, you may contact our legal team for the purpose with relevant papers","[""Workplace bullying and harassment due to pressure to resign"", ""Labour Commissioner""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Section 33C(2) of the Industrial Dispute Act"", ""Unjust actions by employer regarding termination and withholding salary""]","[""rule"", ""fact""]","[""Violates""]",2
"Our petition was dismissed by division bench in bombay high court, can we filed case in supreme court","Yes, you have to file either an appeal or a SLP in Supreme Court.","[""High Court"", ""Company filed case for criminal conspiracy with vendors""]","[""rule"", ""fact""]","[""Complies With""]",2,"[""Dismissal of case regarding experience certificate attestation against Kerala PSC in Supreme Court"", ""Potential for filing a review or other petition after case dismissal""]","[""fact"", ""fact""]","[""Depends On""]",2
"I job in a compani 18 month when i go to my HR ask for paid my earned leave. When he told when you completed 3 years job in this company then you get earned leave. But the rual is after a person completed 240 days job in a year he elegble for erned leave. Now i what to do?( Howrah, West Bengal )","Dear Client,Leave policy or rule varies depending on the applicability of an Act to a particular establishment or organization. Under the Factories Act, 1948, one day of leave for every twenty days of work performed by a worker during the previous calendar year. This leave is also known as Earned Leave or Privilege leave. Casual Leave (CL) for 5-7 days in a year and sick leave for 5 to 15 days varying as per state legislation. Leave policy for employees of private companies - Earned Leave - 30 days after 12 months of continuous employment, Casual Leave(CL)- 14 days for a year., Sick leave for 5 to 15 days a year. Encashment Rules for private companies vary according to their policies and local regulations. Each company has a unique leave encashment policy. Some may have a cap on the number of years you may carry forward your remaining leave days, while others may enable you to carry over your leave balance indefinitely. Employees need to understand the rules/policies of the Company and the conditions for availing of leave encashment benefits before they opt for it. If it appears to you that the action of the management is discriminatory and contrary to its own policy, you can escalate your grievance before the concerned Labour Commissioner and file a claim petition before the State Labour Court under Sec.33C(2) of the Industrial Dispute Act, 1947, provided you are a workman as defined under Sec.2(s) of the said Act. If the establishment is covered under the Shops and Establishment Act, you have to file your grievance to the Chief Inspector of Shops and Establishment appointed by the State Govt for redressal of the grievance, Otherwise, you have to file a civil suit before the Civil Court seeking appropriate relief in the matter.","[""Entitlement to earned leave encashment after resignation"", ""Delay in payment of earned leave encashment for 12 months""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Shops and Establishment Act"", ""Limit on carryforward of leave days varies by state""]","[""rule"", ""fact""]","[""Complies With""]",2
"Hi, I received an offer from company where they asked me to submit copies of original documents, but when I joined them, the HR informed me to submit an original marksheet & said they will keep it safe in bank locker as collateral. I needed the jon for survival & had no options other then accepting since I was unemployed. They gave me an undertaking of original marksheet (10th) on the company's letter head. I was employed there for approx a month while I got an offer in my hometown so  i had to go back to my hometown. I submitted them a coloured laminated photocopy of 12th marksheet to get my 10th original marksheet. This happened under a camera. Due to this the owner of the company is also allegating that I have stolen their business data & clients information which is absolutely false. As per Labour law, no company can withhold an original certificate of an employee. i wanted to understand if the company owner can sue me under the court of law. They are also commencing their commercial business in basement of resedential property which is against the laws of municipal corporation of delhi. Please suggest If I can go against them because they informed me about this at the end moment where I was pressurised to submit the original certificate. (Not mentioned in the offer letter as well that I have to submit original certificate)( South Delhi, Delhi )",As per the information i can assure you not to worry as employer cant do anything as i fell  you did not wrong.And you are yourself also so confident i am dam sure you will handle things yourself.,"[""Employees bound by the laws of the region where the company is headquartered"", ""Local laws of UAE regarding employment""]","[""fact"", ""rule""]","[""Depends On""]",2,"[""Employer failure to pay wages as per the Payment of Wages Act, 1936"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2
"I have been following you guys for a long time and I really need your help.

So I work for an IT company and last month at the end I gave my 60 working days notice(3 months) and told them that in the middle of August I will have my final date. Company accepted my resignation and they sent me a mail few days later saying that in the second week of this month (9th Jun) I will have my final working day.

Later my manager removed me from my daily task and asked me to focus on one task that is not part of my responsibilities such as recording tutorials for their software product. I still accepted it and did it earlier but i was not able to do it perfectly as i am not qualified for that. now they wrote script that is not grammatically correct so i am also fixing it, I finished last of my traditional working tasks and also now i am focusing on videos, When i say it in my own ways they say that it's not good, when i follow the script they say that there is no engagement, i have recorded all videos earlier and they did not check until recently and now they are asking me to record videos again, i have recorded sample videos 4th time and now i feel like i will not be able to satisfy their requirements at all, they gave it to one senior but he did not do this for nearly a year so this task was given to me.

what should i do now ? I dont want to do it as it is not part of my responsivities, still i tried it and failed, i was planning to send my manager an email if they reject my sample videos again that ""I am not qualified for it clearly after multiple attempts so they should reassign it to some other person, i have my notice period and middle of august will be my last working day and after that i will not be available, if you want to relive me today or relieve me on given date or extend my relieving date to the end of my notice period its her call "" but i didn't do it, today my manager told me that one of the director said that they will not extend my relieving date and told me to do overtime if i have to to record videos otherwise management will take action. 

What kind of action can management take ? I really need your help guys.

can they force me to do this same work over and over again ? if they extend my reliving date from middle of this month to say end of this month, do i have to accept it ? I need proper guidance, please help me out if possible.( Rajkot, Gujarat )","Dear Client,Generally, such an unfair and unethical attitude/practice is adopted by the employer following hire and fire rules when your service is not required to them and creates a situation of mess to compel you to quit the service without seeking any benefits arising out of your long contribution of skill and efficiency for the growth of the Company. So when you already tendered your resignation following the terms of your offer letter, keep quiet till the expiry of the notice period and then put an application for the issue of relieving letter and payment F & F Settlement dues and get an official receipt of the said application submitted either through email or by speed post for recorded delivery. Wait for a fortnight and serve a legal notice to the Company with a mandate of 10 days to respond failing which you need to visit the Office of the concerned Labour Commissioner with a complaint for non-issue of relieving letter on cessation of employment and non-settlement of your dues by the Company on submission of your resignation along with your offer letter and letter of resignation and other correspondences to resolve your grievance failing which you may file an Application u/s.33C(2) of I D Act to the Labour Court in prescribed form claiming dues from your employer. For any kind of assistance you need for the drafting of a complaint or application before the authority or Labour Court, you may contact our legal team for the purpose along with your all relevant papers","[""No share of compensation for parents if they have pension and are self-sufficient""]","[""fact""]",[],1,"[""Send a legal notice to the bank regarding the payment of your arrears"", ""Delayed payment of wage revision arrears for resigned employees""]","[""fact"", ""fact""]","[""Complies With""]",2
"I applied for a post named surveillance worker 36/23 in dsssb in 2023 when I tried to fill their portal shows that I am already registered, but I didn't have previous password or email I'd or phone no. I tried every possible way to login but I cannot successfull. I called to their office and also mailed to dsssb. But I got no response from dsssb. Then I registered again by changing 10 th class passing year . Now the result for e dossier (online documents upload)  declared. Can I have to face any problem in getting selection as I have got 26 more marks than e dossier( Rewari, Haryana )","Dear Client,The Delhi Subordinate Services Selection Board has issued an official advertisement to announce 1841 vacant posts under various Departments and Local/Autonomous Bodies of the Delhi Government. Candidates can apply online for the DSSSB recruitment 2023 from 17 August to 15 September 2023. The advertised posts include TGT, PGT, and other teaching vacancies in the Directorate of Education, along with various positions in the New Delhi Municipal Council, the Candidates are required to first register on the DSSSB portal https://dsssbonline.nic.in/ before they can apply. The candidate must satisfy the eligibility conditions for the relevant post, as set out by the Recruitment Rules of the respective Department. These would include age limit, educational qualifications, experience, etc. Any tampering of data in any document concerning age limit, educational qualifications, experience, etc if uploaded online by a candidate against the applied vacancy may have a potential risk of rejection of candidature, and the candidate may face legal consequences even if it is revealed after selection for the post. Any act in contravention of the recruitment notification of DSSSB may liable a candidate to face rejection of candidature or legal consequences if selected based on the tampering documents. The registration changing of the passing year of the class 10 exam is considered a temperament of original documents and can be termed as false information.","[""Legal notice can be sent to either the corporate office or registered office."", ""Sending a legal notice to a publicly traded company requires the correct address.""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Eligibility for recruitment based on educational qualifications"", ""Potential issues in document verification process due to educational qualifications""]","[""fact"", ""fact""]","[""Depends On""]",2
"Sir,
I, Purna Chandrarao Palaka, would like to address the issue related to bribery/ Malpractice/Corruptionâdoing a favor for hiding a fraud that happened at M/s. Instrumentation Limited Palakkad, a government of India enterprise.

The details are as follows: I, Purna Chandrarao Palaka, who worked at M/s. Instrumentation Limited Palakkad(A govt of India Enterprise) from Oct 11, 2011, to Feb 23, 2017.
As per the bond, the management will not issue an NOC for attending interviews in other public sector organizations for five years. However, I have applied for NOC twice for attending interviews in other public sector companies.
But M/s. Instrumentation Limited denied stating that you under Bond and NOC will not be issued( Details attached)
 In the year Oct 11, 2016, my bond was completed, and I applied for NOC and got selected in the PSU. 
In 2018, I came to know that my colleagues NOC without completion of their bond period. I was surprised how it happened. Later, I approached M/s. Instrumentation Limited Palakkad through the PMO Grievance cell to find out what happened exactly.
No proper response. Even PMO Grievance demanded justification, but no response was received.
Further, when the case was filed with the Central Vigilance Commission, some officer started calling over the phone for the evidence and later started asking for evidence proofs through WhatsApp(Chat Enclosed for your reference). 
I have not denied and requested the officer to contact through proper channel. The WhatsApp chat is enclosed herewith. After one month, received a letter without the sender's address and no subject superscribed on the cover.
However, I opened the same and understood that it is verification of the complaint. It is for identification that I have filed the case with CVC. But surprise is that, without knowing who filed the case, the officer called me and asked for evidence. The officer's name is Shri Gireesh, and I noticed that his name does not appear on their official website, CVC team of M/s.Instrumentation Limited, Palakkad.
Further to that, without a sender address, no post office will agree to send letters. How was M/s. Instrumentation Limited able to send the letter? How they are managing( RTI details from postal department enclosed)
I wrote a letter M/s. Instrumentation Limited to provide the reason why the senders address was not mentioned and also requested for the justification, without knowing the identity how they call me for evidence. No response received  for my queries.
 How he got my contact number, who shared my number, and recently, in the late evening of 09/11/2024, I received a call from the same number. What is the need for calling in the late evening? 
This I have informed the Central Vigilance Commission of, but no action has been taken. If anything happens to me or my family, who is responsible? I requested that the Central Vigilance Commission withdraw the case. I am mentally disturbed because of the same and health ruined. I am expecting Lokpal will investigate and do the justice.
I donât have any physical evidence with me and when I contacted some of my ex colleagues, who benefited, I got the information that one employee made his NOC and attended an interview; the remaining employees asked how it could happen. and later to suppress, the HR issued NOC to others, even though they were in bond. For knowing the exact reason, I took 6 years to get this information and further investigation was required to find out what happened exactly.
My interest is not to blame anyone and to convey how the officials misusing their powers. They should be punished along with who benefited.
I would like to reiterate that, until we quote the word bribe/ corruption/ Malpractice no one is my considering appeal.


I urge to Lokpal to investigate the same, if my complaint is there in purview. I strongly believe justice may be delayed but denied.( Palakkad, Kerala )","Dear Client,From the prolonged contents of the query, it is unclear what type of legal remedies for a cause of action you sought from a counsel. However, be informed that a complaint can be filed with Lokpal of India in terms of provisions under 2(e) of the Lokpal and Lokayuktas Act, 2013, for the offenses alleged to have been committed by a public servant under the Prevention of Corruption Act, 1988 such as offences relating to public servant being bribed, taking undue advantage to influence public servant by corrupt or illegal means or by the exercise of personal influence, Offence relating to bribing of a public servant, Public servant obtaining (undue advantage), without consideration from person concerned in proceeding or business transacted by such public servant, Criminal misconduct by a public servant. In terms of provisions under Section 53, of the Lokpal and Lokayuktas Act, 2013, a complaint should be made within seven years from the date on which the offense mentioned in the complaint is alleged to have been committed. A complaint is required to be filed in the prescribed form annexed with the Lokpal (Complaint) Rules, 2020. The complaint can be filed online through the Lokpal Online portal. A fillable complaint form is also available at (https://lokpal.gov.in/pdfs/complaint_form.docx). Under Section 19 of the Prevention of Corruption Act, 1988, sanction for prosecution is required for an offence punishable under Sections 7, 10, 11, 13, 15 of the Act, while under Section 197(1) Cr. P.C. sanction is required for an offence committed by a public servant while acting or purporting to act in the discharge of his official duty, and not otherwise. After the amendment of the Prevention of Corruption Act, in 2018, it significantly extended the provisions of PCA and gave it the required edge to tackle bribery/corruption involving commercial entities/private companies. According to Section 9 of the amended Act, a commercial organization can be held liable âif any person associated with such commercial organization gives or promises to give any undue advantage to a public servantâ with an intent to obtain or retain business or any advantage for that commercial organization. This provision covers all types of entities (including domestic companies, foreign companies, and partnerships) doing business in India. Thus, while the PCA, 1988 applied to public sector employees, the Act has been amended to encompass situations where private organizations and individuals can also be held accountable for indulging in corrupt practices. Further, the CBI investigates cases of corruption in compliance with the provisions of the Prevention of Corruption Act 1988, under the supervision of the Central Vigilance Commission (CVC). This can include cases of bribery, extortion, and other forms of corruption. The CBI has a special division called the Anti-Corruption Branch (ACB). This branch handles the investigation of corruption-related cases. The CBI can initiate suo moto investigations on the basis of information received from the public, the media, or other sources. CBI lays great emphasis on catching corrupt public servants who demand and take bribes. The process of catching such corrupt public servants red-handed while they demand and take bribes is popularly called the 'trap'. It is not a legal term. A set procedure has been devised in CBI to lay a trap against a corrupt public servant. The evidence collected during the process of trap is placed before the court along with the charge sheet and is quite important in securing the conviction of the public servant charged with corruption. So, given the proposition of relevant laws, you may choose the recourse/steps that suit your grievance most in the prevailing situation, If required, hire an experienced Advocate to navigate the issues in the right way.","[""Filing a complaint against a government officer without a name on the letter"", ""Need to attach evidence for effective complaint submission""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 2 of the Companies Act, 2013"", ""Potential legal liabilities for directors during company shutdown""]","[""rule"", ""fact""]","[""Violates""]",2
"Are FAQs binding document on an employee? One company is threatening to take action against employee based on an FAQ available on intranet portal of the company which has come in force 3 months back only?( Delhi, Delhi )","Hi,It usually depends upon the company's policy and the FAQ's also.","[""Desire to take action against unethical behavior in the workplace"", ""Section 9 of the Sexual Harassment of Women at Workplace (Prevention, Prohibition, and Redressal) Act, 2013""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Variable pay components are based on company policy and employee performance"", ""Section 10 of the Payment of Bonus Act""]","[""fact"", ""rule""]","[""Complies With""]",2
"Can the leave encashment for Earned Leave be calculated on basic+DA only excluding all other allowances (i.e HRA, Petrol, Mobile etc) as per Factory Act 1948.( Bangalore, Karnataka )","Dear Client,As per Sec. 78 & Sec. 79 of the Factories Act 1948, workers (who will come under the definition of worker as provided under Sec. 2(l) of the Factories Act) are eligible for 1 day of Leave with wages for every 20 days worked as earned leave (EL) in a calendar year. The earned leave encashment formula is [(Basic Salary + Dearness Allowance) / 30] * Number of EL or earned leaves excluding all other allowances.  The workmen will be entitled to get encashment of earned leave @ of 50% of leave due to his account subject to the maximum of 15 days in a calendar year subject to the minimum of 7 days/per year.","[""Delay in payment of earned leave encashment for 12 months"", ""Entitlement to earned leave encashment after resignation""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 66E of the Factories Act, 1948"", ""Safety concerns for women traveling alone after late shifts""]","[""rule"", ""fact""]","[""Violates""]",2
"Dear Chitresh,

 

This is with reference to our meeting at Mahad on 2nd August 2023. We discussed about various matters pertaining to your personal front as well as professional front. On the conclusion, it was decided that you will take 3 months time and then leave which includes the notice period. Please note that the 3 months period will get over by 2nd November 23.

 

Regards

Bhagwan

How to deal with this situation to protect job or for compansation( Raigad, Maharashtra )","Dear Client,From the contents of the query which is a reproduction of the contents of a mail advising you to quit the job after serving the notice period of 3 months. Cessation of employment from the act of both employee and employer. When an employee wants to quit the job he needs to tender his resignation serving the notice period as per the condition of employment. On the other hand, if an employer wants to terminate you from the job, he has to serve a notice in terms of the contract of employment or pay in lieu of notice, otherwise, the termination or retrenchment would be treated as illegal termination and unfair labour practice on the part of the employer. Literally, the contents of the email are meant to advise an employee to submit a resignation against his will which amounted to illegal termination and deserves protest following the provision of relevant law.  A resignation is treated as a voluntary act of an employee to quit a job following the terms of the contract. , No employer can retrench/terminate his employee which amounts to victimization and unfair labour practice. So if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then in the absence of compliance of the above provision of law, after serving a legal notice to the Company, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for arbitrary and illegal retrenchment from employment without compliance of the mandatory provisions of I D Act failing which you can also raise an industrial dispute u/s.2A of I D Act directly before the Central Govt. Industrial Tribunal or State Industrial Tribunal depending upon the class of establishment you belong claiming reinstatement in service with back wages. Apart you can also file an application u/s.33C(2) of the I D Act before the concerned Labour Court claiming dues from your employer In case you need any assistance in the matter of drafting the complaint or raising a dispute under I D Act before the Industrial Tribunal you may contact our legal team with the relevant papers.","[""Non-payment of salary for August 2023"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 33C(2) of the Industrial Dispute Act"", ""Unjust actions by employer regarding termination and withholding salary""]","[""rule"", ""fact""]","[""Violates""]",2
"I was recruited in central govt service (T-1, Gr. C) in 2003. The adv asked for graduate in science but pay scale was for matriculate. There was no RR. I got three assessments/promotions in 2008, 2013, 2018 respectively. Now after 20 years the RR is framed and the same post is T-3, where the required qualification is same as in our case. New recruitees after 20 years of service will be T-7 (Gr-A), where I am T-5 (Gr.B). If this RR would be followed in 2003, now I would be T-7. 
If there was any mistake in recruitment policy and rectified now, who is responsible?  Obviously, not me. 
                                       
I belong to Schedule caste community. Where Article 46 of the Constitution of India tells ""The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation"" am not I socially and economically exploited? Without proper RR I was recruited, having requisite qualification. Being graduate, had matriculate scale! I am bearing the huge monitory loss for the mistake of the authority.( Agartala, Tripura )","Hello Sir,I will suggest you to ask this with your employer about the recruitment process or you can again qualify the for that service and get along with new recruitment policy. Kindly get the information with the employer.","[""Termination of employment after 20 years of service"", ""Non-payment of Provident Fund contributions""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Ineligibility for promotion due to new recruitment rules"", ""Section 2 of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Violates""]",2
"Hi, 
I am IT engineer working with IBM for last 7+ years and total experience of 23 years. Last few years, I had received several awards and was working as one of the best employees. Last year, I moved to different team and that team forced me to relocate at own cost. Then, there was continuous harassment which resulted in depression for me and I had to take treatment for the same. After some time, I met with serious accident and they terminated me from the team. Now, I am at home and looking for other assignment within IBM. IBM's doctor is not giving me special sick leaves even though doctor letter says that I am unfit and would need another surgery in 3 months. With my health condition, no projects want to deploy me. IBM HR is just adding to harassment and asking me to go on leave with loss of pay. I am fully frustrated and think my career is over. Can I sue them for my medical condition and ask for compensation to ruin my career and mental health?( Bangalore, Karnataka )","In addition to statutory leaves, companies frame leave policies. If you have exhausted the leave and the company provided you leave in accordance with the policy, then there is no justification to insist for further leave. If there is a violation of law and policies in force, then a case may lie.","[""Inability to work due to medical condition and discharge without duty assignment"", ""Forced medical procedure for pacemaker implantation""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Potential claim for compensation in addition to notice period salary"", ""Entitlement to notice period salary upon termination""]","[""fact"", ""fact""]","[""Depends On""]",2
"What can I do if my resignation letter is not approved by company also after giving a notice period of 20 days.( Bangalore, Karnataka )","Dear client,we would advise you to first check the terms and conditions of your employment contract. Generally the employment contract mentions the notice period required for resignations. If you have fulfilled this criteria, the employer cannot hold you back.Additionally, you can file a complaint with the labour court under the Industrial Disputes Act, 1947. The labour court can order your employer to provide you with a relieving letter. To file a complaint with the labour court, you will need to submit a written complaint to the appropriate authority, along with any supporting documents, such as employment contracts, salary slips, and correspondence with your employer. You may also need to attend a conciliation or arbitration meeting with your employer before the matter is referred to the labour court.","[""Notice period of 2 months required by company"", ""Section 25F of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Labour Court"", ""Threat of withholding relieving documents by employer""]","[""rule"", ""fact""]","[""Complies With""]",2
"When I was studying in class 12 a friend of mine has committed Suicide due to which I was called by the police for questioning. In the police station the police asked me questions then released me after an hour. Now my question is while filling out my attestation form their is a question asking whether I have ever been detained or not. Should I say I was detained or should I say I was not detained( Kolkata, West Bengal )","Dear Client,Unless a person has been formally arrested by the police, he/she cannot be held in custody . If the police summon someone for questioning, they must conduct the interview promptly and efficiently and discharge the person once intergation over. When you were called onat the Police Station for interogation or questioning and released you after an hour, it puts no stigma in your criminal record. So, you may answer ""No"" in the attestation form.","[""Filing of FIR at the police station"", ""Section 2 of the Indian Penal Code""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Filing of FIR at the police station"", ""Section 2 of the Indian Penal Code""]","[""fact"", ""rule""]","[""Complies With""]",2
