question,answer
"I was married in March 2018, just a week of marriage, my husband asked for money to pay his debts. Later we went on honeymoon, one of his friends(girl) kept calling us to get regular updates. She had been troubling us since the time we got married. When I asked her to get out of our lives, she asked me who came first into my husband's life. I do not have proofs for these, but husband nor his family did anything against her. Infact they said they won't stop talking to her. Later once we moved to a new house, my husband and his family expected my family to buy all the things needed for a new house, like TV, fridge, sofa etc. This wasn't specifically mentioned to my family by their family. But my mom had given an old sofa set and cot which was already at parent's place. My husband and his family have mentally troubled me so much regarding this issue. 3 months of our marriage and same issue went on. Later in July, my husband flew to France on work permit. The torture about what my mom didn't give continued and he stopped talking to me for 2 months, never answered my calls either. Once I made a statement "" what more are you expecting my mom to give?"". This they found it very insulting, due to which they made me quit my job and move to my husband's town, Rajahmundry. My husband had taken a lot of money from me from the day we got married and he never gave me a penny. After I quit my job, we had a loan to pay off, when I asked him to send money to pay off, he asked me to stop my mutual funds and pay it off. That was the only thing left for myself. He felt offended because I didn't give him the money he asked me. So I asked him to return the money that I gave him, he felt offended again and his mother returned the money while I was at his native. His mother made a statement that I was a worst match for them and they made a mistake marrying me. Now it's been 11+ months that we are married, we have hardly lived 3 months together, and during the rest of the tenure, he hardly spoke to me for 3-4 months. He never calls when all these issues were going on, it's always me who calls. Now he doesn't want to process my Visa. I came off to my parent's place. I was badly insulted by him and his family. He says he would process my Visa only if I go back to his native again. My marriage certificate had my name printed incorrectly, for which they are taking months to rectify. I feel his family is delaying the process intentionally. Please advice what to do next. I am completely heart broken, I do not a have job either now.( Bangalore, Karnataka )",File a Domestic Violence Case under section 12 of the PWDV Act. Immediately.Thanks
"My wife failed a maintenance case U/s CrPC 125 in July 2016 in which JM ordered a interim maintenance of Rs. 15000 per month for both my wife and child. I was paying the interim maintenance regularly as per order. Unfortunately my wife was not appearing to give her evidence as soon as the interim maintenance order was passed. She dragged the CrPC 125 without giving evidence till 2018. Even she did not appear after showcause by JM and therefore the case was dismissed on default on 30.04.2018. Thereafter my wife approached the same JM court for revival of the case, but was rejected. Hence she appeared high court U/s 401 read with 482 for the revival of the CrPC 125 case. But the Hon'ble HC observed that ""The application under section 125 of the Code of Criminal Procedure stands revived to its file and number"" due to the reason that the case was dismissed NOT ON MERIT. Now my wife has filed a maintenance execution petition U/s CrPC 125(3) to claim Rs. 3,50,000 from the original date of dismissal (30.04.2018) till today. Under the above circumstances, I have following queries:
(1) The case stands revived to its file and number - Does it mean that she is entitled to claim interim maintenance from the original date of dismissal 30.04.2018 OR from the order date of high court 12.12.2019??
(2) Is there any chance that I may get any relief if I go for review of the high court order in High court or supreme court so that this arrear of interim maintenance can be waived off??
(3) The date of high court order is 12.12.2019. Can I go for review or challenge it in appellate court now? Is there any time limitation? It was a CRR case.
(4) I filed a Perjury application in the original CrPC 125 case because my wife filed the maintenance case hiding the fact that I was sending her Rs. 15000 to her bank account online every month even without any court order. But JM passed interim maintenance order without considering the perjury application. Is it justifiable legally?
(5) Generally what may the final maintenance amount, as my interim order is Rs. 15000? When the interim hearing was done 2 years ago, my salary was Rs. 70000, now after 2 years my salary is Rs. 1 lakh per month.
Kindly give your valuable feedback to my queries separately serial wise for my better understanding and correlation.( Kanpur, Uttar Pradesh )","final maintenance will be more if she is not earning. it will be less if only child maintenance have to be provided.hiding the facts of sending amount online is not fatal.If order for 3,50,000 is made then you can challenge it in HC.you not filed child custody case ?Hope this clarifies,Advocate Ankur Goel(Complete Law Shield)  #YourLifeYourChoiceNote - This is just a small advice. Proper advice can happen only after going through details."
"Me & my ex-husband divorced in Belgium in 2016.We have daughter together.He has Belgian Citizenship & an OCI card.I have Indian citizenship.He's not paying child support. How can I take legal steps against him in India( Allahabad, Uttar Pradesh )","Dear Client,In the case of mutual consent divorce decree, the decree granted by a Foreign Court is considered to be legal, valid, and binding in the Indian Courts under Section 13 and Section 14 of the Civil Procedure Code, wherein Section 13 enumerates the condition when a foreign judgment would not be considered valid and in case a foreign judgment of divorce meets the condition of Sec.13 CPC then it is enforceable in India. In India, both parents are responsible for providing for their childâs needs, including financial support. However, the parent with custody of the child typically receives child maintenance alimony from the other parent. Under the Hindu Minority and Guardianship Act 1956, the father is the natural guardian of a Hindu minor. However, the mother becomes the natural guardian when the father is unavailable or cannot fulfill the responsibilities. In such cases, the mother is entitled to receive child support from the father. Under Indian law, child maintenance alimony is the obligation of both parents to provide for their childâs needs. The parent who has custody of the child is responsible for the childâs day-to-day care. In contrast, the non-custodial parent must contribute to the childâs financial support through child maintenance alimony. In case the child stays in India with the mother who is an Indian Citizen, the wife can claim maintenance from her husband after divorce, not only for herself but also for her child/children if she is unable to sustain herself and them financially. Reach out to an Advocate for guidance and steps."
"In case, if my mom file complaint to claim for maintenance through crpc 125 and dv act to the magistrate. Just becoz my father has married and settled somewhere with another lady and doesn't look after me and my two lilâ sisters. Then how long does this case run actually and how much expenses will we have in this case? How much of my father salary will we have if he's not dependent?( Maharajganj, Uttar Pradesh )","Dear client,The proceeding of the case can time depending on circumstantial evidences, same goes with the expenses.Consult an advocate.Hope it helps."
"I have filed 498A on 2010 when my husband abandoned me and my 4 yr old kid few days after parents' demiseLater on 2012 I had filed for maintenance. But as my husband is very influential adv then didn't appear and due to financial issues I couldn't proceed with the case filed for maintenance .So the case might have been dismissed for  non appearance .
I have a monthly income of Rs.12000 only and live in a rented flat  For expenses including my son's educational expenses I had to take loans and have have a debt for more than 25 lakhs. Also had to sell properties during this time. My husband has a govt job and works as Asst Professor from 2007 and now he earns almost Rs1,2500 as salary.Whenever I ask my husband to pay atheist half of our son's expenses he tells to go to court to get it..
Is it possible to restore the case for maintenance filed back in 2012 ?
If so will I and my son be entitled to get maintenance from 2022 to present? 
How will the amount of maintenance be decided by the court?( Thiruvananthapuram, Kerala )","Dear client,The family court can restore application for maintenance only if it feels it has been dismissed due to default.Also, The Supreme Court in one of its landmark judgments has set a benchmark for maintenance to be paid by a husband to his estranged wife, stating that 25% of the net salary of the husband might constitute a âjust and properâ amount as alimony. This is suitable for monthly alimony paid by the husband to wife. No such benchmark has been given for a one-time lump sum amount, but usually, this ranges from 1/5th to 1/3rd of the spouseâs net worth. However, a hard and fast rule to calculate alimony has not been defined under any Indian law, nor is it possible as it depends on the facts and circumstances of each case.Generally, the Court looks at the following factors for determining alimony:Monthly incomes of spouses (without tax)Educational backgrounds and the possibility of paying jobsNumber of years of marriageNumber of children and child custody"
"Hi !

My sister with her twin daughters lives in her matrimonial home [in a separate portion]. in Sept'2019, u/s 125 CrPC, she got entitled to 25K as interim maintenance from her husband, which is ordered to be directly transferred in her bank account. Her husband never complied with the court's order and gave part payments. Also, he had voluntarily paid children's school fee, even it was not directed by the Hon'ble court. 

We always calculated our arrears as per the order which says the amount transferred in our bank account. Therefore, we filed one execution for the arrears amount. Her husband gave his own calculations, false bills of grocery, gas, electricity bills etc, and School fee receipts to be adjusted against this execution amount.
Now,  the family judge ordered to adjust the school fee against our execution amount as it was paid directly to the school. and it was DH's responsibility to pay the school fee.

Here, when it was clearly mentioned in the order  to transfer the interim amount in DH's bank account, then why he had made the fee payments ?  Moreover, immediately after the interim order was passed, the JD had given an application that till now he was bearing the school fee and other expenses, but now as the interim of Rs. 25k is decided. so  he would not be bearing any expenses in shape of school fee, food, clothing etc.But even then he continued paying school fee so that his other false payments would also get adjusted along with school fee. 

The School fee amount was around 12k per month. so what would have happened if school fee amount was Rs 20,000, would that also have been adjusted? In this way, how will we be able to fulfil the basic needs of life with the remaining amount?

Should we challenge this order in the High Court ? 
What is your opinion ? ""Is School Fee comes under maintenance ?"" 
If everyone continues to interpret/mould court's order as per their wish, then what is the need of judges ? 
  Pl advise !( Delhi, Delhi )","Dear Client, It's understandable that you're concerned about the recent order regarding the adjustment of school fees against the arrears of maintenance. Here's some guidance based on Indian laws and precedents:School Fee as Maintenance: Generally, under Section 125 of the Code of Criminal Procedure (CrPC), maintenance includes providing for the basic needs of the wife and children, which can encompass education expenses. However, this interpretation can vary based on the specific circumstances of each case and judicial discretion.Challenging the Order: If you believe that the court's order regarding the adjustment of school fees is unjust or incorrect, you have the option to challenge it in the High Court. You can file an appeal or revision petition challenging the order and presenting your arguments for why the school fees should not be adjusted against the maintenance arrears.Interpretation of Court Orders: It's essential to ensure that court orders are interpreted and implemented correctly, adhering to the spirit and intention behind them. If there are discrepancies or misinterpretations, it's within your rights to seek clarification or challenge the order through legal recourse.Legal Representation: Consider consulting with a qualified family law attorney who can review the specifics of your case, provide legal advice, and represent your interests effectively in court. They can assess the merit of challenging the order and guide you through the legal process.Ultimately, the decision to challenge the order should be based on a thorough assessment of the legal grounds, potential outcomes, and your specific objectives."
"My sons and their wives threatened me for property they have removed me from my own house( Gorkakhpur, Uttar Pradesh )","Dear Client,In the prevailing situation, you can resolve the issue by exercising your rights available under different laws of the land. Amongst others, the following legal remedies are available to you to resolve the crisis in the right way. You can file a complaint against your son and daughter-in-law under the Domestic Violence Act, 2005, and can file an application under Section 5 of the Maintenance and Welfare of Parents & Sr. Citizens Act, 2007 before the maintenance tribunal presided over by the SDM/DM explaining therein the nature and details of harassment and humiliation facing by you in the hand of your sons and daughters-in-law. On receipt of an application for maintenance under sub-section(I) of Sec.5 of the Act, after giving notice to the children or relative and after allowing the parties for hearing, hold an inquiry for determining the amount of maintenance and based on the merit in your claim pass an order for payment of maintenance up to Rs.10,000/-payable by the errant children or relatives to the applicant, Sr.Citizen including order of eviction of erring children/relatives from the property belong to Sr. Citizens/Parents. The Maintenance Tribunal is also empowered under Sec.23 of the Act to cancell a deed of gift if executed by a Sr. Citizen in favour of children/relatives who failed to maintain their aged parents/Sr. Citizens. This forum is less expensive and hassle-free to resolve disputes. This benevolent Act is exclusively enacted for the protection of the safety and security of Sr.Citizens who are being harassed and abused by their children in their sunset years to lead a life with dignity and peace. No Advocate is allowed in the proceedings to represent the case either on behalf of Sr. Citizens or OP, erring children/family. Moreover, there are Social Service Officers available in the Maintenance Tribunal who assist a Sr. Citizen to represent his or her case before the Tribunal.  Further, an Elder Help Line (No.14567) is launched by the Ministry of Social Justice and Empowerment exclusively for the protection of the interest of Sr. Citizens of the Country from any kind of crisis from health to wealth, you may take a chance by contacting them through helpline number to resolve the matter."
"My husband married me it was an arranged marriage but soon after marriage. My famiky also gave dowry as they started asking dowry when the wedding date was near. he started abusing me soonafter marriage and body shamed me even his parents did not support me . I also gave him around 1 lakh before an dafter marriage apart from dowry and wedding expenses were just made by my parents. He lied before marriage that he is not alcoholic but he started drinking after marriage everyday. He did not use to give money to manage home expenses and just wasted the money on drinking. After 3-4 months his abuse increased and I had to move to my parents house. Now I asked him to pay for the weddibg expenses and return the money borrowed but they are not agreeing. What all options do I have in this case? He wants a divorce and took my money abused me and now he is not even receiving my calls or talking about this matter( Pune, Maharashtra )","Dear Madam,All Indian laws are in favor of married women. Use your talents and get register multiple cases against him and his family members and never give divorce to him because he may again marry another girl by taking dowry."
"Main Saadi ke baad kuch dispute k karan apne wife ke saath 10saalo se ghar se alag hoon.mere father ka dehant ho chuka hai.kya main Apna hissa k kiye pettion file kar sakta noon.( Jamshedpur, Jharkhand )",Yes. Living seperately does not curtail your right to inherit the property and to claim your share.
I am Married Since January 2016. After my Marriage My In Laws Torture me for Cash Money. My Father gave Swift Car to my Husband. They Abuse me and my Husband beat me. They threaten me for Divorce. Last Time My Husband have Accident on 28th Sept 2017. After that i came to my parental home on 21st Oct 2017. When he was able to go to Job. I came here from his Permission. I have a Conversation also with him for the work I had come to. On 1st Nov 2017 My Parents go to there to meet my Husband. Then my Husband and his mother misbehaved with them and said getout she has no place here if she comes she has to stay here as we would keep. After that I didn't go there because of my Life threaten. I tried many to talk my husband but he blocked my number and my mother in law abuse me on Phn. Now they are saying in society that my parents are demanding 20 Lakh from them and she is chacterless saying about me. What should I do. I. Don't want Divorce I want to live with my husband but solution should be there of cruelty being with me from last 2 years.,Just issue file case for Restitution of conjugal rights. You will WIN.
"My mom and even my father say that we will fix a meeting in home and say my son is not marry the woman of their choice we gave time to him find a woman but he not doing.
I am 30 year old jobless.
But I want to live life as I want ,they pressurise me for marriage.
My father sent girl photo and biodata on mom whatsapp
But when I denied to mom so she said your father is on last stage if he die I will blame you ( it's mean she blame me).
Even she said I will fix meeting of your 2 uncle and my sister father in law and her husband in home 
One uncle work in MCD mayor office, another uncle work in income tax and my sister father in law is gentle person , also my uncle even know black magic and my sister father in law too 
Even my dad has ministry contact.
So whenever I say I will call the cops and lawyers formy help so they threat me that we have contact so they all will listen us ,so just go and try .
Even I try to left home but my mom lock home sometime my dad stop me to leave.
I can't express anything in words.
I just want to live my life as I want, they pressurise me for marriage even the tradition that I don't like . Simple.
If I get marry of their choice that I don't even love then I do extra marital affair in future so whole world will blame me I cheat her but it will not so why I do marry their choice. Because I will find the woman too later .
I am trying. But I don't want to marry the woman my parents want.
Sometimes I thought just leave india, sometimes I thought about bad thing to myself even.
My parents want to see their dream of son marriage and his kids but my life also exist I am not puppet. I don't see any hope for me.
I tried many times to leave home even but they lock the gate and hide the keys even my dad got hearth attack even. But now my mom said that don't threat us about leaving home if you want to leave so leave now now she say that, and my father is like leave us the I try to leave so he stop me. What I do.( Central Delhi, Delhi )","Dear Sir,Since you are major and might be having sufficient source of income so you may immediately get marry and stay away from your family members."
"I got married in year 2017 from a jammu guy we lives in delhi and we both are working, since then my husband always keep threatening to divorce me & to return back to his hometown on simple issues and talks. It's like i am spending my life with the fear that I will get divorced.  Now I'm fed up from this, on which ground can i divorced him?( Delhi, Delhi )","Divorce Laws in IndiaDivorce is the legal dissolution of marriage. A divorce is among the most traumatic misfortunes for any couple. The entire process of divorce that starts from coping up with emotional ups and downs to contesting for the long awaited divorce decree for several months is definitely a tough affair to get through. Before opting for a divorce one should be aware of the fact that a divorce procedure in India extents for almost a year and in some special cases of disputes the procedure may continue for years.Since India is a land of varied religious communities having their own marriage laws, the divorce procedure too varies, according to the community of the couple seeking divorce. All Hindus as well as Buddhists, Sikhs and Jains can seek divorce under the Hindu Marriage Act 1955. The Muslim, Christian and Parsi communities, on the other hand, have their own laws governing marriage and divorce. Spouses belonging to different communities and castes can seek divorce under the Special Marriage Act, 1956. There is also the Foreign Marriage Act 1969, governing divorce laws in marriages where either partner belongs to another nationality.With the advancement of time and social awareness, several acts have been passed by the government to make the present day divorce procedure in India more progressive with respect to gender affairs and related sensitive issues.Divorce laws in India are broadly categorized into âDivorce by Mutual Consentâ, âContested Divorceâ, âVoid Marriagesâ, here is a detailed overview about each of them.1. DIVORCE WITH MUTUAL CONSENTUnder Section 13-B of the Hindu Marriage Act, 1955, the parties can seek divorce by mutual consent by filing a petition before the court. Mutual consent means that both the parties agree for peaceful separation. Mutual Consent Divorce is a simple way of coming out of the marriage and dissolve it legally. Important requirement is the mutual consent of the husband & wife. There are two aspects on which Husband & Wife have to reach to consensus. One is the alimony or maintenance issues. As per Law there is no minimum or maximum limit of maintenance. It could be any figure or no figure. Next important consideration is the Child Custody. This can also be worked out effectively between the parties. Child Custody in Mutual Consent Divorce can be shared or joint or exclusive depending upon the understanding of the spouses.Certain common questions about divorce with mutual consent have been answered below:When can the divorce by mutual consent be filed?The parties intending to dissolve marriage are required to wait for at least one year from the date of marriage.They have to show that they have been living separately for a period of one year or more before the presentation of the petition for divorce and that during this period of separation they have not been able to live together as husband and wife.Where to file the divorce petition?In the family court of the city / district where both the partners lived together for the last time, which was their matrimonial home.How to file divorce petition by mutual consent? What happens in the court?The divorce petition is in the form of affidavit, which is to be submitted to the family court. After the filing of the petition and recording the statement of both the parties, the court generally adjourns the matter for a period of 6 months.After six months the parties have to present themselves again in the court for making a second motion confirming the mutual consent filed earlier. It is only after this second motion that a decree of the divorce is granted by the court.Can any one party withdraw the mutual consent petition after filing in the court? What will happen by that?During this period of 6 months when the petition is pending in the court, any of the partner is fully entitled to withdraw the mutual consent by filing an application before the court stating that he/she does not wish to seek divorce by mutual consent.In such circumstances, the court grants no divorce decree.What can the other partner do under such circumstances?There is no option available to the other party to such circumstances except to file a normal petition for divorce under the provisions of the Section 13 of the Hindu Marriage Act, 1950.In such a situation divorce can be granted only on certain specified grounds like cruelty; desertion; voluntary sexual inter-course with another person; the other spouse being of unsound mind; conversion of religion by the other spouse; Leprosy; venereal disease; a spouse having renounced the world or being missing for a period of more than 7 years.Can the spouse consent for remarriage without getting divorce from existing partner?Remarriage without getting divorce is a punishable offence with seven yearsâ imprisonment.If either of the spouses is not heard for a long time, should the divorce be applied?If there is proof of the absence of spouse without any information to the other spouse about his whereabouts for a continuous seven years period, a petition should be filed in this regard in the court.When the divorced persons can remarry?Depending on the nature of decree, after the expiry of three months from the date of decree if no notice of appeal is received by the person remarrying from the other person.What are the costs involved in getting divorce by mutual consent?If you hire an advocate, it will be somewhere from Rs25, 000 to Rs75, 000.But if you get the documentation done by us and file on your own without a lawyer, the cost will be very very low. You will not have any problem in filing your petition with our guidance, and you will save a lot of money.How much time does the whole process take from filing the mutual consent petition in the court till the passing of the decree (judgment) by the court?It takes from six months to one year from the date of filing of the petition. It varies from case to case & place to place.2. CONTESTED DIVORCEIn case of a contested divorce, there are specific grounds on which the petition can be made. It isnât as if a husband or wife can simply ask for a divorce without stating a reason. The reasons for divorce are as follows, though some are not applicable to all religions.CrueltyCruelty may be physical or mental cruelty. According to the Hindu Divorce Laws in India, if one spouse has a reasonable apprehension in the mind that the other spouseâs conduct is likely to be injurious or harmful, then there is sufficient ground for obtaining divorce due to cruelty by the spouse.AdulteryIn India, a man that commits adultery (i.e. has consensual sexual intercourse outside of marriage) can be charged with a criminal offence. The wife may, of course, file for divorce as a civil remedy. If, on the other hand, a wife commits adultery, she cannot be charged with a criminal offence, though the husband can seek prosecution of the adulterer male for adultery.DesertionOne spouse deserting the other without reasonable cause (cruelty, for example) is reason for divorce. However, the spouse who abandons the other should intend to desert and there should be proof of it. As per Hindu laws, the desertion should have lasted at least two continuous years. Christians, however, will not be able to file a divorce petition solely for this reason.ConversionDivorce can be sought by a spouse if the other spouse converts to another religion. This reason does not require any time to have passed before divorce can be filed.Mental DisorderIf the spouse is incapable of performing the normal duties required in a marriage on account of mental illness, divorce can be sought. If the mental illness is to such an extent that the normal duties of married life cannot be performed.Communicable DiseaseIf the spouse suffers from a communicable disease, such as HIV/AIDS, syphilis, gonorrhea or a virulent and incurable form of leprosy, the Hindu Divorce Laws in India say that the other party can obtain a divorce.Renunciation of the Worldif the spouse renounces his/her married life and opts for sanyasa, the aggrieved spouse may obtain a divorce.Presumption of DeathIf the spouse has not been heard of as being alive for a period of at least seven years, by such individuals who would have heard about such spouse, if he or she were alive, then the spouse who is alive can obtain a judicial decree of divorce.A few common questions about divorce without mutual consent have been answered:What are the various steps involved in seeking a contested divorce?With a contested divorce, spouses will have to go through numerous steps before the divorce is finalized, including:â¢	prepare, file and serve (deliver) the divorce petition (legal paperwork asking for the divorce and stating the grounds for the breakdown of the marriage)â¢	respond to the petitionâ¢	interview and hire an attorneyâ¢	engage in âdivorce discoveryâ â the information gathering process, which involves various legal procedures to get information from your spouse and third-party witnesses (e.g., written questions, subpoenas, and depositions)â¢	pre-trial legal motions and hearingsâ¢	settlement proposals and negotiations between attorneysâ¢	if settlement fails, prepare for trialâ¢	complete a court trialâ¢	Appeal, if you dispute the trial judgeâs decision(s).During the settlement phase, spouses are often unable to resolve issues. Although the divorce judge may encourage spouses to work things out, when that doesnât happen the next step is divorce court.During trial, both spouses present witnesses, and their lawyers cross-examine the witnesses and present closing arguments. After trial is over, the court will issue a final order memorializing all of the judgeâs decisions, and finalize the divorce.What are the various documents required to file petition for a contested divorce?1. Address proof of husband2. Address proof of wife3. Marriage certificate4. Four passport size photographs of marriage of husband and wife5. Evidence proving spouses are living separately since more than a year6. Evidence relating to the failed attempts of reconciliation7. Income tax statements for the last 2-3 years8. Details of profession and present remuneration9. Information relating to family background10. Details of properties and other assets owned by the petitionerWhat is the cost involved in getting a contested divorce?Lawyers tend to charge fees for appearing in court and doing any other work. Depending on how intensely it is fought, therefore, a divorce may cost anywhere from the low ten thousands to lakhs of rupees.What are different constraints regarding the alimony?The right of maintenance extends to any person economically dependent on the marriage. This will include, therefore, either spouse, dependent children or even indigent parents.The claim of either spouse (though, in the vast majority of cases, it is the wife), however, depends on the husband having sufficient means. When deciding how much alimony is to be paid, the courts will take into account the earning potential of the husband, his ability to regenerate his fortune (in case, say, the property is given to the wife) and his liabilities. In case either spouse is unable to pay for the divorce, these expenses would also be paid by the spouse that does have an income.Various constraints determining the alimony are:â¢	The age of the person entitled to receive the alimony.â¢	The earnings and current financial status of the spouse entitled to pay the alimony.â¢	The failing health or a medical condition of one of the spouses who is going to receive the alimony may act in favor of him or her. They can claim a larger alimony on the basis of their failing health.â¢	The spouse that retains custody of the child would be entitled to either pay lesser alimony or be entitled to a greater amount while the child is a minor.What are the provisions relating to child custody?Courts usually agree to the decision of the parents in a mutual consent divorce, the courts are expected to see to the best interest of the child. In a contested divorce, the courts will examine the ability of the mother or father to be a parent to the child, for example. Money is not usually a matter that is considered. Non-working mothers are regularly given custody of their children, but fathers are expected to provide financial support.3. VOID MARRIAGESFollowing are the grounds which shall render a marriage void or the court shall deem it to be illegal are:BigamyNone of the parties to the marriage shall have a spouse living in the time of their marriage. If either of them has a spouse alive from an earlier marriage, their subsequent marriage is no marriage in the eyes of law. It is void ab initio and non-existent.Persons falling within degrees of prohibited relationshipsLineal ascendants are to be seen from both sides, i.e. from the fatherâs side as well as from the motherâs side. So both the father and mother are lineal ascendants fall in degrees of prohibited relationships.Sapinda relationsSapinda relations can be illustrated as under:Suppose A is a boy. Now if he is considered as one generation, relatives falling in four more generations upwards from him from the side of his father shall be his Sapinda relations. Therefore, Aâs father, Aâs grand-father, Aâs great grand-father and the father of Aâs great grand-father shall all be Aâs Sapinda relations. But on the motherâs side, this chain is to extend to only three generations which include A. Therefore, Aâs mother and Aâs maternal grand-mother only shall be Aâs Sapinda relations from the motherâ side, A himself being one generation. Marriages made up of such relationships are void.A few common questions about void marriages have been answered below:What are the provisions relating to maintenance of the wife?Another significant question that now arises is whether the wife whose marriage is void under section 11 of the Act can claim maintenance from her husband of that void marriage. The Supreme Court has held that where a marriage is void, wife cannot claim maintenance under sec. 488 .However it is a generally accepted rule that even in such cases, the wife is entitled to maintenance under sec. 18 of the Hindu Adoptions and Maintenance Act and also under section 24 of the Hindu Marriage Act.Are the children born from void marriages legitimate?Hindu Marriage Act 1955 confers legitimacy upon the children born out of void marriages. It provides as under:Hence the clear effect of section 16 is that if a child is born out of a wedlock which is subsequently declared to be null and void, that child will not be considered illegitimate but he shall be considered legitimate despite the marriage being illegal from its inception. The section provides a cushion to the children of void marriages and prevents them from being penalized."
"How can I safe gaurd myself n my only daughter( Bangalore, Karnataka )","Dear Sir,You can file police complaint or private complaint."
"If I get marry at any mandir in presence of eye witness then can I able to get marriage Certificate in absence of our family( Bhubaneswar, Orissa )","yes, you can get the marriage registered,approach the office of concerned marriage registrar for the needful,"
"##My family members are rejecting me#( Hyderabad, Andhra Pradesh )","Dear Madam,You may immediately file domestic violence case."
"My Father is passed away 3 months before and left one house as a property which is registered in name of my father only. As per the will my mother is the owner after him and after my mother I will be the owner of the house. I have one younger Sister unmarried 31 years old and creating issues related to property. I am residing with my wife and daughter in rental house in same city from past one year due to my sister's rude behaviour and issues. Now my mother is in favour of my sister. My mother is getting pension. Can I claim my part in property, And am I legally co owner of that house or not ? And if my mother want so can she allot whole property to my sister ? Kindly suggest.( Indore, Madhya Pradesh )",She cannot transfer the property to your sister because she is only can enjoy during her life time without the right of transfer. Better share the Will for more suggestions.   Please give me Rank 5 if you feel my answer helped you.
"There is one page in my court marriage document which I need to submit to Mumbai police. Is that document compulsory to submit to Mumbai Police? Will police inform my parents about my marriage as I dont want now to inform to my parents?( Mumbai City, Maharashtra )","Dear Client,Please elaborate on the document mentioned. It is difficult to comment without knowing the same."
"i am 20 and according to me i have right to make friends , fall in love with someone, have my own privacy and let me discover thing on my own but my parents are hypocritic they never let me breath freely in their house as I don't feel it like my house my mom beats me if she caught me talking to my friend , even my friends are 600 km away from me , she made my brother and sister spy on me and humiliate me when she know i am talking to a male friend of mine , sometime i feel too alone and i already attempted for suicide once ....plss tell me what i can do i soo depressed from my parents both of them beats me shall i ran away from house( Meerut, Uttar Pradesh )","Hi,You can approach the nearest police station and file a complaint."
"My father is emotionally abusive. I am 20 years old, and not one day have gone without me regretting my existence. I have been suicidal too as a result of the abuse I've gone through. I want to legally separate myself from all responsibilities of being a daughter. How am I supposed to do it?( Kolkata, West Bengal )","Dear client,In your case In some jurisdictions, there are legal processes for minors to become independent from your  parents. This would entail demonstrating to a court that you are capable of financially supporting yourself and that emancipation is beneficial for you. In India, this is less typical and more complicated, particularly since you are already an adult. If the abuse is severe, you might be able to obtain a protection order or restraining order against your father. This can legally require him to stay away from you.As an adult, you are not legally obligated to maintain a relationship with your parents. You have the right to limit or sever contact with your father without needing a formal legal procedure. Local NGOs provide assistance and guidance for women experiencing abuse, offering support services for women in difficult situations. Hope this answer will help you."
"my father in law passed away last month.we went to the lawyer to do the proceedings as per his will. the lawyer said he doesnt have the will .he said that the will was registerd in front of him in the court but the will is wid his elder son.he showed surprise that why the younger son was not given the copy of the will wen one copy was given to the elder son.the lawyer at that point said not to worry as he will be able to take out from the court.but the lawyer doesnt have the date and has not been able to find out the will.only a vague idea of the year we have.its been more than 21 days now.my husband who is the youngest has told his sister to tell the elder brother to take out the copy of the will but no response.i have been living on the ground floor of the house from 31 yrs as daughterin law, my grown up kids also in their grandfathers property, and my husband is working on the shop from last 40 yrs that was in my father laws name.cannot understand,wat kind of fowl play is possible and wat are our rights
sangeeta( Varanasi, Uttar Pradesh )","Send a LEGAL noticeCheck if the will is registeredelse,file a suit for partition."
"My wife got expired 1 year back. We did not had any children. After few months of wife's death, I got second marriage. Who will be the legal heir of her retiral benefits and Insurance claim? Insurance policy does not have any nominee mentioned. Kindly note we didn't had children.( Bathinda, Punjab )",Dear ClientSince the nominee is not provided hence her parents and you will be the legal heir in this case but since you have got remarried then there might be some complexity added to the legal heir. But still you can approach the insurance company for the claim and check what they have to say.
"My in-laws and husband torture for money.. I lived olny 3months in-laws house.. I tried to solve the issue but my in-laws never accept my husband mistake they always blame me that I m wrong..after that I came to know my husband searching a girl for marriage fake name and as a widower and parental contact available. after that I filed compaint and dv case .. in dv case my husband lawyer told the magistrate settlement of running in caw cell which is not true and I denied .. on the same day my husband filed fake compaint in police station and mother in law filed dv act against me and my family member and one other person...my brother in law already divorced to first wife and not happy to second wife.. my in-laws always threatened me tu hamara Kya bigad legi but senior citizen h( New Delhi, Delhi )",I think Ur lawyer not providing appropriate legal advice to you . Please try to approach any other local lawyer
"Menhi rhskti ab( Ajmer, Rajasthan )","Dear Sir/Madam,You must write the question clearly. You have to go marriage counselling. Filing a case is no solution."
"Wife found guilty in sec 125 and rcr sec 9 as she provided false information to hon. court and filed out of jurisdiction cases at family court and executed it for long 5 years. Now court said that she may undergo legal remedy as per law if so advised. What is Legal Remedy under law for filing false and out of jurisdiction case on false information and cheating the Court.( Mumbai City, Maharashtra )","Dear Sir,You may file Perjury case and also claim refund of amount paid and also compensation."
